refund_id,payment_id,order_id,processor_transaction_id,processor_refund_id,refund_amount,currency,reason,status,initiated_at,completed_at
REF_002637,PAY_002637,ORD_002637,PROC_002637,PRREF_002637,15.94,USD,ITEM_UNAVAILABLE,COMPLETED,2026-01-18 01:19:38,2026-01-18 01:24:38
REF_002654,PAY_002654,ORD_002654,PROC_002654,PRREF_002654,145.69,USD,PARTIAL_RETURN,COMPLETED,2026-01-18 04:33:04,2026-01-18 04:38:04
REF_002694,PAY_002694,ORD_002694,PROC_002694,PRREF_002694,544.25,USD,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-25 21:44:02,2026-03-25 21:49:02
REF_002729,PAY_002729,ORD_002729,PROC_002729,PRREF_002729,2224.99,EUR,UNSATISFIED_CUSTOMER,COMPLETED,2026-02-04 11:25:13,2026-02-04 11:30:13
REF_002755,PAY_002755,ORD_002755,PROC_002755,PRREF_002755,299.00,INR,UNSATISFIED_CUSTOMER,COMPLETED,2026-02-22 09:01:41,2026-02-22 09:06:41
REF_002790,PAY_002790,ORD_002790,PROC_002790,PRREF_002790,56.62,GBP,PARTIAL_RETURN,COMPLETED,2026-03-28 23:42:42,2026-03-28 23:47:42
REF_002806,PAY_002806,ORD_002806,PROC_002806,PRREF_002806,35.75,EUR,UNSATISFIED_CUSTOMER,COMPLETED,2026-02-07 00:56:22,2026-02-07 01:01:22
REF_002815,PAY_002815,ORD_002815,PROC_002815,PRREF_002815,468.99,GBP,ORDER_CANCELLED,COMPLETED,2026-02-23 02:58:13,2026-02-23 03:03:13
REF_002818,PAY_002818,ORD_002818,PROC_002818,PRREF_002818,18.95,EUR,UNSATISFIED_CUSTOMER,COMPLETED,2026-04-02 20:40:25,2026-04-02 20:45:25
REF_002888,PAY_002888,ORD_002888,PROC_002888,PRREF_002888,32.25,USD,FRAUD_SUSPECTED,COMPLETED,2026-03-01 12:27:41,2026-03-01 12:32:41
REF_002889,PAY_002889,ORD_002889,PROC_002889,PRREF_002889,138.00,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-01-18 11:23:37,2026-01-18 11:28:37
REF_002892,PAY_002892,ORD_002892,PROC_002892,PRREF_002892,79.95,USD,FRAUD_SUSPECTED,COMPLETED,2026-03-25 19:10:21,2026-03-25 19:15:21
REF_002915,PAY_002915,ORD_002915,PROC_002915,PRREF_002915,3050.99,GBP,FRAUD_SUSPECTED,COMPLETED,2026-03-21 02:09:29,2026-03-21 02:14:29
REF_002929,PAY_002929,ORD_002929,PROC_002929,PRREF_002929,458.95,GBP,FULL_RETURN,COMPLETED,2026-03-17 05:15:39,2026-03-17 05:20:39
REF_002955,PAY_002955,ORD_002955,PROC_002955,PRREF_002955,100.16,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-02-02 12:24:40,2026-02-02 12:29:40
REF_002962,PAY_002962,ORD_002962,PROC_002962,PRREF_002962,529.99,USD,ORDER_CANCELLED,COMPLETED,2026-02-04 08:56:08,2026-02-04 09:01:08
REF_002963,PAY_002963,ORD_002963,PROC_002963,PRREF_002963,38.75,USD,FULL_RETURN,COMPLETED,2026-01-09 20:29:30,2026-01-09 20:34:30
REF_002966,PAY_002966,ORD_002966,PROC_002966,PRREF_002966,597.99,EUR,FRAUD_SUSPECTED,COMPLETED,2026-02-26 17:13:39,2026-02-26 17:18:39
REF_002983,PAY_002983,ORD_002983,PROC_002983,PRREF_002983,46.80,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-21 06:03:31,2026-02-21 06:08:31
REF_002990,PAY_002990,ORD_002990,PROC_002990,PRREF_002990,21.90,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-04-04 07:08:48,2026-04-04 07:13:48
REF_003069,PAY_003069,ORD_003069,PROC_003069,PRREF_003069,21.25,EUR,ORDER_CANCELLED,COMPLETED,2026-03-16 04:51:01,2026-03-16 04:56:01
REF_003072,PAY_003072,ORD_003072,PROC_003072,PRREF_003072,184.12,GBP,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-04-01 14:20:58,2026-04-01 14:25:58
REF_003134,PAY_003134,ORD_003134,PROC_003134,PRREF_003134,217.00,GBP,ITEM_UNAVAILABLE,COMPLETED,2026-03-25 06:42:23,2026-03-25 06:47:23
REF_003142,PAY_003142,ORD_003142,PROC_003142,PRREF_003142,56.75,EUR,FRAUD_SUSPECTED,COMPLETED,2026-03-16 04:34:26,2026-03-16 04:39:26
REF_003146,PAY_003146,ORD_003146,PROC_003146,PRREF_003146,449.44,CAD,PARTIAL_RETURN,COMPLETED,2026-03-31 08:22:12,2026-03-31 08:27:12
REF_003162,PAY_003162,ORD_003162,PROC_003162,PRREF_003162,999.80,INR,ITEM_UNAVAILABLE,COMPLETED,2026-02-07 02:27:50,2026-02-07 02:32:50
REF_003163,PAY_003163,ORD_003163,PROC_003163,PRREF_003163,2975.00,GBP,ORDER_CANCELLED,COMPLETED,2026-02-10 04:03:38,2026-02-10 04:08:38
REF_003177,PAY_003177,ORD_003177,PROC_003177,PRREF_003177,49.88,GBP,ITEM_UNAVAILABLE,COMPLETED,2026-01-12 03:07:35,2026-01-12 03:12:35
REF_003186,PAY_003186,ORD_003186,PROC_003186,PRREF_003186,1111.90,GBP,PARTIAL_RETURN,COMPLETED,2026-01-07 11:03:58,2026-01-07 11:08:58
REF_003226,PAY_003226,ORD_003226,PROC_003226,PRREF_003226,999.00,INR,FULL_RETURN,COMPLETED,2026-03-21 10:25:47,2026-03-21 10:30:47
REF_003237,PAY_003237,ORD_003237,PROC_003237,PRREF_003237,1278.60,EUR,PARTIAL_RETURN,COMPLETED,2026-01-22 10:27:19,2026-01-22 10:32:19
REF_003263,PAY_003263,ORD_003263,PROC_003263,PRREF_003263,89.39,GBP,PARTIAL_RETURN,COMPLETED,2026-02-25 15:08:16,2026-02-25 15:13:16
REF_003297,PAY_003297,ORD_003297,PROC_003297,PRREF_003297,82.36,EUR,PARTIAL_RETURN,COMPLETED,2026-01-29 02:04:08,2026-01-29 02:09:08
REF_003306,PAY_003306,ORD_003306,PROC_003306,PRREF_003306,1124.25,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-21 15:01:14,2026-01-21 15:06:14
REF_003309,PAY_003309,ORD_003309,PROC_003309,PRREF_003309,82.44,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-02-12 19:14:55,2026-02-12 19:19:55
REF_003325,PAY_003325,ORD_003325,PROC_003325,PRREF_003325,284.50,EUR,FULL_RETURN,COMPLETED,2026-01-25 15:59:41,2026-01-25 16:04:41
REF_003353,PAY_003353,ORD_003353,PROC_003353,PRREF_003353,72.95,GBP,ORDER_CANCELLED,COMPLETED,2026-02-04 22:19:31,2026-02-04 22:24:31
REF_003363,PAY_003363,ORD_003363,PROC_003363,PRREF_003363,95.50,EUR,PARTIAL_RETURN,COMPLETED,2026-02-23 21:56:50,2026-02-23 22:01:50
REF_003403,PAY_003403,ORD_003403,PROC_003403,PRREF_003403,815.98,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-14 03:08:31,2026-03-14 03:13:31
REF_003432,PAY_003432,ORD_003432,PROC_003432,PRREF_003432,26.80,USD,ORDER_CANCELLED,COMPLETED,2026-02-01 06:04:57,2026-02-01 06:09:57
REF_003440,PAY_003440,ORD_003440,PROC_003440,PRREF_003440,19.25,USD,FULL_RETURN,COMPLETED,2026-03-10 17:02:21,2026-03-10 17:07:21
REF_003452,PAY_003452,ORD_003452,PROC_003452,PRREF_003452,3999.00,INR,ORDER_CANCELLED,COMPLETED,2026-01-12 13:16:31,2026-01-12 13:21:31
REF_003457,PAY_003457,ORD_003457,PROC_003457,PRREF_003457,149.50,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-28 00:16:47,2026-01-28 00:21:47
REF_003463,PAY_003463,ORD_003463,PROC_003463,PRREF_003463,2499.50,INR,ITEM_UNAVAILABLE,COMPLETED,2026-01-07 12:14:27,2026-01-07 12:19:27
REF_003481,PAY_003481,ORD_003481,PROC_003481,PRREF_003481,42.25,GBP,FULL_RETURN,COMPLETED,2026-01-31 17:56:22,2026-01-31 18:01:22
REF_003516,PAY_003516,ORD_003516,PROC_003516,PRREF_003516,15.99,GBP,FRAUD_SUSPECTED,COMPLETED,2026-02-10 17:31:45,2026-02-10 17:36:45
REF_003518,PAY_003518,ORD_003518,PROC_003518,PRREF_003518,143.98,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-04-02 01:06:43,2026-04-02 01:11:43
REF_003526,PAY_003526,ORD_003526,PROC_003526,PRREF_003526,7499.25,INR,ITEM_UNAVAILABLE,COMPLETED,2026-03-23 23:41:50,2026-03-23 23:46:50
REF_003543,PAY_003543,ORD_003543,PROC_003543,PRREF_003543,756.54,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-08 19:55:02,2026-01-08 20:00:02
REF_003557,PAY_003557,ORD_003557,PROC_003557,PRREF_003557,38.50,GBP,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-20 08:37:50,2026-01-20 08:42:50
REF_003597,PAY_003597,ORD_003597,PROC_003597,PRREF_003597,470.75,GBP,FRAUD_SUSPECTED,COMPLETED,2026-01-29 10:32:12,2026-01-29 10:37:12
REF_003603,PAY_003603,ORD_003603,PROC_003603,PRREF_003603,25.00,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-23 18:53:03,2026-02-23 18:58:03
REF_003611,PAY_003611,ORD_003611,PROC_003611,PRREF_003611,227.99,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-26 01:48:37,2026-03-26 01:53:37
REF_003616,PAY_003616,ORD_003616,PROC_003616,PRREF_003616,538.99,USD,PARTIAL_RETURN,COMPLETED,2026-02-06 22:44:47,2026-02-06 22:49:47
REF_003619,PAY_003619,ORD_003619,PROC_003619,PRREF_003619,1999.80,INR,PARTIAL_RETURN,COMPLETED,2026-01-16 23:00:32,2026-01-16 23:05:32
REF_003639,PAY_003639,ORD_003639,PROC_003639,PRREF_003639,20.12,GBP,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-31 09:23:46,2026-01-31 09:28:46
REF_003664,PAY_003664,ORD_003664,PROC_003664,PRREF_003664,11250.00,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-27 12:53:16,2026-03-27 12:58:16
REF_003725,PAY_003725,ORD_003725,PROC_003725,PRREF_003725,205.75,USD,FRAUD_SUSPECTED,COMPLETED,2026-04-03 19:45:35,2026-04-03 19:50:35
REF_003732,PAY_003732,ORD_003732,PROC_003732,PRREF_003732,72.50,EUR,FULL_RETURN,COMPLETED,2026-01-27 19:16:49,2026-01-27 19:21:49
REF_003744,PAY_003744,ORD_003744,PROC_003744,PRREF_003744,91.69,CAD,PARTIAL_RETURN,COMPLETED,2026-01-23 18:44:15,2026-01-23 18:49:15
REF_003747,PAY_003747,ORD_003747,PROC_003747,PRREF_003747,496.49,GBP,FRAUD_SUSPECTED,COMPLETED,2026-01-15 04:18:24,2026-01-15 04:23:24
REF_003748,PAY_003748,ORD_003748,PROC_003748,PRREF_003748,1101.99,EUR,FULL_RETURN,COMPLETED,2026-01-14 10:45:14,2026-01-14 10:50:14
REF_003771,PAY_003771,ORD_003771,PROC_003771,PRREF_003771,1499.00,INR,FULL_RETURN,COMPLETED,2026-01-12 03:51:00,2026-01-12 03:56:00
REF_003780,PAY_003780,ORD_003780,PROC_003780,PRREF_003780,14.99,USD,PARTIAL_RETURN,COMPLETED,2026-03-18 23:30:44,2026-03-18 23:35:44
REF_003806,PAY_003806,ORD_003806,PROC_003806,PRREF_003806,11250.00,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-16 23:33:34,2026-03-16 23:38:34
REF_003830,PAY_003830,ORD_003830,PROC_003830,PRREF_003830,42.25,EUR,UNSATISFIED_CUSTOMER,COMPLETED,2026-02-17 03:17:05,2026-02-17 03:22:05
REF_003833,PAY_003833,ORD_003833,PROC_003833,PRREF_003833,299.80,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-04-03 21:59:08,2026-04-03 22:04:08
REF_003859,PAY_003859,ORD_003859,PROC_003859,PRREF_003859,41.04,EUR,PARTIAL_RETURN,COMPLETED,2026-01-23 20:16:50,2026-01-23 20:21:50
REF_003869,PAY_003869,ORD_003869,PROC_003869,PRREF_003869,33.50,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-03-31 23:36:32,2026-03-31 23:41:32
REF_003897,PAY_003897,ORD_003897,PROC_003897,PRREF_003897,65.19,CAD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-02 16:56:32,2026-02-02 17:01:32
REF_003915,PAY_003915,ORD_003915,PROC_003915,PRREF_003915,44.80,USD,ORDER_CANCELLED,COMPLETED,2026-01-22 09:30:07,2026-01-22 09:35:07
REF_003919,PAY_003919,ORD_003919,PROC_003919,PRREF_003919,122.00,CAD,ITEM_UNAVAILABLE,COMPLETED,2026-03-02 09:22:45,2026-03-02 09:27:45
REF_003922,PAY_003922,ORD_003922,PROC_003922,PRREF_003922,33.75,USD,ORDER_CANCELLED,COMPLETED,2026-02-01 14:03:14,2026-02-01 14:08:14
REF_003932,PAY_003932,ORD_003932,PROC_003932,PRREF_003932,412.12,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-11 13:40:40,2026-01-11 13:45:40
REF_003942,PAY_003942,ORD_003942,PROC_003942,PRREF_003942,1484.88,USD,PARTIAL_RETURN,COMPLETED,2026-03-28 11:01:30,2026-03-28 11:06:30
REF_003951,PAY_003951,ORD_003951,PROC_003951,PRREF_003951,173.55,USD,ITEM_UNAVAILABLE,COMPLETED,2026-01-21 19:58:39,2026-01-21 20:03:39
REF_003962,PAY_003962,ORD_003962,PROC_003962,PRREF_003962,299.00,INR,ORDER_CANCELLED,COMPLETED,2026-03-23 00:09:22,2026-03-23 00:14:22
REF_003980,PAY_003980,ORD_003980,PROC_003980,PRREF_003980,1499.25,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-16 13:17:12,2026-03-16 13:22:12
REF_003994,PAY_003994,ORD_003994,PROC_003994,PRREF_003994,2927.80,EUR,UNSATISFIED_CUSTOMER,COMPLETED,2026-02-05 17:39:00,2026-02-05 17:44:00
REF_004003,PAY_004003,ORD_004003,PROC_004003,PRREF_004003,1041.74,USD,PARTIAL_RETURN,COMPLETED,2026-03-13 10:30:55,2026-03-13 10:35:55
REF_004012,PAY_004012,ORD_004012,PROC_004012,PRREF_004012,40.95,USD,FRAUD_SUSPECTED,COMPLETED,2026-03-12 12:17:04,2026-03-12 12:22:04
REF_004056,PAY_004056,ORD_004056,PROC_004056,PRREF_004056,262.95,EUR,FRAUD_SUSPECTED,COMPLETED,2026-03-20 10:04:43,2026-03-20 10:09:43
REF_004057,PAY_004057,ORD_004057,PROC_004057,PRREF_004057,2031.49,USD,ORDER_CANCELLED,COMPLETED,2026-01-11 04:32:06,2026-01-11 04:37:06
REF_004061,PAY_004061,ORD_004061,PROC_004061,PRREF_004061,114.10,CAD,PARTIAL_RETURN,COMPLETED,2026-02-28 17:55:15,2026-02-28 18:00:15
REF_004062,PAY_004062,ORD_004062,PROC_004062,PRREF_004062,38.95,GBP,ORDER_CANCELLED,COMPLETED,2026-03-18 13:35:09,2026-03-18 13:40:09
REF_004067,PAY_004067,ORD_004067,PROC_004067,PRREF_004067,831.00,CAD,PARTIAL_RETURN,COMPLETED,2026-02-02 06:47:14,2026-02-02 06:52:14
REF_004079,PAY_004079,ORD_004079,PROC_004079,PRREF_004079,315.80,GBP,ORDER_CANCELLED,COMPLETED,2026-03-26 04:30:43,2026-03-26 04:35:43
REF_004083,PAY_004083,ORD_004083,PROC_004083,PRREF_004083,249.75,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-29 21:52:17,2026-01-29 21:57:17
REF_004090,PAY_004090,ORD_004090,PROC_004090,PRREF_004090,19.75,USD,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-19 18:05:06,2026-03-19 18:10:06
REF_004098,PAY_004098,ORD_004098,PROC_004098,PRREF_004098,195.75,GBP,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-27 20:07:47,2026-03-27 20:12:47
REF_004102,PAY_004102,ORD_004102,PROC_004102,PRREF_004102,89.88,USD,ITEM_UNAVAILABLE,COMPLETED,2026-04-02 06:07:28,2026-04-02 06:12:28
REF_004131,PAY_004131,ORD_004131,PROC_004131,PRREF_004131,551.20,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-31 10:20:24,2026-01-31 10:25:24
REF_004140,PAY_004140,ORD_004140,PROC_004140,PRREF_004140,3.00,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-30 06:09:58,2026-01-30 06:14:58
REF_004166,PAY_004166,ORD_004166,PROC_004166,PRREF_004166,123.40,GBP,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-19 10:03:44,2026-02-19 10:08:44
REF_004195,PAY_004195,ORD_004195,PROC_004195,PRREF_004195,28.25,GBP,PARTIAL_RETURN,COMPLETED,2026-02-27 08:08:04,2026-02-27 08:13:04
REF_004202,PAY_004202,ORD_004202,PROC_004202,PRREF_004202,157.44,CAD,ITEM_UNAVAILABLE,COMPLETED,2026-02-15 22:25:57,2026-02-15 22:30:57
REF_004214,PAY_004214,ORD_004214,PROC_004214,PRREF_004214,381.00,EUR,ORDER_CANCELLED,COMPLETED,2026-01-28 04:54:44,2026-01-28 04:59:44
REF_004217,PAY_004217,ORD_004217,PROC_004217,PRREF_004217,16.49,USD,ORDER_CANCELLED,COMPLETED,2026-01-20 03:32:13,2026-01-20 03:37:13
REF_004228,PAY_004228,ORD_004228,PROC_004228,PRREF_004228,29.44,USD,PARTIAL_RETURN,COMPLETED,2026-01-16 10:27:32,2026-01-16 10:32:32
REF_004237,PAY_004237,ORD_004237,PROC_004237,PRREF_004237,9999.00,INR,FULL_RETURN,COMPLETED,2026-01-08 06:34:12,2026-01-08 06:39:12
REF_004251,PAY_004251,ORD_004251,PROC_004251,PRREF_004251,588.50,EUR,ORDER_CANCELLED,COMPLETED,2026-01-29 13:03:17,2026-01-29 13:08:17
REF_004265,PAY_004265,ORD_004265,PROC_004265,PRREF_004265,149.50,INR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-21 02:01:59,2026-02-21 02:06:59
REF_004277,PAY_004277,ORD_004277,PROC_004277,PRREF_004277,530.99,EUR,FULL_RETURN,COMPLETED,2026-02-13 18:47:07,2026-02-13 18:52:07
REF_004292,PAY_004292,ORD_004292,PROC_004292,PRREF_004292,23.50,GBP,FRAUD_SUSPECTED,COMPLETED,2026-01-17 20:47:05,2026-01-17 20:52:05
REF_004305,PAY_004305,ORD_004305,PROC_004305,PRREF_004305,1788.25,EUR,FULL_RETURN,COMPLETED,2026-01-13 19:47:59,2026-01-13 19:52:59
REF_004359,PAY_004359,ORD_004359,PROC_004359,PRREF_004359,72.25,USD,FRAUD_SUSPECTED,COMPLETED,2026-02-18 14:26:58,2026-02-18 14:31:58
REF_004365,PAY_004365,ORD_004365,PROC_004365,PRREF_004365,22.75,CAD,PARTIAL_RETURN,COMPLETED,2026-01-11 16:32:29,2026-01-11 16:37:29
REF_004372,PAY_004372,ORD_004372,PROC_004372,PRREF_004372,65.49,GBP,ORDER_CANCELLED,COMPLETED,2026-01-19 21:10:34,2026-01-19 21:15:34
REF_004389,PAY_004389,ORD_004389,PROC_004389,PRREF_004389,443.50,USD,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-26 15:52:46,2026-03-26 15:57:46
REF_004398,PAY_004398,ORD_004398,PROC_004398,PRREF_004398,1452.49,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-03 08:20:55,2026-03-03 08:25:55
REF_004414,PAY_004414,ORD_004414,PROC_004414,PRREF_004414,7499.25,INR,ITEM_UNAVAILABLE,COMPLETED,2026-02-02 15:34:46,2026-02-02 15:39:46
REF_004448,PAY_004448,ORD_004448,PROC_004448,PRREF_004448,56.00,EUR,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-09 01:33:06,2026-03-09 01:38:06
REF_004458,PAY_004458,ORD_004458,PROC_004458,PRREF_004458,4.65,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-02-06 18:46:08,2026-02-06 18:51:08
REF_004467,PAY_004467,ORD_004467,PROC_004467,PRREF_004467,9.19,GBP,PARTIAL_RETURN,COMPLETED,2026-01-22 11:15:29,2026-01-22 11:20:29
REF_004476,PAY_004476,ORD_004476,PROC_004476,PRREF_004476,3749.25,INR,ITEM_UNAVAILABLE,COMPLETED,2026-02-23 12:41:42,2026-02-23 12:46:42
REF_004480,PAY_004480,ORD_004480,PROC_004480,PRREF_004480,19.80,EUR,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-01 21:15:30,2026-03-01 21:20:30
REF_004517,PAY_004517,ORD_004517,PROC_004517,PRREF_004517,599.25,INR,ITEM_UNAVAILABLE,COMPLETED,2026-02-05 18:24:52,2026-02-05 18:29:52
REF_004522,PAY_004522,ORD_004522,PROC_004522,PRREF_004522,17.49,CAD,FULL_RETURN,COMPLETED,2026-01-15 17:45:46,2026-01-15 17:50:46
REF_004539,PAY_004539,ORD_004539,PROC_004539,PRREF_004539,183.84,EUR,PARTIAL_RETURN,COMPLETED,2026-01-15 10:02:02,2026-01-15 10:07:02
REF_004552,PAY_004552,ORD_004552,PROC_004552,PRREF_004552,804.12,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-13 21:57:53,2026-01-13 22:02:53
REF_004559,PAY_004559,ORD_004559,PROC_004559,PRREF_004559,459.95,EUR,FRAUD_SUSPECTED,COMPLETED,2026-01-19 22:55:30,2026-01-19 23:00:30
REF_004598,PAY_004598,ORD_004598,PROC_004598,PRREF_004598,1010.80,EUR,ORDER_CANCELLED,COMPLETED,2026-01-31 10:47:25,2026-01-31 10:52:25
REF_004602,PAY_004602,ORD_004602,PROC_004602,PRREF_004602,56.99,CAD,FRAUD_SUSPECTED,COMPLETED,2026-02-09 10:29:07,2026-02-09 10:34:07
REF_004607,PAY_004607,ORD_004607,PROC_004607,PRREF_004607,149.98,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-01-14 16:02:41,2026-01-14 16:07:41
REF_004612,PAY_004612,ORD_004612,PROC_004612,PRREF_004612,41.00,USD,ORDER_CANCELLED,COMPLETED,2026-03-21 03:38:35,2026-03-21 03:43:35
REF_004614,PAY_004614,ORD_004614,PROC_004614,PRREF_004614,20.99,EUR,UNSATISFIED_CUSTOMER,COMPLETED,2026-03-04 10:29:59,2026-03-04 10:34:59
REF_004628,PAY_004628,ORD_004628,PROC_004628,PRREF_004628,20.10,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-23 08:43:50,2026-01-23 08:48:50
REF_004641,PAY_004641,ORD_004641,PROC_004641,PRREF_004641,873.19,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-02-04 17:34:43,2026-02-04 17:39:43
REF_004672,PAY_004672,ORD_004672,PROC_004672,PRREF_004672,453.25,USD,FULL_RETURN,COMPLETED,2026-02-06 13:15:20,2026-02-06 13:20:20
REF_004680,PAY_004680,ORD_004680,PROC_004680,PRREF_004680,26.40,EUR,ITEM_UNAVAILABLE,COMPLETED,2026-01-20 01:20:17,2026-01-20 01:25:17
REF_004692,PAY_004692,ORD_004692,PROC_004692,PRREF_004692,324.12,GBP,ITEM_UNAVAILABLE,COMPLETED,2026-01-16 05:10:40,2026-01-16 05:15:40
REF_004717,PAY_004717,ORD_004717,PROC_004717,PRREF_004717,152.64,GBP,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-04-07 06:22:33,2026-04-07 06:27:33
REF_004722,PAY_004722,ORD_004722,PROC_004722,PRREF_004722,224.25,INR,ITEM_UNAVAILABLE,COMPLETED,2026-04-06 02:38:15,2026-04-06 02:43:15
REF_004764,PAY_004764,ORD_004764,PROC_004764,PRREF_004764,29.98,USD,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-03-08 04:32:13,2026-03-08 04:37:13
REF_004779,PAY_004779,ORD_004779,PROC_004779,PRREF_004779,299.00,INR,UNSATISFIED_CUSTOMER,COMPLETED,2026-02-04 05:08:24,2026-02-04 05:13:24
REF_004788,PAY_004788,ORD_004788,PROC_004788,PRREF_004788,277.30,EUR,CUSTOMER_SERVICE_ADJUSTMENT,COMPLETED,2026-01-10 20:53:44,2026-01-10 20:58:44
REF_004811,PAY_004811,ORD_004811,PROC_004811,PRREF_004811,7.85,EUR,PARTIAL_RETURN,COMPLETED,2026-02-13 21:10:38,2026-02-13 21:15:38
REF_004819,PAY_004819,ORD_004819,PROC_004819,PRREF_004819,2683.25,CAD,FULL_RETURN,COMPLETED,2026-03-09 06:39:35,2026-03-09 06:44:35
REF_004836,PAY_004836,ORD_004836,PROC_004836,PRREF_004836,803.25,GBP,ITEM_UNAVAILABLE,COMPLETED,2026-02-10 02:08:49,2026-02-10 02:13:49
REF_004839,PAY_004839,ORD_004839,PROC_004839,PRREF_004839,7.18,GBP,PARTIAL_RETURN,COMPLETED,2026-04-04 17:12:55,2026-04-04 17:17:55
REF_004842,PAY_004842,ORD_004842,PROC_004842,PRREF_004842,7.88,EUR,PARTIAL_RETURN,COMPLETED,2026-03-28 19:15:09,2026-03-28 19:20:09
REF_004855,PAY_004855,ORD_004855,PROC_004855,PRREF_004855,261.95,GBP,FULL_RETURN,COMPLETED,2026-03-31 18:46:43,2026-03-31 18:51:43
REF_004873,PAY_004873,ORD_004873,PROC_004873,PRREF_004873,439.49,USD,FRAUD_SUSPECTED,COMPLETED,2026-03-14 09:20:31,2026-03-14 09:25:31
REF_004915,PAY_004915,ORD_004915,PROC_004915,PRREF_004915,121.50,EUR,PARTIAL_RETURN,COMPLETED,2026-02-18 03:51:18,2026-02-18 03:56:18
REF_004926,PAY_004926,ORD_004926,PROC_004926,PRREF_004926,205.99,GBP,FULL_RETURN,COMPLETED,2026-01-27 15:09:56,2026-01-27 15:14:56
REF_004937,PAY_004937,ORD_004937,PROC_004937,PRREF_004937,9.95,GBP,PARTIAL_RETURN,COMPLETED,2026-02-06 08:41:26,2026-02-06 08:46:26
REF_004962,PAY_004962,ORD_004962,PROC_004962,PRREF_004962,94.10,USD,PARTIAL_RETURN,COMPLETED,2026-01-05 11:23:34,2026-01-05 11:28:34
REF_004967,PAY_004967,ORD_004967,PROC_004967,PRREF_004967,11.64,EUR,PARTIAL_RETURN,COMPLETED,2026-03-17 17:02:19,2026-03-17 17:07:19
REF_004983,PAY_004983,ORD_004983,PROC_004983,PRREF_004983,83.55,GBP,PARTIAL_RETURN,COMPLETED,2026-01-26 23:32:28,2026-01-26 23:37:28
REF_004997,PAY_004997,ORD_004997,PROC_004997,PRREF_004997,537.15,EUR,PARTIAL_RETURN,COMPLETED,2026-02-09 17:43:54,2026-02-09 17:48:54
REF_005052,PAY_005052,ORD_005052,PROC_005052,PRREF_005052,799.00,INR,FRAUD_SUSPECTED,COMPLETED,2026-02-03 07:19:20,2026-02-03 07:24:20
REF_005056,PAY_005056,ORD_005056,PROC_005056,PRREF_005056,217.95,GBP,FRAUD_SUSPECTED,COMPLETED,2026-01-07 20:15:28,2026-01-07 20:20:28
REF_005068,PAY_005068,ORD_005068,PROC_005068,PRREF_005068,27.49,CAD,FULL_RETURN,COMPLETED,2026-01-06 14:01:06,2026-01-06 14:06:06
