bank_transaction_id,bank_account_id,settlement_id,description,type,amount,currency,posted_at,value_date,status
BANK_001740,ACC_BOA_USD_02,SETTLE_001740,SETTLEMENT PAYOUT REF SETTLE_001740,CREDIT,76.36,USD,2026-01-30 01:23:31,2026-01-30,POSTED
BANK_001741,ACC_DB_EUR_01,SETTLE_001741,SETTLEMENT PAYOUT REF SETTLE_001741,CREDIT,136.73,EUR,2026-02-01 14:14:44,2026-02-01,POSTED
BANK_001742_DUP,ACC_DB_EUR_01,SETTLE_001742,SETTLEMENT PAYOUT DUP REF SETTLE_001742,CREDIT,265.91,EUR,2026-02-03 07:52:48,2026-02-03,POSTED
BANK_001742,ACC_DB_EUR_01,SETTLE_001742,SETTLEMENT PAYOUT REF SETTLE_001742,CREDIT,265.91,EUR,2026-02-03 07:42:48,2026-02-03,POSTED
BANK_001743,ACC_DB_EUR_01,SETTLE_001743,SETTLEMENT PAYOUT REF SETTLE_001743,CREDIT,512.30,EUR,2026-03-13 16:02:58,2026-03-13,POSTED
BANK_001744,ACC_WF_USD_03,SETTLE_001744,SETTLEMENT PAYOUT REF SETTLE_001744,CREDIT,23.51,USD,2026-02-09 16:08:48,2026-02-09,POSTED
BANK_001745,ACC_HDFC_INR_01,SETTLE_001745,SETTLEMENT PAYOUT REF SETTLE_001745,CREDIT,1499.00,INR,2026-01-16 01:30:33,2026-01-16,POSTED
BANK_001746,ACC_TD_CAD_02,SETTLE_001746,SETTLEMENT PAYOUT REF SETTLE_001746,CREDIT,614.29,CAD,2026-01-22 02:48:05,2026-01-22,POSTED
BANK_001747,ACC_TD_CAD_02,SETTLE_001747,SETTLEMENT PAYOUT REF SETTLE_001747,CREDIT,332.84,CAD,2026-03-16 05:41:15,2026-03-16,POSTED
BANK_001748,ACC_DB_EUR_01,SETTLE_001748,SETTLEMENT PAYOUT REF SETTLE_001748,CREDIT,430.84,EUR,2026-01-20 18:30:01,2026-01-20,POSTED
BANK_001749,ACC_HSBC_GBP_02,SETTLE_001749,SETTLEMENT PAYOUT REF SETTLE_001749,CREDIT,562.53,GBP,2026-01-19 09:02:02,2026-01-19,POSTED
BANK_001750,ACC_JPM_USD_01,SETTLE_001750,SETTLEMENT PAYOUT REF SETTLE_001750,CREDIT,27.32,USD,2026-01-31 03:19:42,2026-01-31,POSTED
BANK_001751,ACC_BARC_GBP_01,SETTLE_001751,SETTLEMENT PAYOUT REF SETTLE_001751,CREDIT,57.54,GBP,2026-01-15 19:20:56,2026-01-15,POSTED
BANK_001752,ACC_BNP_EUR_02,SETTLE_001752,SETTLEMENT PAYOUT REF SETTLE_001752,CREDIT,589.36,EUR,2026-03-16 13:20:05,2026-03-16,POSTED
BANK_001753,ACC_BNP_EUR_02,SETTLE_001753,SETTLEMENT PAYOUT REF SETTLE_001753,CREDIT,101.58,EUR,2026-02-12 03:04:24,2026-02-12,POSTED
BANK_001754,ACC_BOA_USD_02,SETTLE_001754,SETTLEMENT PAYOUT REF SETTLE_001754,CREDIT,41.90,USD,2026-04-01 15:13:47,2026-04-01,POSTED
BANK_001755,ACC_BNP_EUR_02,SETTLE_001755,SETTLEMENT PAYOUT REF SETTLE_001755,CREDIT,408.34,EUR,2026-03-25 06:20:29,2026-03-25,POSTED
BANK_001756,ACC_ICICI_INR_02,SETTLE_001756,SETTLEMENT PAYOUT REF SETTLE_001756,CREDIT,38.11,INR,2026-02-09 22:37:49,2026-02-09,POSTED
BANK_001757,ACC_BOA_USD_02,SETTLE_001757,SETTLEMENT PAYOUT REF SETTLE_001757,CREDIT,485.19,USD,2026-02-04 04:27:34,2026-02-04,POSTED
BANK_001758,ACC_HSBC_GBP_02,SETTLE_001758,SETTLEMENT PAYOUT REF SETTLE_001758,CREDIT,4999.00,GBP,2026-01-16 16:14:42,2026-01-16,POSTED
BANK_001759,ACC_BNP_EUR_02,SETTLE_001759,SETTLEMENT PAYOUT REF SETTLE_001759,CREDIT,45.56,EUR,2026-01-22 13:35:15,2026-01-22,POSTED
BANK_001760,ACC_WF_USD_03,SETTLE_001760,SETTLEMENT PAYOUT REF SETTLE_001760,CREDIT,333.31,USD,2026-03-21 04:52:25,2026-03-21,POSTED
BANK_001761_DUP,ACC_JPM_USD_01,SETTLE_001761,SETTLEMENT PAYOUT DUP REF SETTLE_001761,CREDIT,78.80,USD,2026-03-28 17:09:22,2026-03-28,POSTED
BANK_001761,ACC_JPM_USD_01,SETTLE_001761,SETTLEMENT PAYOUT REF SETTLE_001761,CREDIT,78.80,USD,2026-03-28 16:59:22,2026-03-28,POSTED
BANK_001762,ACC_BNP_EUR_02,SETTLE_001762,SETTLEMENT PAYOUT REF SETTLE_001762,CREDIT,41.69,EUR,2026-02-28 18:05:22,2026-02-28,POSTED
BANK_001763,ACC_BNP_EUR_02,SETTLE_001763,SETTLEMENT PAYOUT REF SETTLE_001763,CREDIT,2198.79,EUR,2026-02-09 01:15:25,2026-02-09,POSTED
BANK_001764,ACC_ICICI_INR_02,SETTLE_001764,SETTLEMENT PAYOUT REF SETTLE_001764,CREDIT,985.01,INR,2026-02-02 06:28:48,2026-02-02,POSTED
BANK_001765,ACC_DB_EUR_01,SETTLE_001765,SETTLEMENT PAYOUT REF SETTLE_001765,CREDIT,230.77,EUR,2026-01-26 06:04:16,2026-01-26,POSTED
BANK_001766,ACC_ICICI_INR_02,SETTLE_001766,SETTLEMENT PAYOUT REF SETTLE_001766,CREDIT,3916.02,INR,2026-02-16 06:04:29,2026-02-16,POSTED
BANK_001767,ACC_HSBC_GBP_02,SETTLE_001767,SETTLEMENT PAYOUT REF SETTLE_001767,CREDIT,64.42,GBP,2026-03-10 07:20:19,2026-03-10,POSTED
BANK_001768,ACC_DB_EUR_01,SETTLE_001768,SETTLEMENT PAYOUT REF SETTLE_001768,CREDIT,368.44,EUR,2026-03-20 16:49:30,2026-03-20,POSTED
BANK_001769,ACC_ICICI_INR_02,SETTLE_001769,SETTLEMENT PAYOUT REF SETTLE_001769,CREDIT,999.00,INR,2026-03-21 04:20:32,2026-03-21,POSTED
BANK_001770,ACC_BNP_EUR_02,SETTLE_001770,SETTLEMENT PAYOUT REF SETTLE_001770,CREDIT,2603.71,EUR,2026-01-29 07:49:18,2026-01-29,POSTED
BANK_001771_DUP,ACC_WF_USD_03,SETTLE_001771,SETTLEMENT PAYOUT DUP REF SETTLE_001771,CREDIT,74.64,USD,2026-02-01 08:40:31,2026-02-01,POSTED
BANK_001771,ACC_WF_USD_03,SETTLE_001771,SETTLEMENT PAYOUT REF SETTLE_001771,CREDIT,74.64,USD,2026-02-01 08:30:31,2026-02-01,POSTED
BANK_001772,ACC_JPM_USD_01,SETTLE_001772,SETTLEMENT PAYOUT REF SETTLE_001772,CREDIT,492.20,USD,2026-03-06 23:07:11,2026-03-06,POSTED
BANK_001773,ACC_ICICI_INR_02,SETTLE_001773,SETTLEMENT PAYOUT REF SETTLE_001773,CREDIT,1024.00,INR,2026-03-14 18:12:23,2026-03-14,POSTED
BANK_001774,ACC_ICICI_INR_02,SETTLE_001774,SETTLEMENT PAYOUT REF SETTLE_001774,CREDIT,2467.01,INR,2026-03-28 09:24:52,2026-03-28,POSTED
BANK_001775,ACC_DB_EUR_01,SETTLE_001775,SETTLEMENT PAYOUT REF SETTLE_001775,CREDIT,44.38,EUR,2026-03-27 17:23:25,2026-03-27,POSTED
BANK_001776,ACC_BOA_USD_02,SETTLE_001776,SETTLEMENT PAYOUT REF SETTLE_001776,CREDIT,157.06,USD,2026-02-21 11:25:54,2026-02-21,POSTED
BANK_001777,ACC_WF_USD_03,SETTLE_001777,SETTLEMENT PAYOUT REF SETTLE_001777,CREDIT,498.47,USD,2026-01-11 04:16:05,2026-01-11,POSTED
BANK_001778,ACC_WF_USD_03,SETTLE_001778,SETTLEMENT PAYOUT REF SETTLE_001778,CREDIT,62.57,USD,2026-03-14 09:00:23,2026-03-14,POSTED
BANK_001779,ACC_BNP_EUR_02,SETTLE_001779,SETTLEMENT PAYOUT REF SETTLE_001779,CREDIT,3041.16,EUR,2026-02-08 06:30:51,2026-02-08,POSTED
BANK_001780,ACC_HDFC_INR_01,SETTLE_001780,SETTLEMENT PAYOUT REF SETTLE_001780,CREDIT,290.02,INR,2026-03-12 19:20:56,2026-03-12,POSTED
BANK_001781,ACC_DB_EUR_01,SETTLE_001781,SETTLEMENT PAYOUT REF SETTLE_001781,CREDIT,504.84,EUR,2026-03-25 19:05:39,2026-03-25,POSTED
BANK_001782,ACC_DB_EUR_01,SETTLE_001782,SETTLEMENT PAYOUT REF SETTLE_001782,CREDIT,53.66,EUR,2026-02-10 11:23:25,2026-02-10,POSTED
BANK_001783,ACC_RBC_CAD_01,SETTLE_001783,SETTLEMENT PAYOUT REF SETTLE_001783,CREDIT,71.99,CAD,2026-03-15 14:33:33,2026-03-15,POSTED
BANK_001784,ACC_WF_USD_03,SETTLE_001784,SETTLEMENT PAYOUT REF SETTLE_001784,CREDIT,35.60,USD,2026-01-29 04:34:34,2026-01-29,POSTED
BANK_001785,ACC_BARC_GBP_01,SETTLE_001785,SETTLEMENT PAYOUT REF SETTLE_001785,CREDIT,578.49,GBP,2026-01-11 10:16:43,2026-01-11,POSTED
BANK_001786,ACC_ICICI_INR_02,SETTLE_001786,SETTLEMENT PAYOUT REF SETTLE_001786,CREDIT,293.41,INR,2026-02-21 14:51:59,2026-02-21,POSTED
BANK_001787,ACC_WF_USD_03,SETTLE_001787,SETTLEMENT PAYOUT REF SETTLE_001787,CREDIT,53.24,USD,2026-02-24 14:30:36,2026-02-24,POSTED
BANK_001788,ACC_BNP_EUR_02,SETTLE_001788,SETTLEMENT PAYOUT REF SETTLE_001788,CREDIT,595.90,EUR,2026-03-29 15:09:21,2026-03-29,POSTED
BANK_001789,ACC_RBC_CAD_01,SETTLE_001789,SETTLEMENT PAYOUT REF SETTLE_001789,CREDIT,82.24,CAD,2026-03-23 03:58:00,2026-03-23,POSTED
BANK_001790,ACC_HSBC_GBP_02,SETTLE_001790,SETTLEMENT PAYOUT REF SETTLE_001790,CREDIT,121.12,GBP,2026-02-02 15:48:05,2026-02-02,POSTED
BANK_001791,ACC_DB_EUR_01,SETTLE_001791,SETTLEMENT PAYOUT REF SETTLE_001791,CREDIT,35.12,EUR,2026-01-28 20:47:28,2026-01-28,POSTED
BANK_001792,ACC_WF_USD_03,SETTLE_001792,SETTLEMENT PAYOUT REF SETTLE_001792,CREDIT,77.19,USD,2026-03-26 04:19:06,2026-03-26,POSTED
BANK_001793,ACC_HDFC_INR_01,SETTLE_001793,SETTLEMENT PAYOUT REF SETTLE_001793,CREDIT,1956.02,INR,2026-01-22 12:12:49,2026-01-22,POSTED
BANK_001794_DUP,ACC_RBC_CAD_01,SETTLE_001794,SETTLEMENT PAYOUT DUP REF SETTLE_001794,CREDIT,372.56,CAD,2026-01-07 06:01:49,2026-01-07,POSTED
BANK_001794,ACC_RBC_CAD_01,SETTLE_001794,SETTLEMENT PAYOUT REF SETTLE_001794,CREDIT,372.56,CAD,2026-01-07 05:51:49,2026-01-07,POSTED
BANK_001795,ACC_BNP_EUR_02,SETTLE_001795,SETTLEMENT PAYOUT REF SETTLE_001795,CREDIT,388.70,EUR,2026-02-07 13:10:40,2026-02-07,POSTED
BANK_001796,ACC_HSBC_GBP_02,SETTLE_001796,SETTLEMENT PAYOUT REF SETTLE_001796,CREDIT,178.08,GBP,2026-01-15 04:52:55,2026-01-15,POSTED
BANK_001797,ACC_WF_USD_03,SETTLE_001797,SETTLEMENT PAYOUT REF SETTLE_001797,CREDIT,1049.85,USD,2026-02-13 03:37:41,2026-02-13,POSTED
BANK_001798,ACC_WF_USD_03,SETTLE_001798,SETTLEMENT PAYOUT REF SETTLE_001798,CREDIT,46.54,USD,2026-01-05 08:14:53,2026-01-05,POSTED
BANK_001799,ACC_RBC_CAD_01,SETTLE_001799,SETTLEMENT PAYOUT REF SETTLE_001799,CREDIT,24.67,CAD,2026-03-24 16:35:39,2026-03-24,POSTED
BANK_001800,ACC_DB_EUR_01,SETTLE_001800,SETTLEMENT PAYOUT REF SETTLE_001800,CREDIT,750.05,EUR,2026-03-25 20:13:56,2026-03-25,POSTED
BANK_001801,ACC_BNP_EUR_02,SETTLE_001801,SETTLEMENT PAYOUT REF SETTLE_001801,CREDIT,59.79,EUR,2026-01-04 19:55:31,2026-01-04,POSTED
BANK_001802,ACC_BNP_EUR_02,SETTLE_001802,SETTLEMENT PAYOUT REF SETTLE_001802,CREDIT,70.93,EUR,2026-01-19 00:56:32,2026-01-19,POSTED
BANK_001803,ACC_DB_EUR_01,SETTLE_001803,SETTLEMENT PAYOUT REF SETTLE_001803,CREDIT,167.99,EUR,2026-02-17 14:03:30,2026-02-17,POSTED
BANK_001804,ACC_BARC_GBP_01,SETTLE_001804,SETTLEMENT PAYOUT REF SETTLE_001804,CREDIT,61.12,GBP,2026-04-02 04:40:45,2026-04-02,POSTED
BANK_001805,ACC_DB_EUR_01,SETTLE_001805,SETTLEMENT PAYOUT REF SETTLE_001805,CREDIT,1706.61,EUR,2026-02-13 06:12:13,2026-02-13,POSTED
BANK_001806,ACC_ICICI_INR_02,SETTLE_001806,SETTLEMENT PAYOUT REF SETTLE_001806,CREDIT,15000.00,INR,2026-01-05 21:17:12,2026-01-05,POSTED
BANK_001807,ACC_JPM_USD_01,SETTLE_001807,SETTLEMENT PAYOUT REF SETTLE_001807,CREDIT,1969.25,USD,2026-01-23 07:54:51,2026-01-23,POSTED
BANK_001808,ACC_RBC_CAD_01,SETTLE_001808,SETTLEMENT PAYOUT REF SETTLE_001808,CREDIT,460.26,CAD,2026-02-20 07:46:19,2026-02-20,POSTED
BANK_001809,ACC_JPM_USD_01,SETTLE_001809,SETTLEMENT PAYOUT REF SETTLE_001809,CREDIT,218.67,USD,2026-03-08 10:35:13,2026-03-08,POSTED
BANK_001810,ACC_JPM_USD_01,SETTLE_001810,SETTLEMENT PAYOUT REF SETTLE_001810,CREDIT,519.65,USD,2026-03-25 01:41:53,2026-03-25,POSTED
BANK_001811,ACC_BOA_USD_02,SETTLE_001811,SETTLEMENT PAYOUT REF SETTLE_001811,CREDIT,339.27,USD,2026-01-23 16:05:07,2026-01-23,POSTED
BANK_001812,ACC_DB_EUR_01,SETTLE_001812,SETTLEMENT PAYOUT REF SETTLE_001812,CREDIT,127.23,EUR,2026-03-01 16:45:27,2026-03-01,POSTED
BANK_001813,ACC_WF_USD_03,SETTLE_001813,SETTLEMENT PAYOUT REF SETTLE_001813,CREDIT,136.89,USD,2026-03-30 04:51:22,2026-03-30,POSTED
BANK_001814,ACC_RBC_CAD_01,SETTLE_001814,SETTLEMENT PAYOUT REF SETTLE_001814,CREDIT,607.10,CAD,2026-03-18 08:55:43,2026-03-18,POSTED
BANK_001815,ACC_HDFC_INR_01,SETTLE_001815,SETTLEMENT PAYOUT REF SETTLE_001815,CREDIT,787.41,INR,2026-02-08 02:29:10,2026-02-08,POSTED
BANK_001816,ACC_ICICI_INR_02,SETTLE_001816,SETTLEMENT PAYOUT REF SETTLE_001816,CREDIT,976.02,INR,2026-01-18 14:27:54,2026-01-18,POSTED
BANK_001817,ACC_HSBC_GBP_02,SETTLE_001817,SETTLEMENT PAYOUT REF SETTLE_001817,CREDIT,3219.67,GBP,2026-03-28 12:01:59,2026-03-28,POSTED
BANK_001818,ACC_HDFC_INR_01,SETTLE_001818,SETTLEMENT PAYOUT REF SETTLE_001818,CREDIT,9999.00,INR,2026-02-19 04:37:37,2026-02-19,POSTED
BANK_001819,ACC_HSBC_GBP_02,SETTLE_001819,SETTLEMENT PAYOUT REF SETTLE_001819,CREDIT,74.22,GBP,2026-02-07 04:50:37,2026-02-07,POSTED
BANK_001820,ACC_WF_USD_03,SETTLE_001820,SETTLEMENT PAYOUT REF SETTLE_001820,CREDIT,23.20,USD,2026-03-13 11:01:04,2026-03-13,POSTED
BANK_001821,ACC_BOA_USD_02,SETTLE_001821,SETTLEMENT PAYOUT REF SETTLE_001821,CREDIT,198.97,USD,2026-02-15 18:03:02,2026-02-15,POSTED
BANK_001822,ACC_BNP_EUR_02,SETTLE_001822,SETTLEMENT PAYOUT REF SETTLE_001822,CREDIT,53.09,EUR,2026-01-29 15:00:20,2026-01-29,POSTED
BANK_001823,ACC_HDFC_INR_01,SETTLE_001823,SETTLEMENT PAYOUT REF SETTLE_001823,CREDIT,290.02,INR,2026-02-13 22:26:51,2026-02-13,POSTED
BANK_001824,ACC_TD_CAD_02,SETTLE_001824,SETTLEMENT PAYOUT REF SETTLE_001824,CREDIT,54.08,CAD,2026-03-20 15:31:11,2026-03-20,POSTED
BANK_001825,ACC_ICICI_INR_02,SETTLE_001825,SETTLEMENT PAYOUT REF SETTLE_001825,CREDIT,1499.00,INR,2026-02-23 14:46:26,2026-02-23,POSTED
BANK_001826,ACC_JPM_USD_01,SETTLE_001826,SETTLEMENT PAYOUT REF SETTLE_001826,CREDIT,175.11,USD,2026-01-08 03:46:02,2026-01-08,POSTED
BANK_001827,ACC_BOA_USD_02,SETTLE_001827,SETTLEMENT PAYOUT REF SETTLE_001827,CREDIT,55.68,USD,2026-04-01 23:26:13,2026-04-01,POSTED
BANK_001828,ACC_ICICI_INR_02,SETTLE_001828,SETTLEMENT PAYOUT REF SETTLE_001828,CREDIT,2499.00,INR,2026-02-04 04:19:49,2026-02-04,POSTED
BANK_001829,ACC_ICICI_INR_02,SETTLE_001829,SETTLEMENT PAYOUT REF SETTLE_001829,CREDIT,15000.00,INR,2026-02-19 11:06:09,2026-02-19,POSTED
BANK_001830,ACC_WF_USD_03,SETTLE_001830,SETTLEMENT PAYOUT REF SETTLE_001830,CREDIT,131.55,USD,2026-02-11 00:37:51,2026-02-11,POSTED
BANK_001831,ACC_RBC_CAD_01,SETTLE_001831,SETTLEMENT PAYOUT REF SETTLE_001831,CREDIT,278.91,CAD,2026-03-22 17:10:33,2026-03-22,POSTED
BANK_001832,ACC_WF_USD_03,SETTLE_001832,SETTLEMENT PAYOUT REF SETTLE_001832,CREDIT,170.81,USD,2026-02-16 15:52:28,2026-02-16,POSTED
BANK_001834,ACC_ICICI_INR_02,SETTLE_001834,SETTLEMENT PAYOUT REF SETTLE_001834,CREDIT,9877.01,INR,2026-01-11 14:30:51,2026-01-11,POSTED
BANK_001835,ACC_HDFC_INR_01,SETTLE_001835,SETTLEMENT PAYOUT REF SETTLE_001835,CREDIT,1479.01,INR,2026-02-28 02:13:46,2026-02-28,POSTED
BANK_001836,ACC_HSBC_GBP_02,SETTLE_001836,SETTLEMENT PAYOUT REF SETTLE_001836,CREDIT,325.38,GBP,2026-03-04 21:30:32,2026-03-04,POSTED
BANK_001837,ACC_WF_USD_03,SETTLE_001837,SETTLEMENT PAYOUT REF SETTLE_001837,CREDIT,445.49,USD,2026-03-20 07:50:57,2026-03-20,POSTED
BANK_001838,ACC_TD_CAD_02,SETTLE_001838,SETTLEMENT PAYOUT REF SETTLE_001838,CREDIT,2369.79,CAD,2026-03-06 11:09:51,2026-03-06,POSTED
BANK_001839,ACC_JPM_USD_01,SETTLE_001839,SETTLEMENT PAYOUT REF SETTLE_001839,CREDIT,132.68,USD,2026-01-17 06:14:42,2026-01-17,POSTED
BANK_001840,ACC_WF_USD_03,SETTLE_001840,SETTLEMENT PAYOUT REF SETTLE_001840,CREDIT,128.64,USD,2026-02-07 13:43:40,2026-02-07,POSTED
BANK_001841,ACC_ICICI_INR_02,SETTLE_001841,SETTLEMENT PAYOUT REF SETTLE_001841,CREDIT,9796.02,INR,2026-03-10 11:53:39,2026-03-10,POSTED
BANK_001842,ACC_BNP_EUR_02,SETTLE_001842,SETTLEMENT PAYOUT REF SETTLE_001842,CREDIT,2002.26,EUR,2026-02-06 20:08:55,2026-02-06,POSTED
BANK_001843,ACC_DB_EUR_01,SETTLE_001843,SETTLEMENT PAYOUT REF SETTLE_001843,CREDIT,455.18,EUR,2026-02-02 12:04:40,2026-02-02,POSTED
BANK_001845,ACC_BARC_GBP_01,SETTLE_001845,SETTLEMENT PAYOUT REF SETTLE_001845,CREDIT,232.98,GBP,2026-01-12 22:42:55,2026-01-12,POSTED
BANK_001846,ACC_WF_USD_03,SETTLE_001846,SETTLEMENT PAYOUT REF SETTLE_001846,CREDIT,27.81,USD,2026-02-15 19:41:52,2026-02-15,POSTED
BANK_001847,ACC_BNP_EUR_02,SETTLE_001847,SETTLEMENT PAYOUT REF SETTLE_001847,CREDIT,326.96,EUR,2026-03-15 10:56:34,2026-03-15,POSTED
BANK_001848,ACC_TD_CAD_02,SETTLE_001848,SETTLEMENT PAYOUT REF SETTLE_001848,CREDIT,2115.31,CAD,2026-03-13 16:06:25,2026-03-13,POSTED
BANK_001849,ACC_DB_EUR_01,SETTLE_001849,SETTLEMENT PAYOUT REF SETTLE_001849,CREDIT,73.08,EUR,2026-03-03 11:52:31,2026-03-03,POSTED
BANK_001850,ACC_WF_USD_03,SETTLE_001850,SETTLEMENT PAYOUT REF SETTLE_001850,CREDIT,568.37,USD,2026-02-09 16:58:17,2026-02-09,POSTED
BANK_001851_DUP,ACC_BNP_EUR_02,SETTLE_001851,SETTLEMENT PAYOUT DUP REF SETTLE_001851,CREDIT,1265.49,EUR,2026-03-10 13:28:02,2026-03-10,POSTED
BANK_001851,ACC_BNP_EUR_02,SETTLE_001851,SETTLEMENT PAYOUT REF SETTLE_001851,CREDIT,1265.49,EUR,2026-03-10 13:18:02,2026-03-10,POSTED
BANK_001852,ACC_TD_CAD_02,SETTLE_001852,SETTLEMENT PAYOUT REF SETTLE_001852,CREDIT,316.49,CAD,2026-02-07 00:25:14,2026-02-07,POSTED
BANK_001853,ACC_BOA_USD_02,SETTLE_001853,SETTLEMENT PAYOUT REF SETTLE_001853,CREDIT,41.32,USD,2026-01-09 03:40:11,2026-01-09,POSTED
BANK_001854,ACC_BOA_USD_02,SETTLE_001854,SETTLEMENT PAYOUT REF SETTLE_001854,CREDIT,20.57,USD,2026-03-03 22:17:12,2026-03-03,POSTED
BANK_001855,ACC_ICICI_INR_02,SETTLE_001855,SETTLEMENT PAYOUT REF SETTLE_001855,CREDIT,2446.02,INR,2026-03-04 08:51:42,2026-03-04,POSTED
BANK_001856,ACC_ICICI_INR_02,SETTLE_001856,SETTLEMENT PAYOUT REF SETTLE_001856,CREDIT,999.00,INR,2026-03-11 20:19:13,2026-03-11,POSTED
BANK_001857,ACC_BNP_EUR_02,SETTLE_001857,SETTLEMENT PAYOUT REF SETTLE_001857,CREDIT,234.80,EUR,2026-03-22 14:50:24,2026-03-22,POSTED
BANK_001858,ACC_BNP_EUR_02,SETTLE_001858,SETTLEMENT PAYOUT REF SETTLE_001858,CREDIT,148.20,EUR,2026-01-26 16:55:26,2026-01-26,POSTED
BANK_001859,ACC_DB_EUR_01,SETTLE_001859,SETTLEMENT PAYOUT REF SETTLE_001859,CREDIT,1324.64,EUR,2026-01-12 05:08:07,2026-01-12,POSTED
BANK_001860,ACC_BNP_EUR_02,SETTLE_001860,SETTLEMENT PAYOUT REF SETTLE_001860,CREDIT,628.37,EUR,2026-04-03 05:23:07,2026-04-03,POSTED
BANK_001861,ACC_DB_EUR_01,SETTLE_001861,SETTLEMENT PAYOUT REF SETTLE_001861,CREDIT,54.86,EUR,2026-02-09 09:44:22,2026-02-09,POSTED
BANK_001862,ACC_JPM_USD_01,SETTLE_001862,SETTLEMENT PAYOUT REF SETTLE_001862,CREDIT,71.52,USD,2026-03-09 03:16:19,2026-03-09,POSTED
BANK_001863,ACC_BARC_GBP_01,SETTLE_001863,SETTLEMENT PAYOUT REF SETTLE_001863,CREDIT,341.97,GBP,2026-03-24 21:37:56,2026-03-24,POSTED
BANK_001864,ACC_DB_EUR_01,SETTLE_001864,SETTLEMENT PAYOUT REF SETTLE_001864,CREDIT,31.76,EUR,2026-03-28 10:30:15,2026-03-28,POSTED
BANK_001865,ACC_HDFC_INR_01,SETTLE_001865,SETTLEMENT PAYOUT REF SETTLE_001865,CREDIT,499.00,INR,2026-02-04 04:08:55,2026-02-04,POSTED
BANK_001866,ACC_BOA_USD_02,SETTLE_001866,SETTLEMENT PAYOUT REF SETTLE_001866,CREDIT,2202.70,USD,2026-01-22 09:46:29,2026-01-22,POSTED
BANK_001867,ACC_BNP_EUR_02,SETTLE_001867,SETTLEMENT PAYOUT REF SETTLE_001867,CREDIT,458.61,EUR,2026-02-14 16:46:27,2026-02-14,POSTED
BANK_001868,ACC_WF_USD_03,SETTLE_001868,SETTLEMENT PAYOUT REF SETTLE_001868,CREDIT,26.78,USD,2026-03-11 15:35:19,2026-03-11,POSTED
BANK_001869,ACC_WF_USD_03,SETTLE_001869,SETTLEMENT PAYOUT REF SETTLE_001869,CREDIT,63.73,USD,2026-02-27 00:01:40,2026-02-27,POSTED
BANK_001870,ACC_WF_USD_03,SETTLE_001870,SETTLEMENT PAYOUT REF SETTLE_001870,CREDIT,336.65,USD,2026-03-26 11:53:01,2026-03-26,POSTED
BANK_001871,ACC_WF_USD_03,SETTLE_001871,SETTLEMENT PAYOUT REF SETTLE_001871,CREDIT,312.97,USD,2026-02-11 13:02:54,2026-02-11,POSTED
BANK_001872,ACC_DB_EUR_01,SETTLE_001872,SETTLEMENT PAYOUT REF SETTLE_001872,CREDIT,30.29,EUR,2026-03-14 13:08:23,2026-03-14,POSTED
BANK_001873,ACC_RBC_CAD_01,SETTLE_001873,SETTLEMENT PAYOUT REF SETTLE_001873,CREDIT,32.91,CAD,2026-01-10 10:08:21,2026-01-10,POSTED
BANK_001874,ACC_HDFC_INR_01,SETTLE_001874,SETTLEMENT PAYOUT REF SETTLE_001874,CREDIT,9796.02,INR,2026-04-03 04:03:28,2026-04-03,POSTED
BANK_001875,ACC_HSBC_GBP_02,SETTLE_001875,SETTLEMENT PAYOUT REF SETTLE_001875,CREDIT,104.27,GBP,2026-01-17 06:37:09,2026-01-17,POSTED
BANK_001876,ACC_DB_EUR_01,SETTLE_001876,SETTLEMENT PAYOUT REF SETTLE_001876,CREDIT,60.35,EUR,2026-01-17 07:52:45,2026-01-17,POSTED
BANK_001877,ACC_HSBC_GBP_02,SETTLE_001877,SETTLEMENT PAYOUT REF SETTLE_001877,CREDIT,409.65,GBP,2026-01-04 00:56:12,2026-01-04,POSTED
BANK_001878,ACC_DB_EUR_01,SETTLE_001878,SETTLEMENT PAYOUT REF SETTLE_001878,CREDIT,34.88,EUR,2026-01-24 14:12:59,2026-01-24,POSTED
BANK_001879,ACC_WF_USD_03,SETTLE_001879,SETTLEMENT PAYOUT REF SETTLE_001879,CREDIT,567.99,USD,2026-02-28 02:21:35,2026-02-28,POSTED
BANK_001880,ACC_BNP_EUR_02,SETTLE_001880,SETTLEMENT PAYOUT REF SETTLE_001880,CREDIT,747.38,EUR,2026-02-20 14:16:15,2026-02-20,POSTED
BANK_001881,ACC_WF_USD_03,SETTLE_001881,SETTLEMENT PAYOUT REF SETTLE_001881,CREDIT,62.74,USD,2026-02-02 01:07:39,2026-02-02,POSTED
BANK_001882,ACC_BOA_USD_02,SETTLE_001882,SETTLEMENT PAYOUT REF SETTLE_001882,CREDIT,63.87,USD,2026-03-02 01:11:38,2026-03-02,POSTED
BANK_001883,ACC_HSBC_GBP_02,SETTLE_001883,SETTLEMENT PAYOUT REF SETTLE_001883,CREDIT,293.41,GBP,2026-03-28 15:09:36,2026-03-28,POSTED
BANK_001884,ACC_WF_USD_03,SETTLE_001884,SETTLEMENT PAYOUT REF SETTLE_001884,CREDIT,125.54,USD,2026-03-26 11:46:24,2026-03-26,POSTED
BANK_001885,ACC_BNP_EUR_02,SETTLE_001885,SETTLEMENT PAYOUT REF SETTLE_001885,CREDIT,2010.01,EUR,2026-02-05 02:43:11,2026-02-05,POSTED
