settlement_id,processor_id,merchant_id,currency,gross_amount,fee_amount,net_amount,transaction_count,settlement_date,status
SETTLE_001739,CHECKOUT_COM,MERCH_0001,USD,26.25,0.80,25.45,1,2026-02-01,SETTLED
SETTLE_001740,STRIPE,MERCH_0044,USD,78.95,2.59,76.36,1,2026-01-28,SETTLED
SETTLE_001741,ADYEN,MERCH_0040,EUR,138.49,1.76,136.73,1,2026-01-31,SETTLED
SETTLE_001742,ADYEN,MERCH_0083,EUR,266.99,1.08,265.91,1,2026-02-02,SETTLED
SETTLE_001743,ADYEN,MERCH_0062,EUR,514.25,1.95,512.30,1,2026-03-12,SETTLED
SETTLE_001744,STRIPE,MERCH_0030,USD,23.95,0.44,23.51,1,2026-02-08,SETTLED
SETTLE_001745,STRIPE,MERCH_0030,INR,1499.00,0.00,1499.00,1,2026-01-14,SETTLED
SETTLE_001746,STRIPE,MERCH_0035,CAD,632.95,18.66,614.29,1,2026-01-20,SETTLED
SETTLE_001747,CHECKOUT_COM,MERCH_0048,CAD,341.25,8.41,332.84,1,2026-03-14,SETTLED
SETTLE_001748,ADYEN,MERCH_0032,EUR,432.50,1.66,430.84,1,2026-01-19,SETTLED
SETTLE_001749,CHECKOUT_COM,MERCH_0074,GBP,572.99,10.46,562.53,1,2026-01-18,SETTLED
SETTLE_001750,ADYEN,MERCH_0078,USD,27.75,0.43,27.32,1,2026-01-29,SETTLED
SETTLE_001751,CHECKOUT_COM,MERCH_0034,GBP,58.75,1.21,57.54,1,2026-01-14,SETTLED
SETTLE_001752,PAYPAL,MERCH_0036,EUR,609.25,19.89,589.36,1,2026-03-15,SETTLED
SETTLE_001753,STRIPE,MERCH_0059,EUR,103.80,2.22,101.58,1,2026-02-11,SETTLED
SETTLE_001754,STRIPE,MERCH_0080,USD,42.49,0.59,41.90,1,2026-03-31,SETTLED
SETTLE_001755,ADYEN,MERCH_0051,EUR,414.25,5.91,408.34,1,2026-03-23,SETTLED
SETTLE_001756,CHECKOUT_COM,MERCH_0003,INR,38.95,0.84,38.11,1,2026-02-08,SETTLED
SETTLE_001757,STRIPE,MERCH_0003,USD,499.99,14.80,485.19,1,2026-02-02,SETTLED
SETTLE_001758,STRIPE,MERCH_0040,GBP,4999.00,0.00,4999.00,1,2026-01-15,SETTLED
SETTLE_001759,STRIPE,MERCH_0016,EUR,45.99,0.43,45.56,1,2026-01-05,SETTLED
SETTLE_001760,STRIPE,MERCH_0039,USD,336.25,2.94,333.31,1,2026-03-19,SETTLED
SETTLE_001761,STRIPE,MERCH_0053,USD,80.25,1.45,78.80,1,2026-03-27,SETTLED
SETTLE_001762,ADYEN,MERCH_0057,EUR,41.99,0.30,41.69,1,2026-02-27,SETTLED
SETTLE_001763,CHECKOUT_COM,MERCH_0045,EUR,2237.00,38.21,2198.79,1,2026-02-07,SETTLED
SETTLE_001764,PAYPAL,MERCH_0028,INR,999.00,13.99,985.01,1,2026-01-31,SETTLED
SETTLE_001765,STRIPE,MERCH_0096,EUR,235.49,4.72,230.77,1,2026-01-24,SETTLED
SETTLE_001766,STRIPE,MERCH_0062,INR,3999.00,82.98,3916.02,1,2026-02-14,SETTLED
SETTLE_001767,ADYEN,MERCH_0055,GBP,65.50,1.08,64.42,1,2026-03-08,SETTLED
SETTLE_001768,CHECKOUT_COM,MERCH_0064,EUR,374.99,6.55,368.44,1,2026-03-19,SETTLED
SETTLE_001769,STRIPE,MERCH_0058,INR,999.00,0.00,999.00,1,2026-03-19,SETTLED
SETTLE_001770,STRIPE,MERCH_0037,EUR,2617.00,13.29,2603.71,1,2026-01-28,SETTLED
SETTLE_001771,STRIPE,MERCH_0045,USD,75.49,0.85,74.64,1,2026-01-31,SETTLED
SETTLE_001772,STRIPE,MERCH_0008,USD,499.95,7.75,492.20,1,2026-03-05,SETTLED
SETTLE_001773,STRIPE,MERCH_0096,INR,1024.00,0.00,1024.00,1,2026-03-13,SETTLED
SETTLE_001774,PAYPAL,MERCH_0024,INR,2499.00,31.99,2467.01,1,2026-03-27,SETTLED
SETTLE_001775,PAYPAL,MERCH_0060,EUR,46.49,2.11,44.38,1,2026-03-26,SETTLED
SETTLE_001776,PAYPAL,MERCH_0077,USD,163.25,6.19,157.06,1,2026-02-20,SETTLED
SETTLE_001777,ADYEN,MERCH_0052,USD,516.95,18.48,498.47,1,2026-01-09,SETTLED
SETTLE_001778,CHECKOUT_COM,MERCH_0001,USD,64.25,1.68,62.57,1,2026-03-13,SETTLED
SETTLE_001779,ADYEN,MERCH_0048,EUR,3051.99,10.83,3041.16,1,2026-02-07,SETTLED
SETTLE_001780,STRIPE,MERCH_0092,INR,299.00,8.98,290.02,1,2026-03-11,SETTLED
SETTLE_001781,CHECKOUT_COM,MERCH_0041,EUR,513.75,8.91,504.84,1,2026-03-24,SETTLED
SETTLE_001782,ADYEN,MERCH_0012,EUR,54.00,0.34,53.66,1,2026-02-09,SETTLED
SETTLE_001783,CHECKOUT_COM,MERCH_0033,CAD,73.99,2.00,71.99,1,2026-03-14,SETTLED
SETTLE_001784,ADYEN,MERCH_0042,USD,36.49,0.89,35.60,1,2026-01-27,SETTLED
SETTLE_001785,CHECKOUT_COM,MERCH_0029,GBP,589.25,10.76,578.49,1,2026-01-10,SETTLED
SETTLE_001786,PAYPAL,MERCH_0047,INR,299.00,5.59,293.41,1,2026-02-20,SETTLED
SETTLE_001787,STRIPE,MERCH_0054,USD,61.99,8.75,53.24,1,2026-02-23,SETTLED
SETTLE_001788,PAYPAL,MERCH_0042,EUR,616.00,20.10,595.90,1,2026-03-28,SETTLED
SETTLE_001789,CHECKOUT_COM,MERCH_0043,CAD,84.49,2.25,82.24,1,2026-03-21,SETTLED
SETTLE_001790,CHECKOUT_COM,MERCH_0076,GBP,123.49,2.37,121.12,1,2026-02-01,SETTLED
SETTLE_001791,STRIPE,MERCH_0050,EUR,35.50,0.38,35.12,1,2026-01-27,SETTLED
SETTLE_001792,PAYPAL,MERCH_0098,USD,80.49,3.30,77.19,1,2026-03-24,SETTLED
SETTLE_001793,STRIPE,MERCH_0052,INR,1999.00,42.98,1956.02,1,2026-01-21,SETTLED
SETTLE_001794,STRIPE,MERCH_0042,CAD,384.00,11.44,372.56,1,2026-01-06,SETTLED
SETTLE_001795,PAYPAL,MERCH_0079,EUR,401.95,13.25,388.70,1,2026-02-06,SETTLED
SETTLE_001796,CHECKOUT_COM,MERCH_0042,GBP,181.50,3.42,178.08,1,2026-01-13,SETTLED
SETTLE_001797,ADYEN,MERCH_0020,USD,1072.49,22.64,1049.85,1,2026-02-11,SETTLED
SETTLE_001798,STRIPE,MERCH_0079,USD,47.50,0.96,46.54,1,2026-01-04,SETTLED
SETTLE_001799,CHECKOUT_COM,MERCH_0019,CAD,25.50,0.83,24.67,1,2026-03-23,SETTLED
SETTLE_001800,PAYPAL,MERCH_0084,EUR,775.25,25.20,750.05,1,2026-03-24,SETTLED
SETTLE_001801,ADYEN,MERCH_0096,EUR,60.75,0.96,59.79,1,2026-01-03,SETTLED
SETTLE_001802,STRIPE,MERCH_0007,EUR,74.00,3.07,70.93,1,2026-01-17,SETTLED
SETTLE_001803,STRIPE,MERCH_0025,EUR,171.50,3.51,167.99,1,2026-02-16,SETTLED
SETTLE_001804,PAYPAL,MERCH_0091,GBP,63.25,2.13,61.12,1,2026-04-01,SETTLED
SETTLE_001805,ADYEN,MERCH_0034,EUR,1730.95,24.34,1706.61,1,2026-02-11,SETTLED
SETTLE_001806,STRIPE,MERCH_0092,INR,15000.00,0.00,15000.00,1,2026-01-04,SETTLED
SETTLE_001807,STRIPE,MERCH_0051,USD,1999.49,30.24,1969.25,1,2026-01-22,SETTLED
SETTLE_001808,CHECKOUT_COM,MERCH_0066,CAD,471.80,11.54,460.26,1,2026-02-19,SETTLED
SETTLE_001809,STRIPE,MERCH_0027,USD,222.25,3.58,218.67,1,2026-03-07,SETTLED
SETTLE_001810,PAYPAL,MERCH_0036,USD,538.95,19.30,519.65,1,2026-03-23,SETTLED
SETTLE_001811,ADYEN,MERCH_0066,USD,343.49,4.22,339.27,1,2026-01-22,SETTLED
SETTLE_001812,STRIPE,MERCH_0040,EUR,129.95,2.72,127.23,1,2026-02-28,SETTLED
SETTLE_001813,STRIPE,MERCH_0076,USD,138.25,1.36,136.89,1,2026-03-29,SETTLED
SETTLE_001814,CHECKOUT_COM,MERCH_0033,CAD,622.25,15.15,607.10,1,2026-03-17,SETTLED
SETTLE_001815,PAYPAL,MERCH_0076,INR,799.00,11.59,787.41,1,2026-02-07,SETTLED
SETTLE_001816,STRIPE,MERCH_0068,INR,999.00,22.98,976.02,1,2026-01-17,SETTLED
SETTLE_001817,ADYEN,MERCH_0069,GBP,3268.80,49.13,3219.67,1,2026-03-09,SETTLED
SETTLE_001818,STRIPE,MERCH_0071,INR,9999.00,0.00,9999.00,1,2026-02-17,SETTLED
SETTLE_001819,PAYPAL,MERCH_0011,GBP,76.75,2.53,74.22,1,2026-02-06,SETTLED
SETTLE_001820,CHECKOUT_COM,MERCH_0036,USD,23.95,0.75,23.20,1,2026-03-12,SETTLED
SETTLE_001821,ADYEN,MERCH_0021,USD,201.49,2.52,198.97,1,2026-02-14,SETTLED
SETTLE_001822,PAYPAL,MERCH_0043,EUR,55.25,2.16,53.09,1,2026-01-28,SETTLED
SETTLE_001823,STRIPE,MERCH_0068,INR,299.00,8.98,290.02,1,2026-02-12,SETTLED
SETTLE_001824,STRIPE,MERCH_0015,CAD,56.00,1.92,54.08,1,2026-03-19,SETTLED
SETTLE_001825,STRIPE,MERCH_0019,INR,1499.00,0.00,1499.00,1,2026-02-22,SETTLED
SETTLE_001826,PAYPAL,MERCH_0053,USD,181.95,6.84,175.11,1,2026-01-07,SETTLED
SETTLE_001827,ADYEN,MERCH_0027,USD,57.00,1.32,55.68,1,2026-03-31,SETTLED
SETTLE_001828,STRIPE,MERCH_0014,INR,2499.00,0.00,2499.00,1,2026-02-03,SETTLED
SETTLE_001829,STRIPE,MERCH_0006,INR,15000.00,0.00,15000.00,1,2026-02-18,SETTLED
SETTLE_001830,ADYEN,MERCH_0096,USD,134.49,2.94,131.55,1,2026-02-09,SETTLED
SETTLE_001831,CHECKOUT_COM,MERCH_0081,CAD,285.99,7.08,278.91,1,2026-03-21,SETTLED
SETTLE_001832,ADYEN,MERCH_0087,USD,172.99,2.18,170.81,2,2026-02-15,SETTLED
SETTLE_001833,PAYPAL,MERCH_0048,GBP,65.95,2.21,63.74,1,2026-02-17,SETTLED
SETTLE_001834,PAYPAL,MERCH_0062,INR,9999.00,121.99,9877.01,1,2026-01-10,SETTLED
SETTLE_001835,PAYPAL,MERCH_0009,INR,1499.00,19.99,1479.01,1,2026-02-26,SETTLED
SETTLE_001836,CHECKOUT_COM,MERCH_0055,GBP,331.50,6.12,325.38,1,2026-03-03,SETTLED
SETTLE_001837,ADYEN,MERCH_0045,USD,451.00,5.51,445.49,1,2026-03-19,SETTLED
SETTLE_001838,ADYEN,MERCH_0091,CAD,2420.75,50.96,2369.79,1,2026-03-05,SETTLED
SETTLE_001839,STRIPE,MERCH_0073,USD,136.95,4.27,132.68,1,2026-01-16,SETTLED
SETTLE_001840,PAYPAL,MERCH_0045,USD,133.80,5.16,128.64,1,2026-02-06,SETTLED
SETTLE_001841,STRIPE,MERCH_0033,INR,9999.00,202.98,9796.02,1,2026-02-15,SETTLED
SETTLE_001842,ADYEN,MERCH_0018,EUR,2030.80,28.54,2002.26,1,2026-02-05,SETTLED
SETTLE_001843,STRIPE,MERCH_0083,EUR,464.25,9.07,455.18,1,2026-02-01,SETTLED
SETTLE_001844,ADYEN,MERCH_0019,EUR,433.99,6.19,427.80,1,2026-02-06,SETTLED
SETTLE_001845,PAYPAL,MERCH_0047,GBP,240.25,7.27,232.98,1,2026-01-11,SETTLED
SETTLE_001846,STRIPE,MERCH_0028,USD,28.95,1.14,27.81,1,2026-02-14,SETTLED
SETTLE_001847,CHECKOUT_COM,MERCH_0013,EUR,332.80,5.84,326.96,1,2026-03-14,SETTLED
SETTLE_001848,STRIPE,MERCH_0006,CAD,2178.80,63.49,2115.31,1,2026-03-12,SETTLED
SETTLE_001849,ADYEN,MERCH_0004,EUR,73.49,0.41,73.08,1,2026-03-02,SETTLED
SETTLE_001850,CHECKOUT_COM,MERCH_0057,USD,581.95,13.58,568.37,1,2026-02-08,SETTLED
SETTLE_001851,STRIPE,MERCH_0041,EUR,1290.25,24.76,1265.49,1,2026-03-09,SETTLED
SETTLE_001852,STRIPE,MERCH_0052,CAD,326.25,9.76,316.49,2,2026-02-05,SETTLED
SETTLE_001853,CHECKOUT_COM,MERCH_0006,USD,42.50,1.18,41.32,1,2026-01-07,SETTLED
SETTLE_001854,STRIPE,MERCH_0014,USD,21.49,0.92,20.57,1,2026-03-02,SETTLED
SETTLE_001855,STRIPE,MERCH_0082,INR,2499.00,52.98,2446.02,1,2026-03-02,SETTLED
SETTLE_001856,STRIPE,MERCH_0057,INR,999.00,0.00,999.00,1,2026-03-10,SETTLED
SETTLE_001857,ADYEN,MERCH_0087,EUR,238.25,3.45,234.80,1,2026-03-21,SETTLED
SETTLE_001858,CHECKOUT_COM,MERCH_0024,EUR,150.95,2.75,148.20,1,2026-01-25,SETTLED
SETTLE_001859,STRIPE,MERCH_0075,EUR,1331.50,6.86,1324.64,1,2026-01-10,SETTLED
SETTLE_001860,STRIPE,MERCH_0049,EUR,640.80,12.43,628.37,1,2026-04-01,SETTLED
SETTLE_001861,ADYEN,MERCH_0034,EUR,55.75,0.89,54.86,1,2026-02-07,SETTLED
SETTLE_001862,ADYEN,MERCH_0099,USD,72.49,0.97,71.52,1,2026-03-07,SETTLED
SETTLE_001863,PAYPAL,MERCH_0027,GBP,352.49,10.52,341.97,1,2026-03-23,SETTLED
SETTLE_001864,CHECKOUT_COM,MERCH_0069,EUR,32.49,0.73,31.76,1,2026-03-27,SETTLED
SETTLE_001865,STRIPE,MERCH_0026,INR,499.00,0.00,499.00,1,2026-02-02,SETTLED
SETTLE_001866,STRIPE,MERCH_0050,USD,2268.80,66.10,2202.70,1,2026-01-21,SETTLED
SETTLE_001867,STRIPE,MERCH_0085,EUR,467.75,9.14,458.61,1,2026-02-13,SETTLED
SETTLE_001868,STRIPE,MERCH_0054,USD,27.25,0.47,26.78,1,2026-03-10,SETTLED
SETTLE_001869,STRIPE,MERCH_0067,USD,64.95,1.22,63.73,1,2026-02-25,SETTLED
SETTLE_001870,ADYEN,MERCH_0021,USD,343.99,7.34,336.65,1,2026-03-25,SETTLED
SETTLE_001871,STRIPE,MERCH_0079,USD,317.99,5.02,312.97,1,2026-02-10,SETTLED
SETTLE_001872,CHECKOUT_COM,MERCH_0005,EUR,31.00,0.71,30.29,1,2026-03-13,SETTLED
SETTLE_001873,ADYEN,MERCH_0016,CAD,33.49,0.58,32.91,1,2026-01-09,SETTLED
SETTLE_001874,STRIPE,MERCH_0016,INR,9999.00,202.98,9796.02,1,2026-04-01,SETTLED
SETTLE_001875,STRIPE,MERCH_0052,GBP,106.49,2.22,104.27,1,2026-01-15,SETTLED
SETTLE_001876,PAYPAL,MERCH_0066,EUR,62.75,2.40,60.35,1,2026-01-16,SETTLED
SETTLE_001877,ADYEN,MERCH_0088,GBP,415.99,6.34,409.65,1,2026-01-02,SETTLED
SETTLE_001878,ADYEN,MERCH_0049,EUR,35.49,0.61,34.88,2,2026-01-23,SETTLED
SETTLE_001879,ADYEN,MERCH_0025,USD,574.99,7.00,567.99,1,2026-02-26,SETTLED
SETTLE_001880,CHECKOUT_COM,MERCH_0059,EUR,760.49,13.11,747.38,1,2026-02-19,SETTLED
SETTLE_001881,STRIPE,MERCH_0008,USD,63.50,0.76,62.74,1,2026-01-31,SETTLED
SETTLE_001882,ADYEN,MERCH_0030,USD,64.75,0.88,63.87,1,2026-02-28,SETTLED
SETTLE_001883,PAYPAL,MERCH_0059,GBP,299.00,5.59,293.41,1,2026-03-27,SETTLED
SETTLE_001884,STRIPE,MERCH_0087,USD,126.80,1.26,125.54,1,2026-03-25,SETTLED
SETTLE_001885,CHECKOUT_COM,MERCH_0093,EUR,2044.95,34.94,2010.01,1,2026-02-03,SETTLED
SETTLE_001887,CHECKOUT_COM,MERCH_0021,USD,387.99,9.12,378.87,1,2026-01-07,SETTLED
SETTLE_001888,CHECKOUT_COM,MERCH_0007,EUR,72.25,1.41,70.84,1,2026-02-27,SETTLED
SETTLE_001889,PAYPAL,MERCH_0060,USD,64.80,2.75,62.05,1,2026-02-21,SETTLED
SETTLE_001890,STRIPE,MERCH_0088,USD,345.00,10.30,334.70,1,2026-03-16,SETTLED
SETTLE_001891,PAYPAL,MERCH_0049,EUR,3313.50,106.42,3207.08,1,2026-03-14,SETTLED
SETTLE_001892,STRIPE,MERCH_0053,USD,2519.80,38.05,2481.75,1,2026-02-17,SETTLED
SETTLE_001893,ADYEN,MERCH_0027,GBP,78.50,1.28,77.22,1,2026-02-26,SETTLED
SETTLE_001894,STRIPE,MERCH_0008,INR,499.00,12.98,486.02,1,2026-03-17,SETTLED
SETTLE_001895,CHECKOUT_COM,MERCH_0085,GBP,35.50,0.79,34.71,1,2026-02-10,SETTLED
SETTLE_001896,STRIPE,MERCH_0028,INR,2499.00,0.00,2499.00,1,2026-01-24,SETTLED
SETTLE_001897,STRIPE,MERCH_0091,USD,214.25,6.51,207.74,1,2026-03-09,SETTLED
SETTLE_001898,ADYEN,MERCH_0100,USD,58.49,1.35,57.14,1,2026-03-01,SETTLED
SETTLE_001899,CHECKOUT_COM,MERCH_0034,GBP,76.99,1.54,75.45,1,2026-02-22,SETTLED
SETTLE_001900,ADYEN,MERCH_0033,EUR,2819.95,39.59,2780.36,1,2026-02-06,SETTLED
SETTLE_001901,ADYEN,MERCH_0098,EUR,572.99,4.63,568.36,1,2026-01-15,SETTLED
SETTLE_001902,PAYPAL,MERCH_0070,INR,299.00,5.59,293.41,1,2026-01-04,SETTLED
SETTLE_001903,CHECKOUT_COM,MERCH_0032,EUR,1032.00,17.72,1014.28,1,2026-04-01,SETTLED
SETTLE_001904,PAYPAL,MERCH_0027,USD,564.50,20.19,544.31,1,2026-03-18,SETTLED
SETTLE_001905,STRIPE,MERCH_0064,USD,398.95,3.44,395.51,1,2026-03-23,SETTLED
SETTLE_001906,PAYPAL,MERCH_0015,INR,1499.00,19.99,1479.01,2,2026-04-01,SETTLED
SETTLE_001907,STRIPE,MERCH_0070,USD,156.80,4.85,151.95,1,2026-02-20,SETTLED
SETTLE_001908,STRIPE,MERCH_0044,USD,84.50,2.75,81.75,1,2026-01-16,SETTLED
SETTLE_001909,STRIPE,MERCH_0035,INR,9999.00,0.00,9999.00,1,2026-02-10,SETTLED
SETTLE_001910,CHECKOUT_COM,MERCH_0052,USD,99.99,2.50,97.49,1,2026-01-15,SETTLED
SETTLE_001911,STRIPE,MERCH_0088,INR,799.00,0.00,799.00,1,2026-02-14,SETTLED
SETTLE_001912,CHECKOUT_COM,MERCH_0069,GBP,62.75,1.28,61.47,1,2026-01-30,SETTLED
SETTLE_001913,PAYPAL,MERCH_0051,GBP,171.00,5.26,165.74,1,2026-03-11,SETTLED
SETTLE_001914,STRIPE,MERCH_0018,USD,625.95,5.26,620.69,1,2026-02-18,SETTLED
SETTLE_001915,STRIPE,MERCH_0013,CAD,575.25,11.18,564.07,1,2026-01-06,SETTLED
SETTLE_001916,STRIPE,MERCH_0074,EUR,442.50,8.66,433.84,1,2026-01-06,SETTLED
SETTLE_001917,STRIPE,MERCH_0035,CAD,598.80,17.67,581.13,1,2026-03-06,SETTLED
SETTLE_001918,ADYEN,MERCH_0042,GBP,535.75,8.14,527.61,1,2026-01-09,SETTLED
SETTLE_001919,STRIPE,MERCH_0043,EUR,1875.95,35.89,1840.06,1,2026-01-31,SETTLED
SETTLE_001920,PAYPAL,MERCH_0050,EUR,639.49,20.85,618.64,1,2026-02-04,SETTLED
SETTLE_001921,PAYPAL,MERCH_0094,GBP,553.25,18.84,534.41,1,2026-01-25,SETTLED
SETTLE_001922,ADYEN,MERCH_0026,USD,249.80,5.37,244.43,1,2026-03-26,SETTLED
SETTLE_001923,CHECKOUT_COM,MERCH_0097,CAD,129.00,3.32,125.68,1,2026-01-23,SETTLED
SETTLE_001924,ADYEN,MERCH_0083,USD,509.80,10.83,498.97,1,2026-01-14,SETTLED
SETTLE_001925,ADYEN,MERCH_0077,EUR,68.80,1.07,67.73,1,2026-02-12,SETTLED
SETTLE_001926,PAYPAL,MERCH_0017,EUR,1555.50,50.17,1505.33,1,2026-01-27,SETTLED
SETTLE_001927,PAYPAL,MERCH_0092,USD,3431.00,99.80,3331.20,1,2026-04-01,SETTLED
SETTLE_001928,ADYEN,MERCH_0024,USD,57.49,1.33,56.16,1,2026-02-09,SETTLED
SETTLE_001929,STRIPE,MERCH_0009,EUR,57.75,4.24,53.51,1,2026-01-28,SETTLED
SETTLE_001930,PAYPAL,MERCH_0021,GBP,411.75,12.24,399.51,1,2026-02-23,SETTLED
SETTLE_001931,STRIPE,MERCH_0062,INR,799.00,18.98,780.02,1,2026-02-05,SETTLED
SETTLE_001932,ADYEN,MERCH_0094,USD,40.00,0.58,39.42,1,2026-02-10,SETTLED
SETTLE_001933,CHECKOUT_COM,MERCH_0056,USD,54.25,3.95,50.30,1,2026-03-25,SETTLED
SETTLE_001934,STRIPE,MERCH_0091,INR,1499.00,8.00,1491.00,1,2026-02-02,SETTLED
SETTLE_001935,STRIPE,MERCH_0077,USD,453.25,7.05,446.20,1,2026-03-13,SETTLED
SETTLE_001936,PAYPAL,MERCH_0026,INR,9999.00,121.99,9877.01,1,2026-01-24,SETTLED
SETTLE_001937,CHECKOUT_COM,MERCH_0023,GBP,70.75,1.42,69.33,1,2026-02-16,SETTLED
SETTLE_001938,STRIPE,MERCH_0003,INR,1029.00,0.00,1029.00,1,2026-01-24,SETTLED
SETTLE_001939,STRIPE,MERCH_0055,GBP,75.50,1.63,73.87,1,2026-01-12,SETTLED
SETTLE_001940,STRIPE,MERCH_0025,USD,20.75,0.56,20.19,1,2026-01-17,SETTLED
SETTLE_001941,STRIPE,MERCH_0017,USD,455.80,11.52,444.28,1,2026-01-11,SETTLED
SETTLE_001942,STRIPE,MERCH_0082,EUR,3465.50,17.53,3447.97,1,2026-01-28,SETTLED
SETTLE_001943,STRIPE,MERCH_0011,GBP,170.99,3.45,167.54,1,2026-03-03,SETTLED
SETTLE_001944,PAYPAL,MERCH_0099,USD,434.49,15.65,418.84,1,2026-01-09,SETTLED
SETTLE_001945,CHECKOUT_COM,MERCH_0033,EUR,78.49,1.51,76.98,1,2026-03-03,SETTLED
SETTLE_001946,CHECKOUT_COM,MERCH_0056,CAD,2328.50,56.10,2272.40,2,2026-01-19,SETTLED
SETTLE_001947,PAYPAL,MERCH_0018,INR,2499.00,31.99,2467.01,1,2026-03-08,SETTLED
SETTLE_001948,STRIPE,MERCH_0056,USD,55.95,1.09,54.86,1,2026-02-01,SETTLED
SETTLE_001949,CHECKOUT_COM,MERCH_0086,USD,1904.80,44.01,1860.79,1,2026-03-01,SETTLED
SETTLE_001950,STRIPE,MERCH_0006,EUR,51.00,1.22,49.78,1,2026-01-06,SETTLED
SETTLE_001952,CHECKOUT_COM,MERCH_0050,CAD,601.49,14.66,586.83,1,2026-02-25,SETTLED
SETTLE_001953,ADYEN,MERCH_0054,EUR,471.00,6.70,464.30,1,2026-01-06,SETTLED
SETTLE_001954,CHECKOUT_COM,MERCH_0049,CAD,34.00,1.04,32.96,1,2026-01-19,SETTLED
SETTLE_001955,STRIPE,MERCH_0087,EUR,441.75,2.41,439.34,1,2026-02-14,SETTLED
SETTLE_001956,STRIPE,MERCH_0094,INR,2499.00,52.98,2446.02,1,2026-02-23,SETTLED
SETTLE_001957,ADYEN,MERCH_0083,USD,162.75,3.54,159.21,1,2026-02-04,SETTLED
SETTLE_001958,ADYEN,MERCH_0049,GBP,58.80,0.98,57.82,1,2026-02-21,SETTLED
SETTLE_001959,ADYEN,MERCH_0046,EUR,293.99,4.23,289.76,1,2026-01-06,SETTLED
SETTLE_001960,PAYPAL,MERCH_0081,USD,19.50,1.17,18.33,1,2026-01-22,SETTLED
SETTLE_001961,CHECKOUT_COM,MERCH_0098,EUR,328.80,5.77,323.03,1,2026-01-25,SETTLED
SETTLE_001962,STRIPE,MERCH_0089,EUR,191.50,3.89,187.61,1,2026-02-18,SETTLED
SETTLE_001963,PAYPAL,MERCH_0014,INR,799.00,11.59,787.41,1,2026-01-27,SETTLED
SETTLE_001964,ADYEN,MERCH_0085,INR,118.00,2.60,115.40,1,2026-02-04,SETTLED
SETTLE_001965,CHECKOUT_COM,MERCH_0081,CAD,63.80,1.75,62.05,1,2026-01-25,SETTLED
SETTLE_001966,PAYPAL,MERCH_0032,INR,349.00,6.19,342.81,1,2026-01-23,SETTLED
SETTLE_001967,STRIPE,MERCH_0079,INR,3999.00,82.98,3916.02,1,2026-03-03,SETTLED
SETTLE_001968,ADYEN,MERCH_0041,EUR,589.50,2.21,587.29,1,2026-02-11,SETTLED
SETTLE_001969,STRIPE,MERCH_0021,EUR,494.80,2.67,492.13,1,2026-02-04,SETTLED
SETTLE_001970,ADYEN,MERCH_0017,USD,74.00,1.67,72.33,1,2026-03-30,SETTLED
SETTLE_001971,PAYPAL,MERCH_0011,USD,185.00,6.95,178.05,1,2026-02-21,SETTLED
SETTLE_001972,ADYEN,MERCH_0044,EUR,29.25,0.25,29.00,1,2026-02-11,SETTLED
SETTLE_001973,STRIPE,MERCH_0068,INR,15000.00,0.00,15000.00,1,2026-01-30,SETTLED
SETTLE_001974,STRIPE,MERCH_0054,CAD,56.80,0.48,56.32,1,2026-02-03,SETTLED
SETTLE_001975,STRIPE,MERCH_0002,INR,1499.00,0.00,1499.00,1,2026-01-17,SETTLED
SETTLE_001976,CHECKOUT_COM,MERCH_0032,USD,20.49,0.67,19.82,1,2026-01-25,SETTLED
SETTLE_001977,PAYPAL,MERCH_0090,INR,15000.00,182.00,14818.00,1,2026-02-08,SETTLED
SETTLE_001978,STRIPE,MERCH_0001,USD,175.95,5.40,170.55,1,2026-01-10,SETTLED
SETTLE_001979,ADYEN,MERCH_0075,USD,3422.25,41.17,3381.08,1,2026-03-14,SETTLED
SETTLE_001980,STRIPE,MERCH_0071,USD,25.00,0.45,24.55,1,2026-01-30,SETTLED
SETTLE_001982,PAYPAL,MERCH_0041,USD,72.00,3.00,69.00,1,2026-02-14,SETTLED
SETTLE_001983,STRIPE,MERCH_0096,USD,384.25,6.01,378.24,1,2026-03-20,SETTLED
SETTLE_001984,STRIPE,MERCH_0009,EUR,443.95,8.69,435.26,1,2026-01-21,SETTLED
SETTLE_001985,ADYEN,MERCH_0098,USD,136.80,1.74,135.06,1,2026-02-15,SETTLED
SETTLE_001986,PAYPAL,MERCH_0058,EUR,44.80,1.82,42.98,1,2026-01-27,SETTLED
SETTLE_001988,CHECKOUT_COM,MERCH_0022,USD,23.99,0.75,23.24,1,2026-03-17,SETTLED
SETTLE_001989,PAYPAL,MERCH_0051,INR,499.00,7.99,491.01,1,2026-01-10,SETTLED
SETTLE_001990,ADYEN,MERCH_0053,USD,64.75,0.88,63.87,1,2026-01-18,SETTLED
SETTLE_001991,PAYPAL,MERCH_0067,EUR,2201.95,70.85,2131.10,1,2026-02-16,SETTLED
SETTLE_001992,STRIPE,MERCH_0066,USD,46.80,0.62,46.18,1,2026-02-21,SETTLED
SETTLE_001993,STRIPE,MERCH_0060,USD,308.80,2.72,306.08,1,2026-03-16,SETTLED
SETTLE_001994,STRIPE,MERCH_0005,EUR,953.49,18.37,935.12,1,2026-02-22,SETTLED
SETTLE_001995,STRIPE,MERCH_0036,USD,26.95,0.47,26.48,1,2026-01-18,SETTLED
