payment_id,order_id,invoice_id,customer_id,merchant_id,payment_method,amount,currency,status,initiated_at,completed_at
PAY_001564,ORD_001564,INV_001564,CUST_003706,MERCH_0030,UPI,3999.00,INR,COMPLETED,2026-03-15 17:56:52,2026-03-15 17:57:07
PAY_001565,ORD_001565,INV_001565,CUST_000764,MERCH_0054,CREDIT_CARD,15000.00,INR,COMPLETED,2026-04-01 06:46:11,2026-04-01 06:46:23
PAY_001566,ORD_001566,INV_001566,CUST_002931,MERCH_0018,CREDIT_CARD,280.00,GBP,COMPLETED,2026-01-22 16:31:31,2026-01-22 16:31:46
PAY_001567,ORD_001567,INV_001567,CUST_002207,MERCH_0038,CREDIT_CARD,1389.80,USD,COMPLETED,2026-01-30 14:03:57,2026-01-30 14:04:25
PAY_001568,ORD_001568,INV_001568,CUST_001509,MERCH_0087,SEPA,53.95,EUR,COMPLETED,2026-01-24 16:08:43,2026-01-24 16:09:10
PAY_001569,ORD_001569,INV_001569,CUST_001033,MERCH_0059,CREDIT_CARD,65.99,EUR,COMPLETED,2026-01-31 05:15:32,2026-01-31 05:15:45
PAY_001570,ORD_001570,INV_001570,CUST_002309,MERCH_0059,CREDIT_CARD,78.00,USD,COMPLETED,2026-03-24 10:57:38,2026-03-24 10:57:53
PAY_001571,ORD_001571,INV_001571,CUST_003023,MERCH_0022,DEBIT_CARD,1523.75,USD,COMPLETED,2026-02-14 05:39:07,2026-02-14 05:39:14
PAY_001572,ORD_001572,INV_001572,CUST_002385,MERCH_0077,CREDIT_CARD,510.75,GBP,COMPLETED,2026-02-05 04:08:57,2026-02-05 04:09:25
PAY_001573,ORD_001573,INV_001573,CUST_002290,MERCH_0006,SEPA,26.25,EUR,COMPLETED,2026-01-03 07:11:57,2026-01-03 07:12:03
PAY_001574,ORD_001574,INV_001574,CUST_001138,MERCH_0077,SEPA,67.00,EUR,COMPLETED,2026-03-22 20:13:24,2026-03-22 20:13:51
PAY_001575,ORD_001575,INV_001575,CUST_001973,MERCH_0088,CREDIT_CARD,41.25,GBP,COMPLETED,2026-02-27 15:35:33,2026-02-27 15:36:02
PAY_001576,ORD_001576,INV_001576,CUST_002908,MERCH_0017,DEBIT_CARD,44.75,USD,COMPLETED,2026-03-15 07:10:42,2026-03-15 07:11:01
PAY_001577,ORD_001577,INV_001577,CUST_001516,MERCH_0001,DEBIT_CARD,21.25,USD,COMPLETED,2026-01-16 00:22:36,2026-01-16 00:22:46
PAY_001578,ORD_001578,INV_001578,CUST_001849,MERCH_0080,CREDIT_CARD,22.80,EUR,COMPLETED,2026-02-17 20:24:20,2026-02-17 20:24:43
PAY_001579,ORD_001579,INV_001579,CUST_004766,MERCH_0091,DEBIT_CARD,33.25,USD,COMPLETED,2026-03-05 06:01:18,2026-03-05 06:01:31
PAY_001580,ORD_001580,INV_001580,CUST_003019,MERCH_0066,CREDIT_CARD,72.95,EUR,COMPLETED,2026-02-04 16:38:26,2026-02-04 16:38:54
PAY_001581,ORD_001581,INV_001581,CUST_002820,MERCH_0037,CREDIT_CARD,165.50,CAD,COMPLETED,2026-03-12 21:55:51,2026-03-12 21:56:14
PAY_001582,ORD_001582,INV_001582,CUST_002716,MERCH_0037,CREDIT_CARD,331.80,USD,COMPLETED,2026-02-06 22:06:40,2026-02-06 22:07:08
PAY_001583,ORD_001583,INV_001583,CUST_000856,MERCH_0026,ACH,2403.80,USD,COMPLETED,2026-03-31 15:44:51,2026-03-31 15:45:07
PAY_001584,ORD_001584,INV_001584,CUST_003858,MERCH_0023,CREDIT_CARD,35.49,GBP,COMPLETED,2026-03-05 06:11:18,2026-03-05 06:11:47
PAY_001585,ORD_001585,INV_001585,CUST_000608,MERCH_0053,CREDIT_CARD,46.00,EUR,COMPLETED,2026-03-19 17:30:08,2026-03-19 17:30:14
PAY_001586,ORD_001586,INV_001586,CUST_003915,MERCH_0050,CREDIT_CARD,32.75,GBP,COMPLETED,2026-03-03 18:05:26,2026-03-03 18:05:50
PAY_001587,ORD_001587,INV_001587,CUST_001273,MERCH_0075,SEPA,610.25,EUR,COMPLETED,2026-01-08 06:52:07,2026-01-08 06:52:30
PAY_001588,ORD_001588,INV_001588,CUST_004080,MERCH_0029,ACH,400.95,USD,COMPLETED,2026-01-09 11:14:25,2026-01-09 11:14:29
PAY_001589,ORD_001589,INV_001589,CUST_002013,MERCH_0099,CREDIT_CARD,950.50,GBP,COMPLETED,2026-02-25 15:43:28,2026-02-25 15:43:39
PAY_001590,ORD_001590,INV_001590,CUST_001710,MERCH_0049,CREDIT_CARD,40.95,EUR,COMPLETED,2026-01-13 15:29:18,2026-01-13 15:29:36
PAY_001591,ORD_001591,INV_001591,CUST_001723,MERCH_0044,CREDIT_CARD,27.50,CAD,COMPLETED,2026-03-31 14:14:25,2026-03-31 14:14:49
PAY_001592,ORD_001592,INV_001592,CUST_003506,MERCH_0021,CREDIT_CARD,306.50,USD,COMPLETED,2026-02-08 11:34:06,2026-02-08 11:34:34
PAY_001593,ORD_001593,INV_001593,CUST_002589,MERCH_0036,CREDIT_CARD,3999.00,INR,COMPLETED,2026-02-03 20:54:05,2026-02-03 20:54:29
PAY_001594,ORD_001594,INV_001594,CUST_002132,MERCH_0053,CREDIT_CARD,244.95,USD,COMPLETED,2026-02-21 16:30:27,2026-02-21 16:30:56
PAY_001595,ORD_001595,INV_001595,CUST_002514,MERCH_0003,CREDIT_CARD,67.50,GBP,COMPLETED,2026-02-09 19:54:12,2026-02-09 19:54:33
PAY_001596,ORD_001596,INV_001596,CUST_002735,MERCH_0069,CREDIT_CARD,136.50,EUR,COMPLETED,2026-03-25 17:01:42,2026-03-25 17:01:49
PAY_001597,ORD_001597,INV_001597,CUST_004893,MERCH_0023,DEBIT_CARD,301.00,USD,COMPLETED,2026-01-23 19:14:10,2026-01-23 19:14:21
PAY_001598,ORD_001598,INV_001598,CUST_000904,MERCH_0074,CREDIT_CARD,1413.99,GBP,COMPLETED,2026-01-30 13:45:28,2026-01-30 13:45:37
PAY_001599,ORD_001599,INV_001599,CUST_000052,MERCH_0071,CREDIT_CARD,555.80,EUR,COMPLETED,2026-01-29 04:27:57,2026-01-29 04:28:11
PAY_001600,ORD_001600,INV_001600,CUST_000426,MERCH_0090,CREDIT_CARD,32.75,USD,COMPLETED,2026-02-14 21:26:37,2026-02-14 21:26:54
PAY_001601,ORD_001601,INV_001601,CUST_001279,MERCH_0094,DEBIT_CARD,65.95,USD,COMPLETED,2026-03-09 15:46:30,2026-03-09 15:46:57
PAY_001602,ORD_001602,INV_001602,CUST_003335,MERCH_0026,CREDIT_CARD,4999.00,INR,COMPLETED,2026-03-03 12:19:58,2026-03-03 12:20:01
PAY_001603,ORD_001603,INV_001603,CUST_000222,MERCH_0020,DEBIT_CARD,355.95,USD,COMPLETED,2026-03-22 02:42:49,2026-03-22 02:43:18
PAY_001604,ORD_001604,INV_001604,CUST_003698,MERCH_0055,CREDIT_CARD,80.25,USD,COMPLETED,2026-03-07 22:29:01,2026-03-07 22:29:21
PAY_001605,ORD_001605,INV_001605,CUST_000703,MERCH_0093,CREDIT_CARD,57.25,CAD,COMPLETED,2026-03-10 00:51:15,2026-03-10 00:51:26
PAY_001606,ORD_001606,INV_001606,CUST_001091,MERCH_0077,CREDIT_CARD,1797.99,GBP,COMPLETED,2026-01-03 15:59:11,2026-01-03 15:59:40
PAY_001607,ORD_001607,INV_001607,CUST_002143,MERCH_0019,CREDIT_CARD,1532.49,EUR,COMPLETED,2026-03-02 16:30:24,2026-03-02 16:30:53
PAY_001608,ORD_001608,INV_001608,CUST_002391,MERCH_0043,CREDIT_CARD,22.80,EUR,COMPLETED,2026-02-08 08:16:17,2026-02-08 08:16:26
PAY_001609,ORD_001609,INV_001609,CUST_000559,MERCH_0033,CREDIT_CARD,23.00,USD,COMPLETED,2026-01-07 06:43:31,2026-01-07 06:43:46
PAY_001610,ORD_001610,INV_001610,CUST_001750,MERCH_0088,DEBIT_CARD,186.75,USD,COMPLETED,2026-03-23 06:31:01,2026-03-23 06:31:24
PAY_001611_DUP,ORD_001611,INV_001611,CUST_002886,MERCH_0041,DEBIT_CARD,16.75,USD,COMPLETED,2026-02-19 10:20:15,2026-02-19 10:20:39
PAY_001611,ORD_001611,INV_001611,CUST_002886,MERCH_0041,DEBIT_CARD,16.75,USD,COMPLETED,2026-02-19 10:20:00,2026-02-19 10:20:19
PAY_001612,ORD_001612,INV_001612,CUST_000902,MERCH_0058,CREDIT_CARD,19.95,USD,COMPLETED,2026-02-17 14:55:40,2026-02-17 14:56:08
PAY_001613,ORD_001613,INV_001613,CUST_004578,MERCH_0068,CREDIT_CARD,527.80,CAD,COMPLETED,2026-03-05 00:54:42,2026-03-05 00:54:56
PAY_001614,ORD_001614,INV_001614,CUST_003461,MERCH_0067,ACH,475.80,USD,COMPLETED,2026-01-12 06:53:45,2026-01-12 06:54:06
PAY_001615,ORD_001615,INV_001615,CUST_001310,MERCH_0026,ACH,1965.80,USD,COMPLETED,2026-02-10 12:16:40,2026-02-10 12:17:00
PAY_001617,ORD_001617,INV_001617,CUST_002988,MERCH_0032,CREDIT_CARD,1499.00,INR,COMPLETED,2026-01-24 13:52:42,2026-01-24 13:52:57
PAY_001618,ORD_001618,INV_001618,CUST_003949,MERCH_0100,CREDIT_CARD,57.00,GBP,COMPLETED,2026-02-02 20:57:31,2026-02-02 20:57:42
PAY_001619,ORD_001619,INV_001619,CUST_001705,MERCH_0078,CREDIT_CARD,80.00,CAD,COMPLETED,2026-01-01 18:01:14,2026-01-01 18:01:22
PAY_001620,ORD_001620,INV_001620,CUST_003148,MERCH_0097,CREDIT_CARD,23.75,USD,COMPLETED,2026-02-12 01:58:00,2026-02-12 01:58:28
PAY_001621,ORD_001621,INV_001621,CUST_004243,MERCH_0017,CREDIT_CARD,45.25,USD,COMPLETED,2026-02-06 07:35:58,2026-02-06 07:36:18
PAY_001622,ORD_001622,INV_001622,CUST_004623,MERCH_0069,CREDIT_CARD,683.50,EUR,COMPLETED,2026-04-01 00:44:40,2026-04-01 00:45:07
PAY_001623,ORD_001623,INV_001623,CUST_003893,MERCH_0062,CREDIT_CARD,79.49,USD,COMPLETED,2026-02-15 21:10:54,2026-02-15 21:11:07
PAY_001624,ORD_001624,INV_001624,CUST_003195,MERCH_0065,CREDIT_CARD,25.00,USD,COMPLETED,2026-01-20 14:21:03,2026-01-20 14:21:07
PAY_001625,ORD_001625,INV_001625,CUST_002419,MERCH_0025,CREDIT_CARD,21.80,USD,COMPLETED,2026-03-07 21:10:48,2026-03-07 21:11:12
PAY_001626,ORD_001626,INV_001626,CUST_003500,MERCH_0013,UPI,549.00,INR,COMPLETED,2026-01-13 00:20:29,2026-01-13 00:20:54
PAY_001627,ORD_001627,INV_001627,CUST_003730,MERCH_0052,CREDIT_CARD,517.00,USD,COMPLETED,2026-02-09 19:43:31,2026-02-09 19:43:41
PAY_001628,ORD_001628,INV_001628,CUST_003004,MERCH_0003,CREDIT_CARD,3413.95,GBP,COMPLETED,2026-01-16 02:58:33,2026-01-16 02:58:58
PAY_001629,ORD_001629,INV_001629,CUST_001641,MERCH_0080,CREDIT_CARD,158.50,GBP,COMPLETED,2026-03-09 18:26:11,2026-03-09 18:26:21
PAY_001631,ORD_001631,INV_001631,CUST_002694,MERCH_0011,CREDIT_CARD,34.00,EUR,COMPLETED,2026-01-04 22:32:48,2026-01-04 22:32:51
PAY_001632,ORD_001632,INV_001632,CUST_002857,MERCH_0052,CREDIT_CARD,560.75,USD,COMPLETED,2026-02-24 18:07:04,2026-02-24 18:07:21
PAY_001633,ORD_001633,INV_001633,CUST_002368,MERCH_0041,CREDIT_CARD,26.75,CAD,COMPLETED,2026-02-19 14:47:38,2026-02-19 14:47:44
PAY_001634,ORD_001634,INV_001634,CUST_000748,MERCH_0073,UPI,999.00,INR,COMPLETED,2026-03-21 18:32:56,2026-03-21 18:33:12
PAY_001635,ORD_001635,INV_001635,CUST_000188,MERCH_0020,CREDIT_CARD,2677.49,CAD,COMPLETED,2026-03-27 10:37:03,2026-03-27 10:37:32
PAY_001636,ORD_001636,INV_001636,CUST_004248,MERCH_0019,CREDIT_CARD,351.25,USD,COMPLETED,2026-01-15 02:51:13,2026-01-15 02:51:39
PAY_001637,ORD_001637,INV_001637,CUST_000323,MERCH_0001,DEBIT_CARD,65.50,USD,COMPLETED,2026-03-21 01:24:12,2026-03-21 01:24:17
PAY_001638,ORD_001638,INV_001638,CUST_000705,MERCH_0041,CREDIT_CARD,33.99,USD,COMPLETED,2026-02-27 13:00:05,2026-02-27 13:00:20
PAY_001639,ORD_001639,INV_001639,CUST_001624,MERCH_0090,DEBIT_CARD,303.25,USD,COMPLETED,2026-01-24 02:21:31,2026-01-24 02:21:56
PAY_001640,ORD_001640,INV_001640,CUST_000477,MERCH_0012,DEBIT_CARD,321.00,USD,COMPLETED,2026-01-06 20:30:13,2026-01-06 20:30:30
PAY_001641,ORD_001641,INV_001641,CUST_002538,MERCH_0001,CREDIT_CARD,44.00,GBP,COMPLETED,2026-03-25 05:03:02,2026-03-25 05:03:13
PAY_001642,ORD_001642,INV_001642,CUST_004917,MERCH_0070,CREDIT_CARD,316.00,GBP,COMPLETED,2026-03-15 17:36:12,2026-03-15 17:36:37
PAY_001643,ORD_001643,INV_001643,CUST_000726,MERCH_0055,CREDIT_CARD,18.25,GBP,COMPLETED,2026-01-24 20:55:46,2026-01-24 20:56:14
PAY_001644,ORD_001644,INV_001644,CUST_003516,MERCH_0087,ACH,2994.99,USD,COMPLETED,2026-02-20 19:29:04,2026-02-20 19:29:21
PAY_001645,ORD_001645,INV_001645,CUST_001805,MERCH_0045,ACH,3439.00,USD,COMPLETED,2026-01-08 11:37:02,2026-01-08 11:37:26
PAY_001646,ORD_001646,INV_001646,CUST_004074,MERCH_0056,CREDIT_CARD,378.80,EUR,COMPLETED,2026-01-21 00:33:54,2026-01-21 00:34:14
PAY_001647,ORD_001647,INV_001647,CUST_003459,MERCH_0018,CREDIT_CARD,2499.00,INR,COMPLETED,2026-03-01 05:01:26,2026-03-01 05:01:40
PAY_001648,ORD_001648,INV_001648,CUST_003980,MERCH_0052,CREDIT_CARD,601.49,EUR,COMPLETED,2026-02-11 19:18:36,2026-02-11 19:18:43
PAY_001649_DUP,ORD_001649,INV_001649,CUST_003543,MERCH_0031,CREDIT_CARD,65.99,CAD,COMPLETED,2026-02-23 05:21:23,2026-02-23 05:21:51
PAY_001649,ORD_001649,INV_001649,CUST_003543,MERCH_0031,CREDIT_CARD,65.99,CAD,COMPLETED,2026-02-23 05:21:08,2026-02-23 05:21:31
PAY_001650,ORD_001650,INV_001650,CUST_004851,MERCH_0023,CREDIT_CARD,535.25,GBP,COMPLETED,2026-01-16 18:17:58,2026-01-16 18:18:23
PAY_001651,ORD_001651,INV_001651,CUST_003253,MERCH_0083,SEPA,15.99,EUR,COMPLETED,2026-01-09 15:31:16,2026-01-09 15:31:37
PAY_001652,ORD_001652,INV_001652,CUST_004387,MERCH_0073,SEPA,76.99,EUR,COMPLETED,2026-01-11 15:23:59,2026-01-11 15:24:06
PAY_001653,ORD_001653,INV_001653,CUST_002428,MERCH_0049,CREDIT_CARD,2163.75,GBP,COMPLETED,2026-01-03 18:06:31,2026-01-03 18:06:34
PAY_001654,ORD_001654,INV_001654,CUST_003612,MERCH_0016,SEPA,273.99,EUR,COMPLETED,2026-01-11 22:49:41,2026-01-11 22:50:10
PAY_001655,ORD_001655,INV_001655,CUST_000761,MERCH_0045,CREDIT_CARD,29.80,GBP,COMPLETED,2026-02-22 05:12:11,2026-02-22 05:12:30
PAY_001656,ORD_001656,INV_001656,CUST_002958,MERCH_0084,DEBIT_CARD,269.00,USD,COMPLETED,2026-03-17 11:14:33,2026-03-17 11:14:55
PAY_001657,ORD_001657,INV_001657,CUST_004025,MERCH_0072,CREDIT_CARD,3216.80,GBP,COMPLETED,2026-02-04 06:34:56,2026-02-04 06:34:59
PAY_001658,ORD_001658,INV_001658,CUST_001229,MERCH_0014,CREDIT_CARD,79.00,GBP,COMPLETED,2026-02-03 08:00:49,2026-02-03 08:01:12
PAY_001659,ORD_001659,INV_001659,CUST_004683,MERCH_0022,CREDIT_CARD,433.25,USD,COMPLETED,2026-03-15 13:29:44,2026-03-15 13:29:52
PAY_001660,ORD_001660,INV_001660,CUST_001728,MERCH_0078,CREDIT_CARD,20.00,EUR,COMPLETED,2026-03-22 00:41:43,2026-03-22 00:42:01
PAY_001661,ORD_001661,INV_001661,CUST_001416,MERCH_0034,SEPA,72.25,EUR,COMPLETED,2026-03-30 04:06:01,2026-03-30 04:06:19
PAY_001662,ORD_001662,INV_001662,CUST_000754,MERCH_0064,CREDIT_CARD,62.95,GBP,COMPLETED,2026-03-20 15:53:10,2026-03-20 15:53:37
PAY_001663_DUP,ORD_001663,INV_001663,CUST_003117,MERCH_0093,CREDIT_CARD,53.75,EUR,COMPLETED,2026-02-23 00:42:13,2026-02-23 00:42:28
PAY_001663,ORD_001663,INV_001663,CUST_003117,MERCH_0093,CREDIT_CARD,53.75,EUR,COMPLETED,2026-02-23 00:41:58,2026-02-23 00:42:08
PAY_001664,ORD_001664,INV_001664,CUST_003120,MERCH_0036,CREDIT_CARD,80.25,GBP,COMPLETED,2026-03-05 22:59:52,2026-03-05 23:00:18
PAY_001665,ORD_001665,INV_001665,CUST_004601,MERCH_0038,CREDIT_CARD,15000.00,INR,COMPLETED,2026-03-14 07:36:32,2026-03-14 07:36:55
PAY_001666,ORD_001666,INV_001666,CUST_004241,MERCH_0039,CREDIT_CARD,299.00,INR,COMPLETED,2026-01-31 17:47:06,2026-01-31 17:47:23
PAY_001667,ORD_001667,INV_001667,CUST_004161,MERCH_0001,CREDIT_CARD,67.95,EUR,COMPLETED,2026-03-29 19:41:48,2026-03-29 19:42:10
PAY_001668,ORD_001668,INV_001668,CUST_003528,MERCH_0032,DEBIT_CARD,54.00,USD,COMPLETED,2026-02-28 07:15:27,2026-02-28 07:15:31
PAY_001669,ORD_001669,INV_001669,CUST_004359,MERCH_0023,SEPA,16.80,EUR,COMPLETED,2026-01-27 11:08:29,2026-01-27 11:08:38
PAY_001670,ORD_001670,INV_001670,CUST_000375,MERCH_0073,CREDIT_CARD,77.80,USD,COMPLETED,2026-03-09 23:59:41,2026-03-10 00:00:02
PAY_001671,ORD_001671,INV_001671,CUST_000040,MERCH_0045,CREDIT_CARD,32.00,GBP,COMPLETED,2026-01-24 19:10:35,2026-01-24 19:10:49
PAY_001672,ORD_001672,INV_001672,CUST_001087,MERCH_0087,CREDIT_CARD,58.00,GBP,COMPLETED,2026-03-09 05:47:01,2026-03-09 05:47:09
PAY_001673,ORD_001673,INV_001673,CUST_002814,MERCH_0027,ACH,3094.50,USD,COMPLETED,2026-01-23 08:53:31,2026-01-23 08:53:55
PAY_001674,ORD_001674,INV_001674,CUST_000824,MERCH_0011,SEPA,110.75,EUR,COMPLETED,2026-01-12 04:13:20,2026-01-12 04:13:28
PAY_001675,ORD_001675,INV_001675,CUST_002165,MERCH_0059,CREDIT_CARD,470.25,GBP,COMPLETED,2026-01-15 19:09:54,2026-01-15 19:10:18
PAY_001676,ORD_001676,INV_001676,CUST_004063,MERCH_0047,CREDIT_CARD,439.75,CAD,COMPLETED,2026-01-23 00:39:47,2026-01-23 00:40:00
PAY_001677,ORD_001677,INV_001677,CUST_004945,MERCH_0006,CREDIT_CARD,412.49,GBP,COMPLETED,2026-03-22 07:35:11,2026-03-22 07:35:29
PAY_001678,ORD_001678,INV_001678,CUST_001802,MERCH_0041,CREDIT_CARD,2362.00,USD,COMPLETED,2026-03-09 04:38:32,2026-03-09 04:38:40
PAY_001679,ORD_001679,INV_001679,CUST_001637,MERCH_0059,CREDIT_CARD,32.95,USD,COMPLETED,2026-01-25 08:36:07,2026-01-25 08:36:31
PAY_001680,ORD_001680,INV_001680,CUST_001367,MERCH_0093,CREDIT_CARD,1362.95,GBP,COMPLETED,2026-03-16 05:22:34,2026-03-16 05:22:37
PAY_001681_DUP,ORD_001681,INV_001681,CUST_003622,MERCH_0066,CREDIT_CARD,141.00,GBP,COMPLETED,2026-02-08 10:01:28,2026-02-08 10:01:43
PAY_001681,ORD_001681,INV_001681,CUST_003622,MERCH_0066,CREDIT_CARD,141.00,GBP,COMPLETED,2026-02-08 10:01:13,2026-02-08 10:01:23
PAY_001682,ORD_001682,INV_001682,CUST_001925,MERCH_0003,CREDIT_CARD,2436.99,EUR,COMPLETED,2026-03-31 22:37:21,2026-03-31 22:37:25
PAY_001683,ORD_001683,INV_001683,CUST_002703,MERCH_0092,CREDIT_CARD,1193.50,EUR,COMPLETED,2026-03-12 08:17:35,2026-03-12 08:18:01
PAY_001684,ORD_001684,INV_001684,CUST_001764,MERCH_0023,CREDIT_CARD,1499.00,INR,COMPLETED,2026-01-28 13:22:20,2026-01-28 13:22:50
PAY_001685,ORD_001685,INV_001685,CUST_001190,MERCH_0008,CREDIT_CARD,456.75,EUR,COMPLETED,2026-02-06 04:31:30,2026-02-06 04:31:54
PAY_001686,ORD_001686,INV_001686,CUST_001946,MERCH_0093,CREDIT_CARD,799.00,INR,COMPLETED,2026-01-11 17:29:02,2026-01-11 17:29:29
PAY_001687,ORD_001687,INV_001687,CUST_004968,MERCH_0024,ACH,380.49,USD,COMPLETED,2026-03-01 12:32:59,2026-03-01 12:33:25
PAY_001688,ORD_001688,INV_001688,CUST_001664,MERCH_0067,CREDIT_CARD,462.75,USD,COMPLETED,2026-03-05 03:22:43,2026-03-05 03:22:48
PAY_001689,ORD_001689,INV_001689,CUST_003964,MERCH_0075,CREDIT_CARD,67.49,EUR,COMPLETED,2026-02-17 06:58:21,2026-02-17 06:58:42
PAY_001690,ORD_001690,INV_001690,CUST_002784,MERCH_0050,ACH,35.80,USD,COMPLETED,2026-03-20 20:52:07,2026-03-20 20:52:36
PAY_001691,ORD_001691,INV_001691,CUST_000439,MERCH_0011,CREDIT_CARD,34.80,CAD,COMPLETED,2026-03-13 07:42:46,2026-03-13 07:43:07
PAY_001692,ORD_001692,INV_001692,CUST_000619,MERCH_0073,DEBIT_CARD,73.80,USD,COMPLETED,2026-03-18 17:29:04,2026-03-18 17:29:22
PAY_001693,ORD_001693,INV_001693,CUST_001122,MERCH_0046,CREDIT_CARD,533.80,CAD,COMPLETED,2026-02-25 04:15:57,2026-02-25 04:16:11
PAY_001694,ORD_001694,INV_001694,CUST_002604,MERCH_0036,CREDIT_CARD,63.50,USD,COMPLETED,2026-01-06 07:06:52,2026-01-06 07:07:11
PAY_001696,ORD_001696,INV_001696,CUST_003249,MERCH_0098,CREDIT_CARD,1499.00,INR,COMPLETED,2026-01-05 22:03:21,2026-01-05 22:03:48
PAY_001697,ORD_001697,INV_001697,CUST_003763,MERCH_0088,CREDIT_CARD,630.95,EUR,COMPLETED,2026-03-08 07:09:47,2026-03-08 07:09:54
PAY_001698_DUP,ORD_001698,INV_001698,CUST_000619,MERCH_0006,CREDIT_CARD,3999.00,INR,COMPLETED,2026-03-28 14:44:44,2026-03-28 14:44:53
PAY_001698,ORD_001698,INV_001698,CUST_000619,MERCH_0006,CREDIT_CARD,3999.00,INR,COMPLETED,2026-03-28 14:44:29,2026-03-28 14:44:33
PAY_001699,ORD_001699,INV_001699,CUST_002301,MERCH_0032,DEBIT_CARD,244.49,USD,COMPLETED,2026-02-06 18:30:19,2026-02-06 18:30:25
PAY_001700,ORD_001700,INV_001700,CUST_001385,MERCH_0071,CREDIT_CARD,299.00,INR,COMPLETED,2026-02-05 10:44:01,2026-02-05 10:44:27
PAY_001701,ORD_001701,INV_001701,CUST_000996,MERCH_0067,CREDIT_CARD,16.25,GBP,COMPLETED,2026-03-12 14:15:40,2026-03-12 14:16:01
PAY_001703,ORD_001703,INV_001703,CUST_000190,MERCH_0006,SEPA,27.49,EUR,COMPLETED,2026-02-04 15:55:12,2026-02-04 15:55:30
PAY_001704,ORD_001704,INV_001704,CUST_001978,MERCH_0056,CREDIT_CARD,763.99,GBP,COMPLETED,2026-01-27 10:48:07,2026-01-27 10:48:31
PAY_001705,ORD_001705,INV_001705,CUST_003759,MERCH_0028,CREDIT_CARD,29.99,CAD,COMPLETED,2026-01-01 22:57:32,2026-01-01 22:57:59
PAY_001706,ORD_001706,INV_001706,CUST_002127,MERCH_0047,CREDIT_CARD,65.80,GBP,COMPLETED,2026-02-05 14:42:36,2026-02-05 14:42:51
PAY_001707,ORD_001707,INV_001707,CUST_004084,MERCH_0055,CREDIT_CARD,3999.00,INR,COMPLETED,2026-01-08 22:19:46,2026-01-08 22:20:14
PAY_001708,ORD_001708,INV_001708,CUST_002904,MERCH_0075,CREDIT_CARD,471.50,EUR,COMPLETED,2026-02-09 05:54:47,2026-02-09 05:55:07
PAY_001709,ORD_001709,INV_001709,CUST_004051,MERCH_0047,CREDIT_CARD,76.49,USD,COMPLETED,2026-01-21 11:26:51,2026-01-21 11:27:20
PAY_001710,ORD_001710,INV_001710,CUST_001782,MERCH_0018,CREDIT_CARD,151.95,GBP,COMPLETED,2026-03-09 01:44:10,2026-03-09 01:44:38
PAY_001711,ORD_001711,INV_001711,CUST_001790,MERCH_0094,CREDIT_CARD,73.49,USD,COMPLETED,2026-01-01 09:58:37,2026-01-01 09:58:43
PAY_001713,ORD_001713,INV_001713,CUST_002566,MERCH_0050,CREDIT_CARD,575.25,GBP,COMPLETED,2026-02-06 22:43:28,2026-02-06 22:43:43
PAY_001714,ORD_001714,INV_001714,CUST_000232,MERCH_0001,CREDIT_CARD,314.75,GBP,COMPLETED,2026-01-28 08:29:42,2026-01-28 08:29:52
PAY_001715,ORD_001715,INV_001715,CUST_001188,MERCH_0096,CREDIT_CARD,252.49,EUR,COMPLETED,2026-03-18 00:17:00,2026-03-18 00:17:15
PAY_001716,ORD_001716,INV_001716,CUST_000358,MERCH_0009,UPI,2499.00,INR,COMPLETED,2026-03-30 11:25:37,2026-03-30 11:25:44
PAY_001717,ORD_001717,INV_001717,CUST_003701,MERCH_0070,SEPA,30.50,EUR,COMPLETED,2026-01-17 20:55:06,2026-01-17 20:55:09
PAY_001718,ORD_001718,INV_001718,CUST_004780,MERCH_0058,SEPA,572.00,EUR,COMPLETED,2026-03-17 08:28:02,2026-03-17 08:28:19
PAY_001719,ORD_001719,INV_001719,CUST_003909,MERCH_0074,CREDIT_CARD,139.80,USD,COMPLETED,2026-03-29 04:04:47,2026-03-29 04:05:17
PAY_001720,ORD_001720,INV_001720,CUST_000905,MERCH_0016,CREDIT_CARD,508.25,GBP,COMPLETED,2026-01-28 10:29:18,2026-01-28 10:29:44
PAY_001721,ORD_001721,INV_001721,CUST_003545,MERCH_0002,CREDIT_CARD,401.75,EUR,COMPLETED,2026-01-08 19:21:06,2026-01-08 19:21:16
PAY_001722,ORD_001722,INV_001722,CUST_001378,MERCH_0013,CREDIT_CARD,540.99,USD,COMPLETED,2026-02-28 05:39:38,2026-02-28 05:40:04
PAY_001723,ORD_001723,INV_001723,CUST_004988,MERCH_0040,CREDIT_CARD,2728.80,CAD,COMPLETED,2026-02-10 04:34:57,2026-02-10 04:35:18
PAY_001724,ORD_001724,INV_001724,CUST_004346,MERCH_0051,DEBIT_CARD,94.49,USD,COMPLETED,2026-01-17 12:24:54,2026-01-17 12:25:10
PAY_001725,ORD_001725,INV_001725,CUST_001407,MERCH_0088,SEPA,280.75,EUR,COMPLETED,2026-01-12 11:46:52,2026-01-12 11:47:20
PAY_001726,ORD_001726,INV_001726,CUST_004317,MERCH_0079,UPI,299.00,INR,COMPLETED,2026-02-02 07:36:39,2026-02-02 07:37:01
PAY_001727,ORD_001727,INV_001727,CUST_002927,MERCH_0077,CREDIT_CARD,421.99,USD,COMPLETED,2026-03-15 03:00:33,2026-03-15 03:00:46
