internal_payment_id,merchant_order_id,occurred_at,gross_amount,currency,payment_status,payment_method,synthetic_customer_reference
SYNTH-INT-002128,SYNTH-ORDER-002128,2026-01-20T01:44:06Z,2281.45,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002128
SYNTH-INT-002129,SYNTH-ORDER-002129,2026-01-21T03:27:19Z,1286.97,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002129
SYNTH-INT-002130,SYNTH-ORDER-002130,2026-01-22T05:30:14Z,545.53,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002130
SYNTH-INT-002131,SYNTH-ORDER-002131,2026-01-23T07:59:13Z,573.67,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002131
SYNTH-INT-002132,SYNTH-ORDER-002132,2026-01-24T10:13:51Z,1089.70,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002132
SYNTH-INT-002133,SYNTH-ORDER-002133,2026-01-25T12:42:36Z,2230.52,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002133
SYNTH-INT-002134,SYNTH-ORDER-002134,2026-01-26T14:31:51Z,876.97,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002134
SYNTH-INT-002135,SYNTH-ORDER-002135,2026-01-27T16:45:52Z,1102.82,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002135
SYNTH-INT-002136,SYNTH-ORDER-002136,2026-01-28T18:39:49Z,604.22,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002136
SYNTH-INT-002137,SYNTH-ORDER-002137,2026-01-29T21:00:31Z,1226.73,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002137
SYNTH-INT-002138,SYNTH-ORDER-002138,2026-01-30T23:38:29Z,2206.15,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002138
SYNTH-INT-002139,SYNTH-ORDER-002139,2026-01-31T01:44:57Z,1788.94,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002139
SYNTH-INT-002140,SYNTH-ORDER-002140,2026-01-01T04:01:44Z,305.26,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002140
SYNTH-INT-002141,SYNTH-ORDER-002141,2026-01-02T06:11:44Z,2459.89,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002141
SYNTH-INT-002142,SYNTH-ORDER-002142,2026-01-03T08:10:06Z,1512.53,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002142
SYNTH-INT-002143,SYNTH-ORDER-002143,2026-01-04T10:57:43Z,73.31,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002143
SYNTH-INT-002144,SYNTH-ORDER-002144,2026-01-05T13:03:17Z,2337.36,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002144
SYNTH-INT-002145,SYNTH-ORDER-002145,2026-01-06T14:31:01Z,1050.23,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002145
SYNTH-INT-002146,SYNTH-ORDER-002146,2026-01-07T16:50:50Z,1500.71,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002146
SYNTH-INT-002147,SYNTH-ORDER-002147,2026-01-08T19:09:52Z,229.63,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002147
SYNTH-INT-002148,SYNTH-ORDER-002148,2026-01-09T21:36:44Z,1671.40,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002148
SYNTH-INT-002149,SYNTH-ORDER-002149,2026-01-10T23:47:57Z,363.55,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002149
SYNTH-INT-002150,SYNTH-ORDER-002150,2026-01-11T01:34:18Z,1230.04,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002150
SYNTH-INT-002151,SYNTH-ORDER-002151,2026-01-12T03:55:05Z,2389.64,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002151
SYNTH-INT-002152,SYNTH-ORDER-002152,2026-01-13T06:17:28Z,595.93,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002152
SYNTH-INT-002153,SYNTH-ORDER-002153,2026-01-14T08:52:16Z,206.39,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002153
SYNTH-INT-002154,SYNTH-ORDER-002154,2026-01-15T10:26:12Z,2434.75,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002154
SYNTH-INT-002155,SYNTH-ORDER-002155,2026-01-16T12:58:11Z,100.07,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002155
SYNTH-INT-002156,SYNTH-ORDER-002156,2026-01-17T15:27:30Z,1945.58,USD,REFUNDED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002156
SYNTH-INT-002157,SYNTH-ORDER-002157,2026-01-18T17:45:55Z,764.41,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002157
SYNTH-INT-002158,SYNTH-ORDER-002158,2026-01-19T19:19:15Z,1597.39,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002158
SYNTH-INT-002159,SYNTH-ORDER-002159,2026-01-20T21:27:41Z,597.99,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002159
SYNTH-INT-002160,SYNTH-ORDER-002160,2026-01-21T23:25:28Z,716.42,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002160
SYNTH-INT-002161,SYNTH-ORDER-002161,2026-01-22T02:13:44Z,259.86,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002161
SYNTH-INT-002162,SYNTH-ORDER-002162,2026-01-23T04:23:43Z,1709.17,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002162
SYNTH-INT-002163,SYNTH-ORDER-002163,2026-01-24T06:17:31Z,2439.30,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002163
SYNTH-INT-002164,SYNTH-ORDER-002164,2026-01-25T08:56:48Z,1234.36,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002164
SYNTH-INT-002165,SYNTH-ORDER-002165,2026-01-26T10:38:26Z,1767.49,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002165
SYNTH-INT-002166,SYNTH-ORDER-002166,2026-01-27T13:07:00Z,291.62,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002166
SYNTH-INT-002167,SYNTH-ORDER-002167,2026-01-28T14:48:06Z,5.75,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002167
SYNTH-INT-002168,SYNTH-ORDER-002168,2026-01-29T17:39:41Z,1272.05,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002168
SYNTH-INT-002169,SYNTH-ORDER-002169,2026-01-30T20:04:55Z,45.05,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002169
SYNTH-INT-002170,SYNTH-ORDER-002170,2026-01-31T21:28:28Z,2386.03,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002170
SYNTH-INT-002171,SYNTH-ORDER-002171,2026-01-01T00:30:09Z,1541.20,GBP,PARTIALLY_REFUNDED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002171
SYNTH-INT-002172,SYNTH-ORDER-002172,2026-01-02T02:37:17Z,2148.61,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002172
SYNTH-INT-002173,SYNTH-ORDER-002173,2026-01-03T04:33:51Z,482.79,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002173
SYNTH-INT-002174,SYNTH-ORDER-002174,2026-01-04T07:08:09Z,1926.44,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002174
SYNTH-INT-002175,SYNTH-ORDER-002175,2026-01-05T09:16:44Z,2398.23,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002175
SYNTH-INT-002176,SYNTH-ORDER-002176,2026-01-06T10:37:27Z,102.75,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002176
SYNTH-INT-002177,SYNTH-ORDER-002177,2026-01-07T13:19:13Z,1104.35,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002177
SYNTH-INT-002178,SYNTH-ORDER-002178,2026-01-08T15:31:15Z,923.84,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002178
SYNTH-INT-002179,SYNTH-ORDER-002179,2026-01-09T18:09:07Z,1439.12,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002179
SYNTH-INT-002180,SYNTH-ORDER-002180,2026-01-10T19:39:12Z,1305.53,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002180
SYNTH-INT-002181,SYNTH-ORDER-002181,2026-01-11T22:30:38Z,2164.47,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002181
SYNTH-INT-002182,SYNTH-ORDER-002182,2026-01-12T00:34:43Z,2326.36,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002182
SYNTH-INT-002183,SYNTH-ORDER-002183,2026-01-13T02:35:06Z,29.36,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002183
SYNTH-INT-002184,SYNTH-ORDER-002184,2026-01-14T04:47:27Z,2377.87,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002184
SYNTH-INT-002185,SYNTH-ORDER-002185,2026-01-15T06:36:01Z,23.74,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002185
SYNTH-INT-002186,SYNTH-ORDER-002186,2026-01-16T09:13:21Z,2163.72,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002186
SYNTH-INT-002187,SYNTH-ORDER-002187,2026-01-17T11:13:17Z,498.32,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002187
SYNTH-INT-002188,SYNTH-ORDER-002188,2026-01-18T13:28:51Z,863.55,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002188
SYNTH-INT-002189,SYNTH-ORDER-002189,2026-01-19T15:48:20Z,1184.86,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002189
SYNTH-INT-002190,SYNTH-ORDER-002190,2026-01-20T18:01:24Z,2184.64,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002190
SYNTH-INT-002191,SYNTH-ORDER-002191,2026-01-21T20:14:34Z,2315.85,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002191
SYNTH-INT-002192,SYNTH-ORDER-002192,2026-01-22T22:29:20Z,835.66,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002192
SYNTH-INT-002193,SYNTH-ORDER-002193,2026-01-23T00:16:15Z,800.11,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002193
SYNTH-INT-002194,SYNTH-ORDER-002194,2026-01-24T02:30:29Z,210.15,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002194
SYNTH-INT-002195,SYNTH-ORDER-002195,2026-01-25T04:53:25Z,823.55,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002195
SYNTH-INT-002196,SYNTH-ORDER-002196,2026-01-26T07:20:12Z,1934.00,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002196
SYNTH-INT-002197,SYNTH-ORDER-002197,2026-01-27T09:45:18Z,1380.14,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002197
SYNTH-INT-002198,SYNTH-ORDER-002198,2026-01-28T11:15:34Z,2140.76,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002198
SYNTH-INT-002199,SYNTH-ORDER-002199,2026-01-29T14:02:31Z,1514.56,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002199
SYNTH-INT-002200,SYNTH-ORDER-002200,2026-01-30T16:10:59Z,490.73,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002200
SYNTH-INT-002201,SYNTH-ORDER-002201,2026-01-31T18:34:30Z,1407.52,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002201
SYNTH-INT-002202,SYNTH-ORDER-002202,2026-01-01T19:59:58Z,2186.94,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002202
SYNTH-INT-002203,SYNTH-ORDER-002203,2026-01-02T22:37:59Z,457.63,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002203
SYNTH-INT-002204,SYNTH-ORDER-002204,2026-01-03T00:32:18Z,1325.70,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002204
SYNTH-INT-002205,SYNTH-ORDER-002205,2026-01-04T02:51:11Z,1014.71,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002205
SYNTH-INT-002206,SYNTH-ORDER-002206,2026-01-05T05:25:08Z,2016.96,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002206
SYNTH-INT-002207,SYNTH-ORDER-002207,2026-01-06T06:55:05Z,126.88,USD,PARTIALLY_REFUNDED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002207
SYNTH-INT-002208,SYNTH-ORDER-002208,2026-01-07T09:23:44Z,184.56,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002208
SYNTH-INT-002209,SYNTH-ORDER-002209,2026-01-08T11:33:27Z,517.15,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002209
SYNTH-INT-002210,SYNTH-ORDER-002210,2026-01-09T14:11:03Z,1957.51,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002210
SYNTH-INT-002211,SYNTH-ORDER-002211,2026-01-10T16:14:36Z,188.46,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002211
SYNTH-INT-002212,SYNTH-ORDER-002212,2026-01-11T18:29:10Z,2428.10,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002212
SYNTH-INT-002213,SYNTH-ORDER-002213,2026-01-12T20:19:54Z,1236.58,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002213
SYNTH-INT-002214,SYNTH-ORDER-002214,2026-01-13T22:53:00Z,173.04,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002214
SYNTH-INT-002215,SYNTH-ORDER-002215,2026-01-14T00:57:11Z,385.27,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002215
SYNTH-INT-002216,SYNTH-ORDER-002216,2026-01-15T02:46:48Z,1286.36,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002216
SYNTH-INT-002217,SYNTH-ORDER-002217,2026-01-16T05:43:02Z,2323.77,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002217
SYNTH-INT-002218,SYNTH-ORDER-002218,2026-01-17T07:09:50Z,1993.57,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002218
SYNTH-INT-002219,SYNTH-ORDER-002219,2026-01-18T09:50:42Z,1365.17,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002219
SYNTH-INT-002220,SYNTH-ORDER-002220,2026-01-19T11:46:13Z,681.63,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002220
SYNTH-INT-002221,SYNTH-ORDER-002221,2026-01-20T14:24:49Z,106.23,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002221
SYNTH-INT-002222,SYNTH-ORDER-002222,2026-01-21T15:48:38Z,357.20,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002222
SYNTH-INT-002223,SYNTH-ORDER-002223,2026-01-22T18:58:22Z,1367.77,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002223
SYNTH-INT-002224,SYNTH-ORDER-002224,2026-01-23T21:07:41Z,2053.95,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002224
SYNTH-INT-002225,SYNTH-ORDER-002225,2026-01-24T22:52:57Z,1614.91,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002225
SYNTH-INT-002226,SYNTH-ORDER-002226,2026-01-25T00:59:18Z,1850.49,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002226
SYNTH-INT-002227,SYNTH-ORDER-002227,2026-01-26T03:05:41Z,1335.24,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002227
SYNTH-INT-002228,SYNTH-ORDER-002228,2026-01-27T05:51:17Z,2002.11,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002228
SYNTH-INT-002229,SYNTH-ORDER-002229,2026-01-28T07:59:03Z,1576.36,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002229
SYNTH-INT-002230,SYNTH-ORDER-002230,2026-01-29T10:05:28Z,303.69,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002230
SYNTH-INT-002231,SYNTH-ORDER-002231,2026-01-30T11:38:59Z,146.67,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002231
SYNTH-INT-002232,SYNTH-ORDER-002232,2026-01-31T14:25:45Z,1357.64,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002232
SYNTH-INT-002233,SYNTH-ORDER-002233,2026-01-01T16:46:32Z,439.95,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002233
SYNTH-INT-002234,SYNTH-ORDER-002234,2026-01-02T18:17:09Z,2027.90,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002234
SYNTH-INT-002235,SYNTH-ORDER-002235,2026-01-03T20:36:55Z,350.87,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002235
SYNTH-INT-002236,SYNTH-ORDER-002236,2026-01-04T22:43:24Z,558.65,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002236
SYNTH-INT-002237,SYNTH-ORDER-002237,2026-01-05T01:29:23Z,2358.84,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002237
SYNTH-INT-002238,SYNTH-ORDER-002238,2026-01-06T03:09:08Z,2185.88,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002238
SYNTH-INT-002239,SYNTH-ORDER-002239,2026-01-07T05:22:00Z,1448.39,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002239
SYNTH-INT-002240,SYNTH-ORDER-002240,2026-01-08T07:58:33Z,760.54,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002240
SYNTH-INT-002241,SYNTH-ORDER-002241,2026-01-09T10:00:58Z,1183.35,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002241
SYNTH-INT-002242,SYNTH-ORDER-002242,2026-01-10T12:32:15Z,1453.23,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002242
SYNTH-INT-002243,SYNTH-ORDER-002243,2026-01-11T14:07:32Z,1829.26,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002243
SYNTH-INT-002244,SYNTH-ORDER-002244,2026-01-12T16:37:33Z,1852.54,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002244
SYNTH-INT-002245,SYNTH-ORDER-002245,2026-01-13T18:48:22Z,1595.47,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002245
SYNTH-INT-002246,SYNTH-ORDER-002246,2026-01-14T21:28:34Z,1029.64,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002246
SYNTH-INT-002247,SYNTH-ORDER-002247,2026-01-15T23:37:57Z,2212.06,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002247
SYNTH-INT-002248,SYNTH-ORDER-002248,2026-01-16T01:02:20Z,1250.61,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002248
SYNTH-INT-002249,SYNTH-ORDER-002249,2026-01-17T03:40:53Z,1146.60,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002249
SYNTH-INT-002250,SYNTH-ORDER-002250,2026-01-18T05:28:46Z,466.26,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002250
SYNTH-INT-002251,SYNTH-ORDER-002251,2026-01-19T08:00:51Z,1246.30,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002251
SYNTH-INT-002252,SYNTH-ORDER-002252,2026-01-20T10:38:31Z,1976.53,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002252
SYNTH-INT-002253,SYNTH-ORDER-002253,2026-01-21T12:25:23Z,1882.99,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002253
SYNTH-INT-002254,SYNTH-ORDER-002254,2026-01-22T14:33:05Z,435.41,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002254
SYNTH-INT-002255,SYNTH-ORDER-002255,2026-01-23T16:22:30Z,1053.86,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002255
SYNTH-INT-002256,SYNTH-ORDER-002256,2026-01-24T18:54:18Z,1222.70,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002256
SYNTH-INT-002257,SYNTH-ORDER-002257,2026-01-25T21:39:59Z,2267.35,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002257
SYNTH-INT-002258,SYNTH-ORDER-002258,2026-01-26T23:53:58Z,704.08,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002258
SYNTH-INT-002259,SYNTH-ORDER-002259,2026-01-27T01:13:14Z,1157.18,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002259
SYNTH-INT-002260,SYNTH-ORDER-002260,2026-01-28T03:22:55Z,1158.22,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002260
SYNTH-INT-002261,SYNTH-ORDER-002261,2026-01-29T06:31:41Z,143.19,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002261
SYNTH-INT-002262,SYNTH-ORDER-002262,2026-01-30T08:40:16Z,1279.58,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002262
SYNTH-INT-002263,SYNTH-ORDER-002263,2026-01-31T09:58:25Z,533.25,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002263
SYNTH-INT-002264,SYNTH-ORDER-002264,2026-01-01T12:45:24Z,719.97,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002264
SYNTH-INT-002265,SYNTH-ORDER-002265,2026-01-02T15:13:14Z,456.79,USD,PARTIALLY_REFUNDED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002265
SYNTH-INT-002266,SYNTH-ORDER-002266,2026-01-03T17:03:17Z,1324.61,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002266
SYNTH-INT-002267,SYNTH-ORDER-002267,2026-01-04T19:09:08Z,737.60,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002267
SYNTH-INT-002268,SYNTH-ORDER-002268,2026-01-05T21:52:36Z,2464.51,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002268
SYNTH-INT-002269,SYNTH-ORDER-002269,2026-01-06T23:13:09Z,2493.60,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002269
SYNTH-INT-002270,SYNTH-ORDER-002270,2026-01-07T01:43:57Z,928.34,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002270
SYNTH-INT-002271,SYNTH-ORDER-002271,2026-01-08T04:15:47Z,315.05,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002271
SYNTH-INT-002272,SYNTH-ORDER-002272,2026-01-09T05:54:09Z,1205.30,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002272
SYNTH-INT-002273,SYNTH-ORDER-002273,2026-01-10T08:53:54Z,1039.77,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002273
SYNTH-INT-002274,SYNTH-ORDER-002274,2026-01-11T10:27:40Z,147.43,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002274
SYNTH-INT-002275,SYNTH-ORDER-002275,2026-01-12T13:06:43Z,1942.24,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002275
SYNTH-INT-002276,SYNTH-ORDER-002276,2026-01-13T15:20:42Z,228.42,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002276
SYNTH-INT-002277,SYNTH-ORDER-002277,2026-01-14T17:40:59Z,428.32,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002277
SYNTH-INT-002278,SYNTH-ORDER-002278,2026-01-15T19:45:27Z,956.74,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002278
SYNTH-INT-002279,SYNTH-ORDER-002279,2026-01-16T21:54:57Z,1826.08,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002279
SYNTH-INT-002280,SYNTH-ORDER-002280,2026-01-17T23:58:23Z,1975.74,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002280
SYNTH-INT-002281,SYNTH-ORDER-002281,2026-01-18T01:34:39Z,2285.26,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002281
SYNTH-INT-002282,SYNTH-ORDER-002282,2026-01-19T03:50:27Z,69.88,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002282
SYNTH-INT-002283,SYNTH-ORDER-002283,2026-01-20T06:27:36Z,2043.28,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002283
SYNTH-INT-002284,SYNTH-ORDER-002284,2026-01-21T08:20:18Z,994.29,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-002284
SYNTH-INT-002285,SYNTH-ORDER-002285,2026-01-22T11:03:48Z,1501.60,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-002285
SYNTH-INT-002286,SYNTH-ORDER-002286,2026-01-23T13:06:49Z,1391.62,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-002286
