bank_entry_id,settlement_batch_id,booked_at,credited_amount,currency,bank_reference,description
SYNTH-BANK-000403,SYNTH-BATCH-EUR-2026-01-31-0008,2026-01-30T18:39:22Z,5860.02,EUR,SYNTH-BANK-REF-000403,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-31-0008
SYNTH-BANK-000404,SYNTH-BATCH-EUR-2026-01-31-0009,2026-01-30T10:13:25Z,3827.49,EUR,SYNTH-BANK-REF-000404,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-31-0009
SYNTH-BANK-000405,SYNTH-BATCH-EUR-2026-01-31-0010,2026-01-30T20:08:15Z,3455.56,EUR,SYNTH-BANK-REF-000405,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-31-0010
SYNTH-BANK-000406,SYNTH-BATCH-EUR-2026-01-31-0011,2026-01-30T12:17:29Z,4316.36,EUR,SYNTH-BANK-REF-000406,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-31-0011
SYNTH-BANK-000407,SYNTH-BATCH-EUR-2026-01-31-0012,2026-01-30T22:06:59Z,4527.03,EUR,SYNTH-BANK-REF-000407,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-31-0012
SYNTH-BANK-000408,SYNTH-BATCH-EUR-2026-02-01-0000,2026-01-31T18:26:47Z,3929.57,EUR,SYNTH-BANK-REF-000408,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0000
SYNTH-BANK-000409,SYNTH-BATCH-EUR-2026-02-01-0001,2026-02-01T00:04:14Z,2671.40,EUR,SYNTH-BANK-REF-000409,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0001
SYNTH-BANK-000410,SYNTH-BATCH-EUR-2026-02-01-0002,2026-01-31T20:24:07Z,2600.74,EUR,SYNTH-BANK-REF-000410,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0002
SYNTH-BANK-000411,SYNTH-BATCH-EUR-2026-02-01-0003,2026-01-31T12:14:40Z,965.84,EUR,SYNTH-BANK-REF-000411,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0003
SYNTH-BANK-000412,SYNTH-BATCH-EUR-2026-02-01-0004,2026-01-31T21:33:08Z,3781.89,EUR,SYNTH-BANK-REF-000412,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0004
SYNTH-BANK-000413,SYNTH-BATCH-EUR-2026-02-01-0005,2026-01-31T13:00:12Z,1180.84,EUR,SYNTH-BANK-REF-000413,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0005
SYNTH-BANK-000414,SYNTH-BATCH-EUR-2026-02-01-0006,2026-01-31T23:14:47Z,3252.09,EUR,SYNTH-BANK-REF-000414,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0006
SYNTH-BANK-000415,SYNTH-BATCH-EUR-2026-02-01-0007,2026-01-31T15:06:28Z,3246.64,EUR,SYNTH-BANK-REF-000415,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0007
SYNTH-BANK-000416,SYNTH-BATCH-EUR-2026-02-01-0008,2026-01-31T21:12:02Z,5784.64,EUR,SYNTH-BANK-REF-000416,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0008
SYNTH-BANK-000417,SYNTH-BATCH-EUR-2026-02-01-0009,2026-01-31T16:17:26Z,1024.97,EUR,SYNTH-BANK-REF-000417,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0009
SYNTH-BANK-000418,SYNTH-BATCH-EUR-2026-02-01-0010,2026-01-31T22:35:03Z,5270.48,EUR,SYNTH-BANK-REF-000418,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0010
SYNTH-BANK-000419,SYNTH-BATCH-EUR-2026-02-01-0011,2026-01-31T18:06:47Z,2582.94,EUR,SYNTH-BANK-REF-000419,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0011
SYNTH-BANK-000420,SYNTH-BATCH-EUR-2026-02-01-0012,2026-01-31T23:40:42Z,2539.15,EUR,SYNTH-BANK-REF-000420,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-01-0012
SYNTH-BANK-000421,SYNTH-BATCH-EUR-2026-02-02-0000,2026-02-01T20:58:26Z,1603.37,EUR,SYNTH-BANK-REF-000421,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0000
SYNTH-BANK-000422,SYNTH-BATCH-EUR-2026-02-02-0001,2026-02-01T16:44:35Z,5101.62,EUR,SYNTH-BANK-REF-000422,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0001
SYNTH-BANK-000423,SYNTH-BATCH-EUR-2026-02-02-0002,2026-02-01T21:38:28Z,2932.20,EUR,SYNTH-BANK-REF-000423,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0002
SYNTH-BANK-000424,SYNTH-BATCH-EUR-2026-02-02-0003,2026-02-01T18:16:46Z,668.21,EUR,SYNTH-BANK-REF-000424,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0003
SYNTH-BANK-000425,SYNTH-BATCH-EUR-2026-02-02-0004,2026-02-01T23:12:05Z,1880.87,EUR,SYNTH-BANK-REF-000425,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0004
SYNTH-BANK-000426,SYNTH-BATCH-EUR-2026-02-02-0005,2026-02-01T19:12:57Z,2605.48,EUR,SYNTH-BANK-REF-000426,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0005
SYNTH-BANK-000427,SYNTH-BATCH-EUR-2026-02-02-0006,2026-02-01T14:49:31Z,2607.07,EUR,SYNTH-BANK-REF-000427,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0006
SYNTH-BANK-000428,SYNTH-BATCH-EUR-2026-02-02-0007,2026-02-01T21:25:00Z,3829.88,EUR,SYNTH-BANK-REF-000428,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0007
SYNTH-BANK-000429,SYNTH-BATCH-EUR-2026-02-02-0008,2026-02-01T16:40:05Z,2192.50,EUR,SYNTH-BANK-REF-000429,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0008
SYNTH-BANK-000430,SYNTH-BATCH-EUR-2026-02-02-0009,2026-02-01T22:29:16Z,3364.07,EUR,SYNTH-BANK-REF-000430,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0009
SYNTH-BANK-000431,SYNTH-BATCH-EUR-2026-02-02-0010,2026-02-01T18:01:41Z,2822.80,EUR,SYNTH-BANK-REF-000431,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0010
SYNTH-BANK-000432,SYNTH-BATCH-EUR-2026-02-02-0011,2026-02-01T14:43:27Z,5361.03,EUR,SYNTH-BANK-REF-000432,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0011
SYNTH-BANK-000433,SYNTH-BATCH-EUR-2026-02-02-0012,2026-02-01T19:54:21Z,4014.58,EUR,SYNTH-BANK-REF-000433,Synthetic settlement for SYNTH-BATCH-EUR-2026-02-02-0012
SYNTH-BANK-000434,SYNTH-BATCH-GBP-2026-01-03-0000,2026-01-02T23:07:28Z,3216.37,GBP,SYNTH-BANK-REF-000434,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0000
SYNTH-BANK-000435,SYNTH-BATCH-GBP-2026-01-03-0001,2026-01-02T18:25:38Z,979.85,GBP,SYNTH-BANK-REF-000435,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0001
SYNTH-BANK-000436,SYNTH-BATCH-GBP-2026-01-03-0002,2026-01-02T14:42:31Z,4564.60,GBP,SYNTH-BANK-REF-000436,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0002
SYNTH-BANK-000437,SYNTH-BATCH-GBP-2026-01-03-0003,2026-01-02T19:41:37Z,2540.96,GBP,SYNTH-BANK-REF-000437,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0003
SYNTH-BANK-000438,SYNTH-BATCH-GBP-2026-01-03-0004,2026-01-02T15:35:04Z,2628.01,GBP,SYNTH-BANK-REF-000438,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0004
SYNTH-BANK-000439,SYNTH-BATCH-GBP-2026-01-03-0005,2026-01-02T21:31:11Z,1994.19,GBP,SYNTH-BANK-REF-000439,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0005
SYNTH-BANK-000440,SYNTH-BATCH-GBP-2026-01-03-0006,2026-01-02T17:48:03Z,3553.53,GBP,SYNTH-BANK-REF-000440,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0006
SYNTH-BANK-000441,SYNTH-BATCH-GBP-2026-01-03-0007,2026-01-02T23:40:09Z,1816.75,GBP,SYNTH-BANK-REF-000441,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0007
SYNTH-BANK-000442,SYNTH-BATCH-GBP-2026-01-03-0008,2026-01-02T19:05:15Z,4472.54,GBP,SYNTH-BANK-REF-000442,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0008
SYNTH-BANK-000443,SYNTH-BATCH-GBP-2026-01-03-0009,2026-01-02T15:20:58Z,653.64,GBP,SYNTH-BANK-REF-000443,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0009
SYNTH-BANK-000444,SYNTH-BATCH-GBP-2026-01-03-0010,2026-01-02T20:51:57Z,4712.53,GBP,SYNTH-BANK-REF-000444,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0010
SYNTH-BANK-000445,SYNTH-BATCH-GBP-2026-01-03-0011,2026-01-02T16:50:55Z,310.99,GBP,SYNTH-BANK-REF-000445,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0011
SYNTH-BANK-000446,SYNTH-BATCH-GBP-2026-01-03-0012,2026-01-02T22:33:12Z,4330.86,GBP,SYNTH-BANK-REF-000446,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-03-0012
SYNTH-BANK-000447,SYNTH-BATCH-GBP-2026-01-04-0000,2026-01-03T18:21:25Z,1176.53,GBP,SYNTH-BANK-REF-000447,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0000
SYNTH-BANK-000448,SYNTH-BATCH-GBP-2026-01-04-0001,2026-01-03T14:08:55Z,4344.83,GBP,SYNTH-BANK-REF-000448,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0001
SYNTH-BANK-000449,SYNTH-BATCH-GBP-2026-01-04-0002,2026-01-03T20:43:34Z,3480.33,GBP,SYNTH-BANK-REF-000449,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0002
SYNTH-BANK-000450,SYNTH-BATCH-GBP-2026-01-04-0003,2026-01-03T16:10:51Z,3603.01,GBP,SYNTH-BANK-REF-000450,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0003
SYNTH-BANK-000451,SYNTH-BATCH-GBP-2026-01-04-0004,2026-01-03T22:20:44Z,1236.99,GBP,SYNTH-BANK-REF-000451,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0004
SYNTH-BANK-000452,SYNTH-BATCH-GBP-2026-01-04-0005,2026-01-03T18:06:51Z,4660.23,GBP,SYNTH-BANK-REF-000452,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0005
SYNTH-BANK-000453,SYNTH-BATCH-GBP-2026-01-04-0006,2026-01-03T23:02:00Z,3401.71,GBP,SYNTH-BANK-REF-000453,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0006
SYNTH-BANK-000454,SYNTH-BATCH-GBP-2026-01-04-0007,2026-01-03T14:58:27Z,4151.23,GBP,SYNTH-BANK-REF-000454,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0007
SYNTH-BANK-000455,SYNTH-BATCH-GBP-2026-01-04-0008,2026-01-03T10:57:05Z,1255.04,GBP,SYNTH-BANK-REF-000455,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0008
SYNTH-BANK-000456,SYNTH-BATCH-GBP-2026-01-04-0009,2026-01-03T21:03:50Z,5374.45,GBP,SYNTH-BANK-REF-000456,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0009
SYNTH-BANK-000457,SYNTH-BATCH-GBP-2026-01-04-0010,2026-01-03T12:34:07Z,3024.34,GBP,SYNTH-BANK-REF-000457,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0010
SYNTH-BANK-000458,SYNTH-BATCH-GBP-2026-01-04-0011,2026-01-03T22:30:09Z,2483.62,GBP,SYNTH-BANK-REF-000458,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0011
SYNTH-BANK-000459,SYNTH-BATCH-GBP-2026-01-04-0012,2026-01-03T14:10:55Z,2929.43,GBP,SYNTH-BANK-REF-000459,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-04-0012
SYNTH-BANK-000460,SYNTH-BATCH-GBP-2026-01-05-0000,2026-01-04T11:07:00Z,2868.22,GBP,SYNTH-BANK-REF-000460,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0000
SYNTH-BANK-000461,SYNTH-BATCH-GBP-2026-01-05-0001,2026-01-04T21:01:10Z,4089.93,GBP,SYNTH-BANK-REF-000461,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0001
SYNTH-BANK-000462,SYNTH-BATCH-GBP-2026-01-05-0002,2026-01-04T12:40:49Z,2142.18,GBP,SYNTH-BANK-REF-000462,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0002
SYNTH-BANK-000463,SYNTH-BATCH-GBP-2026-01-05-0003,2026-01-04T22:00:12Z,5411.14,GBP,SYNTH-BANK-REF-000463,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0003
SYNTH-BANK-000464,SYNTH-BATCH-GBP-2026-01-05-0004,2026-01-04T14:19:44Z,677.82,GBP,SYNTH-BANK-REF-000464,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0004
SYNTH-BANK-000465,SYNTH-BATCH-GBP-2026-01-05-0005,2026-01-05T00:05:41Z,1867.16,GBP,SYNTH-BANK-REF-000465,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0005
SYNTH-BANK-000466,SYNTH-BATCH-GBP-2026-01-05-0006,2026-01-04T15:26:10Z,4395.13,GBP,SYNTH-BANK-REF-000466,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0006
SYNTH-BANK-000467,SYNTH-BATCH-GBP-2026-01-05-0007,2026-01-04T21:39:22Z,3313.13,GBP,SYNTH-BANK-REF-000467,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0007
SYNTH-BANK-000468,SYNTH-BATCH-GBP-2026-01-05-0008,2026-01-04T16:41:33Z,1771.86,GBP,SYNTH-BANK-REF-000468,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0008
SYNTH-BANK-000469,SYNTH-BATCH-GBP-2026-01-05-0009,2026-01-04T23:00:32Z,3646.67,GBP,SYNTH-BANK-REF-000469,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0009
SYNTH-BANK-000470,SYNTH-BATCH-GBP-2026-01-05-0010,2026-01-04T18:34:36Z,1258.65,GBP,SYNTH-BANK-REF-000470,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0010
SYNTH-BANK-000471,SYNTH-BATCH-GBP-2026-01-05-0011,2026-01-04T14:06:14Z,2240.66,GBP,SYNTH-BANK-REF-000471,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0011
SYNTH-BANK-000472,SYNTH-BATCH-GBP-2026-01-05-0012,2026-01-04T20:37:11Z,2776.11,GBP,SYNTH-BANK-REF-000472,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-05-0012
SYNTH-BANK-000473,SYNTH-BATCH-GBP-2026-01-06-0000,2026-01-05T17:08:37Z,2364.27,GBP,SYNTH-BANK-REF-000473,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0000
SYNTH-BANK-000474,SYNTH-BATCH-GBP-2026-01-06-0001,2026-01-05T22:28:51Z,6076.50,GBP,SYNTH-BANK-REF-000474,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0001
SYNTH-BANK-000475,SYNTH-BATCH-GBP-2026-01-06-0002,2026-01-05T18:41:39Z,774.35,GBP,SYNTH-BANK-REF-000475,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0002
SYNTH-BANK-000476,SYNTH-BATCH-GBP-2026-01-06-0003,2026-01-05T14:29:20Z,5659.77,GBP,SYNTH-BANK-REF-000476,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0003
SYNTH-BANK-000477,SYNTH-BATCH-GBP-2026-01-06-0004,2026-01-05T19:39:36Z,3000.57,GBP,SYNTH-BANK-REF-000477,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0004
SYNTH-BANK-000478,SYNTH-BATCH-GBP-2026-01-06-0005,2026-01-05T15:21:14Z,5653.63,GBP,SYNTH-BANK-REF-000478,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0005
SYNTH-BANK-000479,SYNTH-BATCH-GBP-2026-01-06-0006,2026-01-05T21:29:25Z,1497.87,GBP,SYNTH-BANK-REF-000479,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0006
SYNTH-BANK-000480,SYNTH-BATCH-GBP-2026-01-06-0007,2026-01-05T16:46:25Z,1833.70,GBP,SYNTH-BANK-REF-000480,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0007
SYNTH-BANK-000481,SYNTH-BATCH-GBP-2026-01-06-0008,2026-01-05T23:18:58Z,2632.69,GBP,SYNTH-BANK-REF-000481,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0008
SYNTH-BANK-000482,SYNTH-BATCH-GBP-2026-01-06-0009,2026-01-05T19:08:24Z,2498.59,GBP,SYNTH-BANK-REF-000482,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0009
SYNTH-BANK-000483,SYNTH-BATCH-GBP-2026-01-06-0010,2026-01-05T15:05:21Z,1136.09,GBP,SYNTH-BANK-REF-000483,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0010
SYNTH-BANK-000484,SYNTH-BATCH-GBP-2026-01-06-0011,2026-01-05T20:49:36Z,4137.71,GBP,SYNTH-BANK-REF-000484,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0011
SYNTH-BANK-000485,SYNTH-BATCH-GBP-2026-01-06-0012,2026-01-05T16:02:40Z,1284.82,GBP,SYNTH-BANK-REF-000485,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-06-0012
SYNTH-BANK-000486,SYNTH-BATCH-GBP-2026-01-07-0000,2026-01-06T22:28:26Z,2307.62,GBP,SYNTH-BANK-REF-000486,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0000
SYNTH-BANK-000487,SYNTH-BATCH-GBP-2026-01-07-0001,2026-01-06T18:41:05Z,4559.43,GBP,SYNTH-BANK-REF-000487,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0001
SYNTH-BANK-000488,SYNTH-BATCH-GBP-2026-01-07-0002,2026-01-06T14:28:21Z,720.55,GBP,SYNTH-BANK-REF-000488,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0002
SYNTH-BANK-000489,SYNTH-BATCH-GBP-2026-01-07-0003,2026-01-06T19:57:55Z,2125.01,GBP,SYNTH-BANK-REF-000489,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0003
SYNTH-BANK-000490,SYNTH-BATCH-GBP-2026-01-07-0004,2026-01-06T15:56:05Z,2238.74,GBP,SYNTH-BANK-REF-000490,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0004
SYNTH-BANK-000491,SYNTH-BATCH-GBP-2026-01-07-0005,2026-01-06T21:31:27Z,3637.19,GBP,SYNTH-BANK-REF-000491,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0005
SYNTH-BANK-000492,SYNTH-BATCH-GBP-2026-01-07-0006,2026-01-06T17:28:08Z,804.41,GBP,SYNTH-BANK-REF-000492,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0006
SYNTH-BANK-000493,SYNTH-BATCH-GBP-2026-01-07-0007,2026-01-06T23:41:28Z,5353.55,GBP,SYNTH-BANK-REF-000493,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0007
SYNTH-BANK-000494,SYNTH-BATCH-GBP-2026-01-07-0008,2026-01-06T19:10:22Z,2287.85,GBP,SYNTH-BANK-REF-000494,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0008
SYNTH-BANK-000495,SYNTH-BATCH-GBP-2026-01-07-0009,2026-01-06T14:28:37Z,2415.41,GBP,SYNTH-BANK-REF-000495,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0009
SYNTH-BANK-000496,SYNTH-BATCH-GBP-2026-01-07-0010,2026-01-06T20:33:35Z,1661.90,GBP,SYNTH-BANK-REF-000496,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0010
SYNTH-BANK-000497,SYNTH-BATCH-GBP-2026-01-07-0011,2026-01-06T16:14:51Z,3614.52,GBP,SYNTH-BANK-REF-000497,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0011
SYNTH-BANK-000498,SYNTH-BATCH-GBP-2026-01-07-0012,2026-01-06T22:18:45Z,1883.08,GBP,SYNTH-BANK-REF-000498,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-07-0012
SYNTH-BANK-000499,SYNTH-BATCH-GBP-2026-01-08-0000,2026-01-07T18:38:51Z,3654.95,GBP,SYNTH-BANK-REF-000499,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0000
SYNTH-BANK-000500,SYNTH-BATCH-GBP-2026-01-08-0001,2026-01-07T14:39:36Z,3323.96,GBP,SYNTH-BANK-REF-000500,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0001
SYNTH-BANK-000501,SYNTH-BATCH-GBP-2026-01-08-0002,2026-01-07T19:59:24Z,2413.52,GBP,SYNTH-BANK-REF-000501,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0002
SYNTH-BANK-000502,SYNTH-BATCH-GBP-2026-01-08-0003,2026-01-07T15:53:53Z,5632.86,GBP,SYNTH-BANK-REF-000502,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0003
SYNTH-BANK-000503,SYNTH-BATCH-GBP-2026-01-08-0004,2026-01-07T22:01:20Z,1988.68,GBP,SYNTH-BANK-REF-000503,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0004
SYNTH-BANK-000504,SYNTH-BATCH-GBP-2026-01-08-0005,2026-01-07T18:12:16Z,2645.11,GBP,SYNTH-BANK-REF-000504,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0005
SYNTH-BANK-000505,SYNTH-BATCH-GBP-2026-01-08-0006,2026-01-07T23:28:03Z,4165.19,GBP,SYNTH-BANK-REF-000505,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0006
SYNTH-BANK-000506,SYNTH-BATCH-GBP-2026-01-08-0007,2026-01-07T19:37:02Z,5216.75,GBP,SYNTH-BANK-REF-000506,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0007
SYNTH-BANK-000507,SYNTH-BATCH-GBP-2026-01-08-0008,2026-01-07T11:24:05Z,3228.78,GBP,SYNTH-BANK-REF-000507,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0008
SYNTH-BANK-000508,SYNTH-BATCH-GBP-2026-01-08-0009,2026-01-07T20:35:54Z,4686.40,GBP,SYNTH-BANK-REF-000508,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0009
SYNTH-BANK-000509,SYNTH-BATCH-GBP-2026-01-08-0010,2026-01-07T12:35:38Z,3405.27,GBP,SYNTH-BANK-REF-000509,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0010
SYNTH-BANK-000510,SYNTH-BATCH-GBP-2026-01-08-0011,2026-01-07T22:50:07Z,2861.59,GBP,SYNTH-BANK-REF-000510,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0011
SYNTH-BANK-000511,SYNTH-BATCH-GBP-2026-01-08-0012,2026-01-07T13:47:08Z,3223.78,GBP,SYNTH-BANK-REF-000511,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-08-0012
SYNTH-BANK-000512,SYNTH-BATCH-GBP-2026-01-09-0000,2026-01-08T20:26:13Z,4698.86,GBP,SYNTH-BANK-REF-000512,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0000
SYNTH-BANK-000513,SYNTH-BATCH-GBP-2026-01-09-0001,2026-01-08T16:00:43Z,1459.33,GBP,SYNTH-BANK-REF-000513,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0001
SYNTH-BANK-000514,SYNTH-BATCH-GBP-2026-01-09-0002,2026-01-08T22:06:12Z,1575.20,GBP,SYNTH-BANK-REF-000514,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0002
SYNTH-BANK-000515,SYNTH-BATCH-GBP-2026-01-09-0003,2026-01-08T18:08:57Z,3766.63,GBP,SYNTH-BANK-REF-000515,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0003
SYNTH-BANK-000516,SYNTH-BATCH-GBP-2026-01-09-0004,2026-01-08T23:46:40Z,3539.92,GBP,SYNTH-BANK-REF-000516,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0004
SYNTH-BANK-000517,SYNTH-BATCH-GBP-2026-01-09-0005,2026-01-08T19:56:09Z,2890.55,GBP,SYNTH-BANK-REF-000517,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0005
SYNTH-BANK-000518,SYNTH-BATCH-GBP-2026-01-09-0006,2026-01-08T15:47:46Z,6833.11,GBP,SYNTH-BANK-REF-000518,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0006
SYNTH-BANK-000519,SYNTH-BATCH-GBP-2026-01-09-0007,2026-01-08T20:42:50Z,1844.51,GBP,SYNTH-BANK-REF-000519,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0007
SYNTH-BANK-000520,SYNTH-BATCH-GBP-2026-01-09-0008,2026-01-08T16:41:44Z,4609.69,GBP,SYNTH-BANK-REF-000520,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0008
SYNTH-BANK-000521,SYNTH-BATCH-GBP-2026-01-09-0009,2026-01-08T22:27:40Z,986.99,GBP,SYNTH-BANK-REF-000521,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0009
SYNTH-BANK-000522,SYNTH-BATCH-GBP-2026-01-09-0010,2026-01-08T18:49:42Z,5774.87,GBP,SYNTH-BANK-REF-000522,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0010
SYNTH-BANK-000523,SYNTH-BATCH-GBP-2026-01-09-0011,2026-01-08T23:55:36Z,1822.36,GBP,SYNTH-BANK-REF-000523,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0011
SYNTH-BANK-000524,SYNTH-BATCH-GBP-2026-01-09-0012,2026-01-08T19:53:46Z,2157.67,GBP,SYNTH-BANK-REF-000524,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-09-0012
SYNTH-BANK-000525,SYNTH-BATCH-GBP-2026-01-10-0000,2026-01-09T16:57:16Z,2684.50,GBP,SYNTH-BANK-REF-000525,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-10-0000
SYNTH-BANK-000526,SYNTH-BATCH-GBP-2026-01-10-0001,2026-01-09T22:33:43Z,953.93,GBP,SYNTH-BANK-REF-000526,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-10-0001
