processor_transaction_id,merchant_order_id,processor_event_type,processor_event_time,gross_amount,fee_amount,net_amount,currency,settlement_batch_id,processor_status
SYNTH-PROC-000979,SYNTH-ORDER-000979,CAPTURE,2026-01-18T18:30:22Z,2187.69,63.74,2123.95,USD,SYNTH-BATCH-USD-2026-01-20-0001,SETTLED
SYNTH-PROC-000980,SYNTH-ORDER-000980,CAPTURE,2026-01-19T20:48:17Z,971.85,28.48,943.37,EUR,SYNTH-BATCH-EUR-2026-01-21-0001,SETTLED
SYNTH-PROC-000981,SYNTH-ORDER-000981,CAPTURE,2026-01-20T23:01:11Z,1487.31,43.43,1443.88,GBP,SYNTH-BATCH-GBP-2026-01-22-0001,SETTLED
SYNTH-PROC-000982,SYNTH-ORDER-000982,CAPTURE,2026-01-21T01:10:20Z,2170.72,63.25,2107.47,USD,SYNTH-BATCH-USD-2026-01-23-0001,SETTLED
SYNTH-PROC-000983,SYNTH-ORDER-000983,CAPTURE,2026-01-22T03:06:36Z,2353.33,68.55,2284.78,USD,SYNTH-BATCH-USD-2026-01-24-0001,SETTLED
SYNTH-PROC-000984,SYNTH-ORDER-000984,CAPTURE,2026-01-23T04:57:07Z,299.70,8.99,290.71,USD,SYNTH-BATCH-USD-2026-01-25-0001,SETTLED
SYNTH-PROC-000985,SYNTH-ORDER-000985,CAPTURE,2026-01-24T06:59:15Z,2499.80,72.79,2427.01,USD,SYNTH-BATCH-USD-2026-01-26-0001,SETTLED
SYNTH-PROC-000986,SYNTH-ORDER-000986,CAPTURE,2026-01-25T09:11:43Z,303.46,9.10,294.36,USD,SYNTH-BATCH-USD-2026-01-27-0001,SETTLED
SYNTH-PROC-000987,SYNTH-ORDER-000987,CAPTURE,2026-01-26T11:53:38Z,1780.67,51.94,1728.73,USD,SYNTH-BATCH-USD-2026-01-28-0001,SETTLED
SYNTH-PROC-000988,SYNTH-ORDER-000988,CAPTURE,2026-01-27T13:32:11Z,990.99,29.04,961.95,USD,SYNTH-BATCH-USD-2026-01-29-0001,SETTLED
SYNTH-PROC-000989,SYNTH-ORDER-000989,CAPTURE,2026-01-28T15:59:08Z,1495.87,43.68,1452.19,USD,SYNTH-BATCH-USD-2026-01-30-0001,SETTLED
SYNTH-PROC-000990,SYNTH-ORDER-000990,CAPTURE,2026-01-29T18:41:58Z,2151.51,62.69,2088.82,EUR,SYNTH-BATCH-EUR-2026-01-31-0001,SETTLED
SYNTH-PROC-000991,SYNTH-ORDER-000991,CAPTURE,2026-01-30T20:39:30Z,977.86,28.66,949.20,GBP,SYNTH-BATCH-GBP-2026-02-01-0001,SETTLED
SYNTH-PROC-000992,SYNTH-ORDER-000992,CAPTURE,2026-01-31T23:08:10Z,2225.95,64.85,2161.10,USD,SYNTH-BATCH-USD-2026-02-02-0001,SETTLED
SYNTH-PROC-000993,SYNTH-ORDER-000993,CAPTURE,2026-01-01T00:53:05Z,969.94,28.43,941.51,USD,SYNTH-BATCH-USD-2026-01-03-0001,SETTLED
SYNTH-PROC-000994,SYNTH-ORDER-000994,CAPTURE,2026-01-02T03:12:40Z,548.24,16.20,532.04,USD,SYNTH-BATCH-USD-2026-01-04-0001,SETTLED
SYNTH-PROC-000995,SYNTH-ORDER-000995,CAPTURE,2026-01-03T05:07:26Z,1906.98,55.60,1851.38,USD,SYNTH-BATCH-USD-2026-01-05-0001,SETTLED
SYNTH-PROC-000996,SYNTH-ORDER-000996,CAPTURE,2026-01-04T07:32:11Z,1177.99,34.46,1143.53,USD,SYNTH-BATCH-USD-2026-01-06-0001,SETTLED
SYNTH-PROC-000997,SYNTH-ORDER-000997,CAPTURE,2026-01-05T09:21:37Z,1860.07,54.24,1805.83,USD,SYNTH-BATCH-USD-2026-01-07-0001,SETTLED
SYNTH-PROC-000998,SYNTH-ORDER-000998,CAPTURE,2026-01-06T12:27:39Z,1051.23,30.79,1020.44,USD,SYNTH-BATCH-USD-2026-01-08-0001,SETTLED
SYNTH-PROC-000999,SYNTH-ORDER-000999,CAPTURE,2026-01-07T13:54:06Z,2350.64,68.47,2282.17,USD,SYNTH-BATCH-USD-2026-01-09-0001,SETTLED
SYNTH-PROC-001000,SYNTH-ORDER-001000,CAPTURE,2026-01-08T16:37:19Z,1943.93,56.67,1887.26,EUR,SYNTH-BATCH-EUR-2026-01-10-0001,SETTLED
SYNTH-PROC-001001,SYNTH-ORDER-001001,CAPTURE,2026-01-09T18:58:51Z,495.77,14.68,481.09,GBP,SYNTH-BATCH-GBP-2026-01-11-0001,SETTLED
SYNTH-PROC-001002,SYNTH-ORDER-001002,CAPTURE,2026-01-10T20:17:23Z,281.66,8.47,273.19,USD,SYNTH-BATCH-USD-2026-01-12-0001,SETTLED
SYNTH-PROC-001003,SYNTH-ORDER-001003,CAPTURE,2026-01-11T22:52:23Z,688.11,20.26,667.85,USD,SYNTH-BATCH-DUPLICATE-001003,SETTLED
SYNTH-PROC-001004,SYNTH-ORDER-001004,CAPTURE,2026-01-12T00:43:27Z,2152.81,62.73,2090.08,USD,SYNTH-BATCH-USD-2026-01-14-0001,SETTLED
SYNTH-PROC-001005,SYNTH-ORDER-001005,CAPTURE,2026-01-13T02:57:22Z,895.64,26.27,869.37,USD,SYNTH-BATCH-USD-2026-01-15-0001,SETTLED
SYNTH-PROC-001006,SYNTH-ORDER-001006,CAPTURE,2026-01-14T06:00:09Z,960.42,28.15,932.27,USD,SYNTH-BATCH-USD-2026-01-16-0001,SETTLED
SYNTH-PROC-001007,SYNTH-ORDER-001007,CAPTURE,2026-01-15T07:24:43Z,55.94,1.92,54.02,USD,SYNTH-BATCH-USD-2026-01-17-0001,SETTLED
SYNTH-PROC-001008,SYNTH-ORDER-001008,CAPTURE,2026-01-16T10:06:05Z,1607.64,46.92,1560.72,USD,SYNTH-BATCH-USD-2026-01-18-0001,SETTLED
SYNTH-PROC-001009,SYNTH-ORDER-001009,CAPTURE,2026-01-17T12:21:40Z,855.72,25.12,830.60,USD,SYNTH-BATCH-USD-2026-01-19-0001,SETTLED
SYNTH-PROC-001010,SYNTH-ORDER-001010,CAPTURE,2026-01-18T13:57:58Z,2362.63,68.82,2293.81,EUR,SYNTH-BATCH-EUR-2026-01-20-0001,SETTLED
SYNTH-PROC-001011,SYNTH-ORDER-001011,CAPTURE,2026-01-19T16:32:29Z,1598.52,46.66,1551.86,GBP,SYNTH-BATCH-GBP-2026-01-21-0001,SETTLED
SYNTH-PROC-001012,SYNTH-ORDER-001012,CAPTURE,2026-01-20T18:24:16Z,2083.88,60.73,2023.15,USD,SYNTH-BATCH-USD-2026-01-22-0001,SETTLED
SYNTH-PROC-001013,SYNTH-ORDER-001013,CAPTURE,2026-01-21T20:30:11Z,324.30,9.70,314.60,USD,SYNTH-BATCH-USD-2026-01-23-0001,SETTLED
SYNTH-PROC-001014,SYNTH-ORDER-001014,CAPTURE,2026-01-22T23:33:57Z,419.60,12.47,407.13,USD,SYNTH-BATCH-USD-2026-01-24-0001,SETTLED
SYNTH-PROC-001015,SYNTH-ORDER-001015,CAPTURE,2026-01-23T00:54:08Z,1350.23,39.46,1310.77,USD,SYNTH-BATCH-USD-2026-01-25-0001,SETTLED
SYNTH-PROC-001016,SYNTH-ORDER-001016,CAPTURE,2026-01-24T03:34:26Z,1373.18,40.12,1333.06,USD,SYNTH-BATCH-USD-2026-01-26-0001,SETTLED
SYNTH-PROC-001017,SYNTH-ORDER-001017,CAPTURE,2026-01-25T05:32:02Z,778.65,22.88,755.77,USD,SYNTH-BATCH-USD-2026-01-27-0001,SETTLED
SYNTH-PROC-001018,SYNTH-ORDER-001018,CAPTURE,2026-01-26T07:57:19Z,2277.25,66.34,2210.91,USD,SYNTH-BATCH-USD-2026-01-28-0001,SETTLED
SYNTH-PROC-001019,SYNTH-ORDER-001019,CAPTURE,2026-01-27T09:52:34Z,1523.43,44.48,1478.95,USD,SYNTH-BATCH-USD-2026-01-29-0001,SETTLED
SYNTH-PROC-001020,SYNTH-ORDER-001020,CAPTURE,2026-01-28T11:57:44Z,49.83,1.75,48.08,EUR,SYNTH-BATCH-EUR-2026-01-30-0001,SETTLED
SYNTH-PROC-001021,SYNTH-ORDER-001021,CAPTURE,2026-01-29T14:51:03Z,1423.54,41.58,1381.96,GBP,SYNTH-BATCH-GBP-2026-01-31-0001,SETTLED
SYNTH-PROC-001022,SYNTH-ORDER-001022,CAPTURE,2026-01-30T16:57:36Z,1902.80,55.48,1847.32,USD,SYNTH-BATCH-USD-2026-02-01-0001,SETTLED
SYNTH-PROC-001023,SYNTH-ORDER-001023,CAPTURE,2026-01-31T18:37:15Z,135.42,4.23,131.19,USD,SYNTH-BATCH-USD-2026-02-02-0001,SETTLED
SYNTH-PROC-001024,SYNTH-ORDER-001024,CAPTURE,2026-01-01T21:11:55Z,842.84,24.74,818.10,USD,SYNTH-BATCH-USD-2026-01-03-0001,SETTLED
SYNTH-PROC-001025,SYNTH-ORDER-001025,CAPTURE,2026-01-02T23:48:47Z,1201.96,35.16,1166.80,USD,SYNTH-BATCH-USD-2026-01-04-0001,SETTLED
SYNTH-PROC-001026,SYNTH-ORDER-001026,CAPTURE,2026-01-03T01:31:02Z,1946.09,56.74,1889.35,USD,SYNTH-BATCH-USD-2026-01-05-0001,SETTLED
SYNTH-PROC-001027,SYNTH-ORDER-001027,CAPTURE,2026-01-04T03:43:48Z,2117.42,61.71,2055.71,USD,SYNTH-BATCH-USD-2026-01-06-0001,SETTLED
SYNTH-PROC-001028,SYNTH-ORDER-001028,CAPTURE,2026-01-05T06:16:45Z,1314.71,38.43,1276.28,USD,SYNTH-BATCH-USD-2026-01-07-0001,SETTLED
SYNTH-PROC-001029,SYNTH-ORDER-001029,CAPTURE,2026-01-06T08:12:10Z,1556.82,45.45,1511.37,USD,SYNTH-BATCH-USD-2026-01-08-0001,SETTLED
SYNTH-PROC-001030,SYNTH-ORDER-001030,CAPTURE,2026-01-07T09:53:10Z,662.88,19.52,643.36,EUR,SYNTH-BATCH-EUR-2026-01-09-0001,SETTLED
SYNTH-PROC-001031,SYNTH-ORDER-001031,CAPTURE,2026-01-08T12:45:14Z,93.83,3.02,90.81,GBP,SYNTH-BATCH-GBP-2026-01-10-0001,SETTLED
SYNTH-PROC-001032,SYNTH-ORDER-001032,CAPTURE,2026-01-09T14:51:05Z,2239.23,65.24,2173.99,USD,SYNTH-BATCH-USD-2026-01-11-0001,SETTLED
SYNTH-PROC-001033,SYNTH-ORDER-001033,CAPTURE,2026-01-10T16:33:36Z,674.67,19.87,654.80,USD,SYNTH-BATCH-USD-2026-01-12-0001,SETTLED
SYNTH-PROC-001033-ALTERNATE,SYNTH-ORDER-001033,CAPTURE,2026-01-10T16:34:36Z,674.67,19.87,654.80,USD,SYNTH-BATCH-USD-2026-01-12-0001,SETTLED
SYNTH-PROC-001034,SYNTH-ORDER-001034,CAPTURE,2026-01-11T18:42:56Z,414.34,12.32,402.02,USD,SYNTH-BATCH-USD-2026-01-13-0001,SETTLED
SYNTH-PROC-001035,SYNTH-ORDER-001035,CAPTURE,2026-01-12T21:38:32Z,596.74,17.61,579.13,USD,SYNTH-BATCH-USD-2026-01-14-0001,SETTLED
SYNTH-PROC-001036,SYNTH-ORDER-001036,CAPTURE,2026-01-13T23:04:59Z,1887.11,55.03,1832.08,USD,SYNTH-BATCH-USD-2026-01-15-0001,SETTLED
SYNTH-PROC-001037,SYNTH-ORDER-001037,CAPTURE,2026-01-14T01:32:21Z,1353.78,39.56,1314.22,USD,SYNTH-BATCH-USD-2026-01-16-0001,SETTLED
SYNTH-PROC-001038,SYNTH-ORDER-001038,CAPTURE,2026-01-15T04:25:12Z,1150.69,33.67,1117.02,USD,SYNTH-BATCH-USD-2026-01-17-0001,SETTLED
SYNTH-PROC-001039,SYNTH-ORDER-001039,CAPTURE,2026-01-16T06:11:10Z,282.04,8.48,273.56,USD,SYNTH-BATCH-USD-2026-01-18-0001,SETTLED
SYNTH-PROC-001040,SYNTH-ORDER-001040,CAPTURE,2026-01-17T08:38:29Z,2032.17,59.23,1972.94,EUR,SYNTH-BATCH-EUR-2026-01-19-0001,SETTLED
SYNTH-PROC-001041,SYNTH-ORDER-001041,CAPTURE,2026-01-18T10:44:02Z,1323.39,38.68,1284.71,GBP,SYNTH-BATCH-GBP-2026-01-20-0001,SETTLED
SYNTH-PROC-001042,SYNTH-ORDER-001042,CAPTURE,2026-01-19T12:42:17Z,2449.35,71.33,2378.02,USD,SYNTH-BATCH-USD-2026-01-21-0001,SETTLED
SYNTH-PROC-001042,SYNTH-ORDER-001042,CAPTURE,2026-01-19T12:42:17Z,2449.35,71.33,2378.02,USD,SYNTH-BATCH-USD-2026-01-21-0001,SETTLED
SYNTH-PROC-001043,SYNTH-ORDER-001043,CAPTURE,2026-01-20T14:48:27Z,505.62,14.96,490.66,USD,SYNTH-BATCH-USD-2026-01-22-0001,SETTLED
SYNTH-PROC-001045,SYNTH-ORDER-001045,CAPTURE,2026-01-22T19:28:49Z,945.38,27.72,917.66,USD,SYNTH-BATCH-USD-2026-01-24-0001,SETTLED
SYNTH-PROC-001046,SYNTH-ORDER-001046,CAPTURE,2026-01-23T21:07:04Z,472.16,13.99,458.17,USD,SYNTH-BATCH-USD-2026-01-25-0001,SETTLED
SYNTH-PROC-001047,SYNTH-ORDER-001047,CAPTURE,2026-01-24T23:20:48Z,1700.95,49.63,1651.32,USD,SYNTH-BATCH-USD-2026-01-26-0001,SETTLED
SYNTH-PROC-001048,SYNTH-ORDER-001048,CAPTURE,2026-01-25T01:38:04Z,2352.14,68.51,2283.63,USD,SYNTH-BATCH-USD-2026-01-27-0001,SETTLED
SYNTH-PROC-001049,SYNTH-ORDER-001049,CAPTURE,2026-01-26T03:58:50Z,961.86,28.19,933.67,USD,SYNTH-BATCH-USD-2026-01-28-0001,SETTLED
SYNTH-PROC-001050,SYNTH-ORDER-001050,CAPTURE,2026-01-27T06:23:53Z,1259.19,36.82,1222.37,EUR,SYNTH-BATCH-EUR-2026-01-29-0001,SETTLED
SYNTH-PROC-001051,SYNTH-ORDER-001051,CAPTURE,2026-01-28T08:59:08Z,1168.92,34.20,1134.72,GBP,SYNTH-BATCH-GBP-2026-01-30-0001,SETTLED
SYNTH-PROC-001052,SYNTH-ORDER-001052,CAPTURE,2026-01-29T10:30:30Z,713.57,20.99,692.58,USD,SYNTH-BATCH-USD-2026-01-31-0001,SETTLED
SYNTH-PROC-001053,SYNTH-ORDER-001053,CAPTURE,2026-01-30T12:34:14Z,625.01,18.43,606.58,USD,SYNTH-BATCH-USD-2026-02-01-0001,SETTLED
SYNTH-PROC-001054,SYNTH-ORDER-001054,CAPTURE,2026-01-31T14:40:54Z,2111.19,61.52,2049.67,USD,SYNTH-BATCH-USD-2026-02-02-0001,SETTLED
SYNTH-PROC-001055,SYNTH-ORDER-001055,CAPTURE,2026-01-01T17:08:47Z,2209.57,64.38,2145.19,USD,SYNTH-BATCH-USD-2026-01-03-0001,SETTLED
SYNTH-PROC-001056,SYNTH-ORDER-001056,CAPTURE,2026-01-02T19:34:00Z,2253.24,65.64,2187.60,USD,SYNTH-BATCH-USD-2026-01-04-0001,SETTLED
SYNTH-PROC-001057,SYNTH-ORDER-001057,CAPTURE,2026-01-03T22:08:44Z,677.22,19.94,657.28,USD,SYNTH-BATCH-USD-2026-01-05-0001,SETTLED
SYNTH-PROC-001058,SYNTH-ORDER-001058,CAPTURE,2026-01-04T23:34:31Z,260.13,7.84,252.29,USD,SYNTH-BATCH-USD-2026-01-06-0001,SETTLED
SYNTH-PROC-001059,SYNTH-ORDER-001059,CAPTURE,2026-01-05T01:56:00Z,2225.08,64.83,2160.25,USD,SYNTH-BATCH-USD-2026-01-07-0001,SETTLED
SYNTH-PROC-001060,SYNTH-ORDER-001060,CAPTURE,2026-01-06T04:05:03Z,1543.98,45.08,1498.90,EUR,SYNTH-BATCH-EUR-2026-01-08-0001,SETTLED
SYNTH-PROC-001061,SYNTH-ORDER-001061,CAPTURE,2026-01-07T06:06:57Z,236.15,7.15,229.00,GBP,SYNTH-BATCH-GBP-2026-01-09-0001,SETTLED
SYNTH-PROC-001062,SYNTH-ORDER-001062,CAPTURE,2026-01-08T08:22:24Z,1133.06,33.16,1099.90,USD,SYNTH-BATCH-USD-2026-01-10-0001,SETTLED
SYNTH-PROC-001063,SYNTH-ORDER-001063,CAPTURE,2026-01-09T10:35:59Z,286.49,8.61,277.88,USD,SYNTH-BATCH-USD-2026-01-11-0001,SETTLED
SYNTH-PROC-001064,SYNTH-ORDER-001064,CAPTURE,2026-01-10T13:03:45Z,2337.46,68.09,2269.37,USD,SYNTH-BATCH-USD-2026-01-12-0001,SETTLED
SYNTH-PROC-001065,SYNTH-ORDER-001065,CAPTURE,2026-01-11T15:47:04Z,1900.64,55.42,1845.22,USD,SYNTH-BATCH-USD-2026-01-13-0001,SETTLED
SYNTH-PROC-001066,SYNTH-ORDER-001066,CAPTURE,2026-01-12T17:30:56Z,358.15,10.69,347.46,USD,SYNTH-BATCH-USD-2026-01-14-0001,SETTLED
SYNTH-PROC-001067,SYNTH-ORDER-001067,CAPTURE,2026-01-13T19:40:46Z,967.56,28.36,939.20,USD,SYNTH-BATCH-USD-2026-01-15-0001,SETTLED
SYNTH-PROC-001068,SYNTH-ORDER-001068,CAPTURE,2026-01-14T22:19:52Z,1329.47,38.85,1290.62,USD,SYNTH-BATCH-USD-2026-01-16-0001,SETTLED
SYNTH-PROC-001069,SYNTH-ORDER-001069,CAPTURE,2026-01-15T00:21:38Z,1914.37,55.82,1858.55,USD,SYNTH-BATCH-USD-2026-01-17-0001,SETTLED
SYNTH-PROC-001070,SYNTH-ORDER-001070,CAPTURE,2026-01-16T02:48:22Z,70.62,2.35,68.27,EUR,SYNTH-BATCH-EUR-2026-01-18-0001,SETTLED
SYNTH-PROC-001071,SYNTH-ORDER-001071,CAPTURE,2026-01-17T04:10:28Z,523.31,15.48,507.83,GBP,SYNTH-BATCH-GBP-2026-01-19-0001,SETTLED
SYNTH-PROC-001072,SYNTH-ORDER-001072,CAPTURE,2026-01-18T07:11:33Z,1873.63,54.64,1818.99,USD,SYNTH-BATCH-USD-2026-01-20-0001,SETTLED
SYNTH-PROC-001073,SYNTH-ORDER-001073,CAPTURE,2026-01-19T09:26:50Z,1730.09,50.47,1679.62,USD,SYNTH-BATCH-USD-2026-01-21-0001,SETTLED
SYNTH-PROC-001074,SYNTH-ORDER-001074,CAPTURE,2026-01-20T11:37:35Z,934.50,27.40,907.10,USD,SYNTH-BATCH-USD-2026-01-22-0001,SETTLED
SYNTH-PROC-001075,SYNTH-ORDER-001075,CAPTURE,2026-01-21T13:47:07Z,1750.94,51.08,1699.86,USD,SYNTH-BATCH-USD-2026-01-23-0001,SETTLED
SYNTH-PROC-001076,SYNTH-ORDER-001076,CAPTURE,2026-01-22T16:02:59Z,2119.39,61.76,2057.63,USD,SYNTH-BATCH-USD-2026-01-24-0001,SETTLED
SYNTH-PROC-001077,SYNTH-ORDER-001077,CAPTURE,2026-01-23T17:39:24Z,69.16,2.31,66.85,USD,SYNTH-BATCH-USD-2026-01-25-0001,SETTLED
SYNTH-PROC-001078,SYNTH-ORDER-001078,CAPTURE,2026-01-24T20:07:59Z,2166.06,63.12,2102.94,USD,SYNTH-BATCH-USD-2026-01-26-0001,SETTLED
SYNTH-PROC-001079,SYNTH-ORDER-001079,CAPTURE,2026-01-25T22:12:01Z,315.26,9.44,305.82,USD,SYNTH-BATCH-USD-2026-01-27-0001,SETTLED
SYNTH-PROC-001080,SYNTH-ORDER-001080,CAPTURE,2026-01-26T00:40:50Z,1505.24,43.95,1461.29,EUR,SYNTH-BATCH-EUR-2026-01-28-0001,SETTLED
SYNTH-PROC-001081,SYNTH-ORDER-001081,CAPTURE,2026-01-27T02:44:15Z,2092.99,61.00,2031.99,GBP,SYNTH-BATCH-GBP-2026-01-29-0001,SETTLED
SYNTH-PROC-001082,SYNTH-ORDER-001082,CAPTURE,2026-01-28T04:20:14Z,1953.46,56.95,1896.51,USD,SYNTH-BATCH-USD-2026-01-30-0001,SETTLED
SYNTH-PROC-001083,SYNTH-ORDER-001083,CAPTURE,2026-01-29T06:30:04Z,1469.84,42.93,1426.91,USD,SYNTH-BATCH-USD-2026-01-31-0001,SETTLED
SYNTH-PROC-001084,SYNTH-ORDER-001084,CAPTURE,2026-01-30T09:12:48Z,2280.14,66.42,2213.72,USD,SYNTH-BATCH-USD-2026-02-01-0001,SETTLED
SYNTH-PROC-001085,SYNTH-ORDER-001085,CAPTURE,2026-01-31T11:33:05Z,562.28,16.61,545.67,USD,SYNTH-BATCH-USD-2026-02-02-0001,SETTLED
SYNTH-PROC-001086,SYNTH-ORDER-001086,CAPTURE,2026-01-01T13:36:32Z,554.99,16.39,538.60,USD,SYNTH-BATCH-USD-2026-01-03-0001,SETTLED
SYNTH-PROC-001087,SYNTH-ORDER-001087,CAPTURE,2026-01-02T15:29:26Z,134.44,4.20,130.24,USD,SYNTH-BATCH-USD-2026-01-04-0001,SETTLED
SYNTH-PROC-001088,SYNTH-ORDER-001088,CAPTURE,2026-01-03T17:30:24Z,1705.52,49.76,1655.76,USD,SYNTH-BATCH-USD-2026-01-05-0001,SETTLED
SYNTH-PROC-001089,SYNTH-ORDER-001089,CAPTURE,2026-01-04T20:14:44Z,635.37,18.73,616.64,USD,SYNTH-BATCH-USD-2026-01-06-0001,SETTLED
SYNTH-PROC-001090,SYNTH-ORDER-001090,CAPTURE,2026-01-05T22:18:16Z,363.61,10.84,352.77,EUR,SYNTH-BATCH-EUR-2026-01-07-0001,SETTLED
SYNTH-PROC-001091,SYNTH-ORDER-001091,CAPTURE,2026-01-06T00:26:16Z,535.25,15.82,519.43,GBP,SYNTH-BATCH-GBP-2026-01-08-0001,SETTLED
SYNTH-PROC-001092,SYNTH-ORDER-001092,CAPTURE,2026-01-07T02:56:20Z,1198.47,35.06,1163.41,USD,SYNTH-BATCH-USD-2026-01-09-0001,SETTLED
SYNTH-PROC-001093,SYNTH-ORDER-001093,CAPTURE,2026-01-08T04:51:30Z,531.16,15.70,515.46,USD,SYNTH-BATCH-USD-2026-01-10-0001,SETTLED
SYNTH-PROC-001094,SYNTH-ORDER-001094,CAPTURE,2026-01-09T06:41:51Z,1051.90,30.81,1021.09,USD,SYNTH-BATCH-USD-2026-01-11-0001,SETTLED
SYNTH-PROC-001095,SYNTH-ORDER-001095,CAPTURE,2026-01-10T09:27:41Z,1982.75,57.80,1924.95,USD,SYNTH-BATCH-USD-2026-01-12-0001,SETTLED
SYNTH-PROC-001096,SYNTH-ORDER-001096,CAPTURE,2026-01-11T11:09:21Z,206.99,6.30,200.69,USD,SYNTH-BATCH-USD-2026-01-13-0001,SETTLED
SYNTH-PROC-001097,SYNTH-ORDER-001097,CAPTURE,2026-01-12T13:42:35Z,967.84,28.37,939.47,USD,SYNTH-BATCH-USD-2026-01-14-0001,SETTLED
SYNTH-PROC-001097-ALTERNATE,SYNTH-ORDER-001097,CAPTURE,2026-01-12T13:43:35Z,967.84,28.37,939.47,USD,SYNTH-BATCH-USD-2026-01-14-0001,SETTLED
SYNTH-PROC-001098,SYNTH-ORDER-001098,CAPTURE,2026-01-13T15:53:37Z,410.98,12.22,398.76,USD,SYNTH-BATCH-DUPLICATE-001098,SETTLED
SYNTH-PROC-001099,SYNTH-ORDER-001099,CAPTURE,2026-01-14T18:26:36Z,1544.95,45.10,1499.85,USD,SYNTH-BATCH-USD-2026-01-16-0001,SETTLED
SYNTH-PROC-001100,SYNTH-ORDER-001100,CAPTURE,2026-01-15T20:36:15Z,2301.98,67.06,2234.92,EUR,SYNTH-BATCH-EUR-2026-01-17-0001,SETTLED
SYNTH-PROC-001101,SYNTH-ORDER-001101,CAPTURE,2026-01-16T22:14:40Z,1257.23,36.76,1220.47,GBP,SYNTH-BATCH-DUPLICATE-001101,SETTLED
SYNTH-PROC-001102,SYNTH-ORDER-001102,CAPTURE,2026-01-17T00:47:57Z,2208.37,64.34,2144.03,USD,SYNTH-BATCH-USD-2026-01-19-0001,SETTLED
SYNTH-PROC-001103,SYNTH-ORDER-001103,CAPTURE,2026-01-18T02:40:23Z,1902.55,55.47,1847.08,USD,SYNTH-BATCH-USD-2026-01-20-0001,SETTLED
SYNTH-PROC-001104,SYNTH-ORDER-001104,CAPTURE,2026-01-19T04:42:59Z,1549.49,45.24,1504.25,USD,SYNTH-BATCH-USD-2026-01-21-0001,SETTLED
SYNTH-PROC-001105,SYNTH-ORDER-001105,CAPTURE,2026-01-20T07:50:07Z,2064.99,60.18,2004.81,USD,SYNTH-BATCH-USD-2026-01-22-0001,SETTLED
SYNTH-PROC-001106,SYNTH-ORDER-001106,CAPTURE,2026-01-21T09:04:09Z,472.58,14.00,458.58,USD,SYNTH-BATCH-USD-2026-01-23-0001,SETTLED
SYNTH-PROC-001107,SYNTH-ORDER-001107,CAPTURE,2026-01-22T11:41:11Z,1223.75,35.79,1187.96,USD,SYNTH-BATCH-USD-2026-01-24-0001,SETTLED
SYNTH-PROC-001108,SYNTH-ORDER-001108,CAPTURE,2026-01-23T13:32:44Z,2427.76,70.71,2357.05,USD,SYNTH-BATCH-USD-2026-01-25-0001,SETTLED
SYNTH-PROC-001108,SYNTH-ORDER-001108,CAPTURE,2026-01-23T13:32:44Z,2427.76,70.71,2357.05,USD,SYNTH-BATCH-USD-2026-01-25-0001,SETTLED
SYNTH-PROC-001109,SYNTH-ORDER-001109,CAPTURE,2026-01-24T16:36:33Z,1026.08,30.06,996.02,USD,SYNTH-BATCH-USD-2026-01-26-0001,SETTLED
SYNTH-PROC-001110,SYNTH-ORDER-001110,CAPTURE,2026-01-25T18:44:18Z,2275.71,66.30,2209.41,EUR,SYNTH-BATCH-EUR-2026-01-27-0001,SETTLED
SYNTH-PROC-001111,SYNTH-ORDER-001111,CAPTURE,2026-01-26T20:05:38Z,1200.07,35.10,1164.97,GBP,SYNTH-BATCH-GBP-2026-01-28-0001,SETTLED
SYNTH-PROC-001112,SYNTH-ORDER-001112,CAPTURE,2026-01-27T23:12:12Z,2037.90,59.40,1978.50,USD,SYNTH-BATCH-USD-2026-01-29-0001,SETTLED
SYNTH-PROC-001113,SYNTH-ORDER-001113,CAPTURE,2026-01-28T00:44:05Z,894.14,26.23,867.91,USD,SYNTH-BATCH-USD-2026-01-30-0001,SETTLED
SYNTH-PROC-001114,SYNTH-ORDER-001114,CAPTURE,2026-01-29T03:24:59Z,92.52,2.98,89.54,USD,SYNTH-BATCH-USD-2026-01-31-0001,SETTLED
SYNTH-PROC-001115,SYNTH-ORDER-001115,CAPTURE,2026-01-30T04:59:51Z,146.66,4.55,142.11,USD,SYNTH-BATCH-USD-2026-02-01-0001,SETTLED
SYNTH-PROC-001116,SYNTH-ORDER-001116,CAPTURE,2026-01-31T07:10:57Z,225.45,6.84,218.61,USD,SYNTH-BATCH-USD-2026-02-02-0001,SETTLED
SYNTH-PROC-001117,SYNTH-ORDER-001117,CAPTURE,2026-01-01T09:18:35Z,1328.57,38.83,1289.74,USD,SYNTH-BATCH-USD-2026-01-03-0001,SETTLED
SYNTH-PROC-001118,SYNTH-ORDER-001118,CAPTURE,2026-01-02T12:02:13Z,421.20,12.51,408.69,USD,SYNTH-BATCH-USD-2026-01-04-0001,SETTLED
SYNTH-PROC-001119,SYNTH-ORDER-001119,CAPTURE,2026-01-03T14:32:29Z,157.26,4.86,152.40,USD,SYNTH-BATCH-USD-2026-01-05-0001,SETTLED
SYNTH-PROC-001120,SYNTH-ORDER-001120,CAPTURE,2026-01-04T16:37:12Z,623.43,18.38,605.05,EUR,SYNTH-BATCH-EUR-2026-01-06-0001,SETTLED
