invoice_id,order_id,customer_id,merchant_id,amount,currency,status,issued_at,due_at
INV_001089,ORD_001089,CUST_004115,MERCH_0040,419.80,CAD,PAID,2026-03-23 22:24:53,2026-04-22 22:24:53
INV_001090,ORD_001090,CUST_003093,MERCH_0048,55.99,CAD,PAID,2026-03-16 15:53:18,2026-04-15 15:53:18
INV_001091,ORD_001091,CUST_001489,MERCH_0080,55.75,GBP,PAID,2026-02-08 21:22:06,2026-03-10 21:22:06
INV_001092,ORD_001092,CUST_002613,MERCH_0061,2974.50,GBP,PAID,2026-03-19 11:53:45,2026-04-18 11:53:45
INV_001093,ORD_001093,CUST_000686,MERCH_0070,62.50,EUR,PAID,2026-01-15 01:28:28,2026-02-14 01:28:28
INV_001094,ORD_001094,CUST_002643,MERCH_0010,55.75,GBP,PAID,2026-04-01 00:20:01,2026-05-01 00:20:01
INV_001095,ORD_001095,CUST_002002,MERCH_0056,15000.00,INR,PAID,2026-02-15 07:14:10,2026-03-17 07:14:10
INV_001096,ORD_001096,CUST_003535,MERCH_0006,607.99,USD,PAID,2026-02-06 21:40:04,2026-03-08 21:40:04
INV_001097,ORD_001097,CUST_000877,MERCH_0027,43.00,GBP,PAID,2026-01-22 22:43:35,2026-02-21 22:43:35
INV_001098,ORD_001098,CUST_000774,MERCH_0020,52.49,GBP,PAID,2026-03-22 18:32:37,2026-04-21 18:32:37
INV_001099,ORD_001099,CUST_004452,MERCH_0056,1871.80,GBP,PAID,2026-02-10 19:51:41,2026-03-12 19:51:41
INV_001100,ORD_001100,CUST_004557,MERCH_0034,54.25,USD,PAID,2026-02-22 11:37:43,2026-03-24 11:37:43
INV_001101,ORD_001101,CUST_004670,MERCH_0023,572.80,EUR,PAID,2026-02-19 01:53:15,2026-03-21 01:53:15
INV_001102,ORD_001102,CUST_003291,MERCH_0082,202.95,EUR,PAID,2026-01-28 16:02:09,2026-02-27 16:02:09
INV_001103,ORD_001103,CUST_001477,MERCH_0085,527.50,EUR,PAID,2026-01-12 04:15:48,2026-02-11 04:15:48
INV_001104,ORD_001104,CUST_002504,MERCH_0003,47.00,USD,PAID,2026-03-09 07:55:44,2026-04-08 07:55:44
INV_001105,ORD_001105,CUST_004187,MERCH_0063,72.49,USD,PAID,2026-03-31 07:54:00,2026-04-30 07:54:00
INV_001106,ORD_001106,CUST_004316,MERCH_0074,284.50,GBP,PAID,2026-01-10 16:04:34,2026-02-09 16:04:34
INV_001107,ORD_001107,CUST_003460,MERCH_0056,144.50,USD,PAID,2026-02-10 02:30:10,2026-03-12 02:30:10
INV_001108,ORD_001108,CUST_004457,MERCH_0025,20.49,CAD,PAID,2026-02-08 17:52:57,2026-03-10 17:52:57
INV_001109,ORD_001109,CUST_000016,MERCH_0071,3173.50,GBP,PAID,2026-02-04 19:04:28,2026-03-06 19:04:28
INV_001110,ORD_001110,CUST_003262,MERCH_0058,527.50,GBP,PAID,2026-02-22 03:17:04,2026-03-24 03:17:04
INV_001111,ORD_001111,CUST_004993,MERCH_0065,76.75,EUR,PAID,2026-03-28 23:52:24,2026-04-27 23:52:24
INV_001112,ORD_001112,CUST_004443,MERCH_0081,28.50,EUR,PAID,2026-03-30 23:01:46,2026-04-29 23:01:46
INV_001113,ORD_001113,CUST_001271,MERCH_0025,43.50,CAD,PAID,2026-03-06 18:06:19,2026-04-05 18:06:19
INV_001114,ORD_001114,CUST_001531,MERCH_0045,414.49,EUR,PAID,2026-02-15 01:31:34,2026-03-17 01:31:34
INV_001115,ORD_001115,CUST_003160,MERCH_0064,460.00,GBP,PAID,2026-01-10 12:36:02,2026-02-09 12:36:02
INV_001116,ORD_001116,CUST_002183,MERCH_0084,536.50,USD,PAID,2026-01-25 08:11:45,2026-02-24 08:11:45
INV_001117,ORD_001117,CUST_003433,MERCH_0076,387.75,GBP,PAID,2026-02-26 13:40:43,2026-03-28 13:40:43
INV_001118,ORD_001118,CUST_003202,MERCH_0090,255.25,EUR,PAID,2026-02-06 21:10:17,2026-03-08 21:10:17
INV_001119,ORD_001119,CUST_003672,MERCH_0042,43.50,USD,PAID,2026-01-21 03:18:50,2026-02-20 03:18:50
INV_001120,ORD_001120,CUST_002441,MERCH_0095,567.00,EUR,PAID,2026-03-28 09:01:53,2026-04-27 09:01:53
INV_001121,ORD_001121,CUST_003588,MERCH_0009,84.25,EUR,PAID,2026-02-26 00:49:12,2026-03-28 00:49:12
INV_001122,ORD_001122,CUST_002884,MERCH_0072,158.95,EUR,PAID,2026-03-08 21:14:34,2026-04-07 21:14:34
INV_001123,ORD_001123,CUST_003367,MERCH_0015,3999.00,INR,PAID,2026-02-15 03:53:20,2026-03-17 03:53:20
INV_001124,ORD_001124,CUST_002400,MERCH_0049,55.00,USD,PAID,2026-03-17 16:14:23,2026-04-16 16:14:23
INV_001125,ORD_001125,CUST_002677,MERCH_0002,32.00,EUR,PAID,2026-01-17 22:06:44,2026-02-16 22:06:44
INV_001126,ORD_001126,CUST_004460,MERCH_0003,1999.00,INR,PAID,2026-01-18 17:14:47,2026-02-17 17:14:47
INV_001128,ORD_001128,CUST_001938,MERCH_0054,94.80,EUR,PAID,2026-01-02 17:51:52,2026-02-01 17:51:52
INV_001129,ORD_001129,CUST_003304,MERCH_0098,98.99,USD,PAID,2026-01-11 04:46:49,2026-02-10 04:46:49
INV_001130,ORD_001130,CUST_004632,MERCH_0099,134.95,USD,PAID,2026-01-19 21:32:05,2026-02-18 21:32:05
INV_001131,ORD_001131,CUST_001328,MERCH_0061,41.00,GBP,PAID,2026-02-10 13:15:39,2026-03-12 13:15:39
INV_001132,ORD_001132,CUST_002422,MERCH_0035,9999.00,INR,PAID,2026-01-30 17:57:43,2026-03-01 17:57:43
INV_001133,ORD_001133,CUST_002810,MERCH_0086,464.25,GBP,PAID,2026-02-11 06:47:24,2026-03-13 06:47:24
INV_001134,ORD_001134,CUST_002651,MERCH_0015,1211.25,EUR,PAID,2026-03-30 16:17:45,2026-04-29 16:17:45
INV_001135,ORD_001135,CUST_000065,MERCH_0078,15000.00,INR,PAID,2026-02-02 12:19:56,2026-03-04 12:19:56
INV_001136,ORD_001136,CUST_003936,MERCH_0040,414.95,EUR,PAID,2026-03-29 18:13:17,2026-04-28 18:13:17
INV_001137,ORD_001137,CUST_000790,MERCH_0022,1999.00,INR,PAID,2026-03-24 15:37:24,2026-04-23 15:37:24
INV_001138,ORD_001138,CUST_002849,MERCH_0043,138.50,EUR,PAID,2026-01-22 11:29:10,2026-02-21 11:29:10
INV_001139,ORD_001139,CUST_000557,MERCH_0012,3272.75,EUR,PAID,2026-03-11 22:17:12,2026-04-10 22:17:12
INV_001140,ORD_001140,CUST_002218,MERCH_0099,650.75,GBP,PAID,2026-02-22 08:18:15,2026-03-24 08:18:15
INV_001141,ORD_001141,CUST_001483,MERCH_0022,799.00,INR,PAID,2026-02-27 00:54:51,2026-03-29 00:54:51
INV_001142,ORD_001142,CUST_000948,MERCH_0052,25.80,USD,PAID,2026-02-19 02:25:36,2026-03-21 02:25:36
INV_001143,ORD_001143,CUST_000387,MERCH_0082,73.49,USD,PAID,2026-02-05 14:07:13,2026-03-07 14:07:13
INV_001144,ORD_001144,CUST_002922,MERCH_0028,622.95,EUR,PAID,2026-03-17 06:54:10,2026-04-16 06:54:10
INV_001145,ORD_001145,CUST_002920,MERCH_0016,52.80,USD,PAID,2026-02-26 16:08:06,2026-03-28 16:08:06
INV_001146,ORD_001146,CUST_004183,MERCH_0063,42.75,USD,PAID,2026-02-22 04:52:44,2026-03-24 04:52:44
INV_001147,ORD_001147,CUST_000307,MERCH_0055,150.50,EUR,PAID,2026-02-20 02:24:46,2026-03-22 02:24:46
INV_001148,ORD_001148,CUST_000079,MERCH_0026,23.25,GBP,PAID,2026-01-29 00:23:35,2026-02-28 00:23:35
INV_001149,ORD_001149,CUST_001743,MERCH_0042,605.75,USD,PAID,2026-04-01 06:54:34,2026-05-01 06:54:34
INV_001150,ORD_001150,CUST_002397,MERCH_0025,76.80,EUR,PAID,2026-01-28 09:45:16,2026-02-27 09:45:16
INV_001151,ORD_001151,CUST_001839,MERCH_0040,344.50,EUR,OVERPAID,2026-01-21 16:21:10,2026-02-20 16:21:10
INV_001152,ORD_001152,CUST_004814,MERCH_0079,195.00,USD,PAID,2026-02-26 03:27:59,2026-03-28 03:27:59
INV_001153,ORD_001153,CUST_000139,MERCH_0074,799.00,INR,PAID,2026-02-21 21:09:57,2026-03-23 21:09:57
INV_001154,ORD_001154,CUST_001395,MERCH_0037,80.25,USD,PAID,2026-03-05 11:15:38,2026-04-04 11:15:38
INV_001155,ORD_001155,CUST_004017,MERCH_0048,210.99,GBP,PAID,2026-02-02 04:48:41,2026-03-04 04:48:41
INV_001156,ORD_001156,CUST_003614,MERCH_0010,156.80,USD,PAID,2026-03-14 16:12:27,2026-04-13 16:12:27
INV_001157,ORD_001157,CUST_003702,MERCH_0078,57.80,USD,PAID,2026-03-29 13:27:16,2026-04-28 13:27:16
INV_001158,ORD_001158,CUST_000811,MERCH_0043,2499.00,INR,PAID,2026-03-18 23:44:04,2026-04-17 23:44:04
INV_001159,ORD_001159,CUST_001783,MERCH_0024,430.75,USD,PAID,2026-03-04 06:34:10,2026-04-03 06:34:10
INV_001160,ORD_001160,CUST_002014,MERCH_0074,58.49,EUR,PAID,2026-03-01 12:44:52,2026-03-31 12:44:52
INV_001161,ORD_001161,CUST_004728,MERCH_0060,69.99,EUR,PAID,2026-01-05 20:48:14,2026-02-04 20:48:14
INV_001162,ORD_001162,CUST_002565,MERCH_0012,556.00,CAD,PAID,2026-03-14 14:45:32,2026-04-13 14:45:32
INV_001163,ORD_001163,CUST_003233,MERCH_0087,162.49,EUR,PAID,2026-01-03 06:12:44,2026-02-02 06:12:44
INV_001164,ORD_001164,CUST_001102,MERCH_0040,69.99,USD,PAID,2026-03-05 01:20:50,2026-04-04 01:20:50
INV_001165,ORD_001165,CUST_004115,MERCH_0013,22.00,EUR,PAID,2026-03-11 22:44:52,2026-04-10 22:44:52
INV_001166,ORD_001166,CUST_002812,MERCH_0009,66.80,CAD,PAID,2026-03-09 23:57:01,2026-04-08 23:57:01
INV_001167,ORD_001167,CUST_002010,MERCH_0073,142.75,EUR,PAID,2026-01-21 14:53:19,2026-02-20 14:53:19
INV_001168,ORD_001168,CUST_003525,MERCH_0042,333.95,EUR,OVERPAID,2026-01-10 01:45:30,2026-02-09 01:45:30
INV_001169,ORD_001169,CUST_001524,MERCH_0073,52.49,EUR,PAID,2026-02-04 23:31:46,2026-03-06 23:31:46
INV_001170,ORD_001170,CUST_001966,MERCH_0066,243.50,EUR,PAID,2026-02-16 02:02:37,2026-03-18 02:02:37
INV_001171,ORD_001171,CUST_002043,MERCH_0044,47.49,GBP,PAID,2026-01-29 23:12:55,2026-02-28 23:12:55
INV_001172,ORD_001172,CUST_003784,MERCH_0014,53.75,GBP,PAID,2026-02-01 16:26:47,2026-03-03 16:26:47
INV_001173,ORD_001173,CUST_001548,MERCH_0005,42.00,GBP,PAID,2026-03-07 07:10:57,2026-04-06 07:10:57
INV_001174,ORD_001174,CUST_001101,MERCH_0055,48.49,CAD,PAID,2026-03-25 13:05:21,2026-04-24 13:05:21
INV_001175,ORD_001175,CUST_002597,MERCH_0076,126.00,CAD,PAID,2026-03-19 10:07:46,2026-04-18 10:07:46
INV_001176,ORD_001176,CUST_004143,MERCH_0023,1499.00,INR,PAID,2026-02-22 09:26:28,2026-03-24 09:26:28
INV_001177,ORD_001177,CUST_003717,MERCH_0069,282.49,EUR,PAID,2026-01-14 11:38:05,2026-02-13 11:38:05
INV_001178,ORD_001178,CUST_003144,MERCH_0014,999.00,INR,PAID,2026-03-23 19:02:47,2026-04-22 19:02:47
INV_001179,ORD_001179,CUST_004043,MERCH_0065,448.80,GBP,PAID,2026-01-21 06:38:28,2026-02-20 06:38:28
INV_001180,ORD_001180,CUST_003891,MERCH_0037,16.95,USD,OVERPAID,2026-02-13 23:20:39,2026-03-15 23:20:39
INV_001181,ORD_001181,CUST_003434,MERCH_0082,59.50,GBP,PAID,2026-01-03 13:07:29,2026-02-02 13:07:29
INV_001182,ORD_001182,CUST_001396,MERCH_0084,9999.00,INR,PAID,2026-03-26 00:35:10,2026-04-25 00:35:10
INV_001183,ORD_001183,CUST_000060,MERCH_0018,299.00,INR,PAID,2026-01-27 08:53:20,2026-02-26 08:53:20
INV_001184,ORD_001184,CUST_001763,MERCH_0073,999.00,INR,OVERPAID,2026-01-16 19:08:14,2026-02-15 19:08:14
INV_001185,ORD_001185,CUST_002536,MERCH_0092,50.50,GBP,PAID,2026-01-10 21:37:56,2026-02-09 21:37:56
INV_001186,ORD_001186,CUST_003194,MERCH_0096,37.25,USD,PAID,2026-01-26 03:47:44,2026-02-25 03:47:44
INV_001187,ORD_001187,CUST_002172,MERCH_0002,27.75,GBP,PAID,2026-03-23 02:56:24,2026-04-22 02:56:24
INV_001188,ORD_001188,CUST_003135,MERCH_0040,301.49,GBP,PAID,2026-02-21 08:42:49,2026-03-23 08:42:49
INV_001189,ORD_001189,CUST_001392,MERCH_0089,57.00,EUR,PAID,2026-01-06 17:47:01,2026-02-05 17:47:01
INV_001190,ORD_001190,CUST_004680,MERCH_0009,3040.25,CAD,PAID,2026-02-05 07:41:18,2026-03-07 07:41:18
INV_001191,ORD_001191,CUST_000491,MERCH_0004,16.75,EUR,PAID,2026-01-10 14:14:58,2026-02-09 14:14:58
INV_001192,ORD_001192,CUST_000284,MERCH_0025,28.50,USD,PAID,2026-03-05 20:05:33,2026-04-04 20:05:33
INV_001193,ORD_001193,CUST_003194,MERCH_0010,47.50,EUR,PAID,2026-02-18 09:51:53,2026-03-20 09:51:53
INV_001194,ORD_001194,CUST_000909,MERCH_0064,87.49,GBP,PAID,2026-02-25 14:37:59,2026-03-27 14:37:59
INV_001195,ORD_001195,CUST_001848,MERCH_0019,1190.95,USD,PAID,2026-03-16 01:28:27,2026-04-15 01:28:27
INV_001197,ORD_001197,CUST_003655,MERCH_0095,17.50,EUR,PAID,2026-03-19 18:17:35,2026-04-18 18:17:35
INV_001198,ORD_001198,CUST_001841,MERCH_0013,557.80,EUR,PAID,2026-03-31 21:40:39,2026-04-30 21:40:39
INV_001199,ORD_001199,CUST_002826,MERCH_0035,19.99,EUR,PAID,2026-03-22 15:14:31,2026-04-21 15:14:31
INV_001200,ORD_001200,CUST_004764,MERCH_0069,634.50,USD,PAID,2026-03-31 19:58:08,2026-04-30 19:58:08
INV_001201,ORD_001201,CUST_003924,MERCH_0033,74.25,GBP,PAID,2026-02-24 07:26:47,2026-03-26 07:26:47
INV_001202,ORD_001202,CUST_002556,MERCH_0035,4999.00,INR,PAID,2026-02-14 14:40:29,2026-03-16 14:40:29
INV_001203,ORD_001203,CUST_000267,MERCH_0074,53.50,USD,PAID,2026-02-17 23:16:13,2026-03-19 23:16:13
INV_001204,ORD_001204,CUST_001652,MERCH_0099,414.50,EUR,PAID,2026-02-08 11:28:42,2026-03-10 11:28:42
INV_001205,ORD_001205,CUST_003679,MERCH_0035,67.50,CAD,PAID,2026-01-05 02:40:45,2026-02-04 02:40:45
INV_001206,ORD_001206,CUST_000541,MERCH_0022,232.80,CAD,PAID,2026-01-17 11:31:20,2026-02-16 11:31:20
INV_001207,ORD_001207,CUST_000500,MERCH_0001,52.25,USD,PAID,2026-01-03 07:13:03,2026-02-02 07:13:03
INV_001208,ORD_001208,CUST_000040,MERCH_0079,30.49,CAD,PAID,2026-01-01 14:53:34,2026-01-31 14:53:34
INV_001209,ORD_001209,CUST_001248,MERCH_0073,15000.00,INR,PAID,2026-03-21 23:23:13,2026-04-20 23:23:13
INV_001210,ORD_001210,CUST_000367,MERCH_0095,25.99,USD,PAID,2026-02-07 23:34:56,2026-03-09 23:34:56
INV_001211,ORD_001211,CUST_002007,MERCH_0050,3065.00,USD,PAID,2026-01-05 06:18:33,2026-02-04 06:18:33
INV_001212,ORD_001212,CUST_002002,MERCH_0013,168.49,USD,PAID,2026-02-13 14:19:04,2026-03-15 14:19:04
INV_001213,ORD_001213,CUST_002123,MERCH_0048,397.50,CAD,PAID,2026-02-02 08:13:02,2026-03-04 08:13:02
INV_001214,ORD_001214,CUST_001667,MERCH_0047,2499.00,INR,PAID,2026-02-01 18:44:21,2026-03-03 18:44:21
INV_001215,ORD_001215,CUST_004768,MERCH_0037,2499.00,INR,PAID,2026-03-28 18:56:49,2026-04-27 18:56:49
INV_001216,ORD_001216,CUST_001131,MERCH_0071,633.00,GBP,PAID,2026-01-27 05:19:49,2026-02-26 05:19:49
INV_001217,ORD_001217,CUST_003660,MERCH_0066,65.00,USD,PAID,2026-02-28 05:44:38,2026-03-30 05:44:38
INV_001218,ORD_001218,CUST_002147,MERCH_0064,448.50,USD,PAID,2026-03-09 04:48:01,2026-04-08 04:48:01
INV_001219,ORD_001219,CUST_003723,MERCH_0045,27.95,USD,PAID,2026-01-02 23:52:15,2026-02-01 23:52:15
INV_001220,ORD_001220,CUST_000952,MERCH_0071,416.49,GBP,PAID,2026-03-08 23:15:14,2026-04-07 23:15:14
INV_001221,ORD_001221,CUST_000499,MERCH_0005,48.50,EUR,OVERPAID,2026-02-15 10:11:32,2026-03-17 10:11:32
INV_001222,ORD_001222,CUST_001175,MERCH_0067,37.00,USD,PAID,2026-02-14 19:39:21,2026-03-16 19:39:21
INV_001223,ORD_001223,CUST_000734,MERCH_0045,2183.95,USD,PAID,2026-01-13 10:53:19,2026-02-12 10:53:19
INV_001224,ORD_001224,CUST_002119,MERCH_0029,1902.00,EUR,PAID,2026-01-31 14:52:40,2026-03-02 14:52:40
INV_001225,ORD_001225,CUST_002457,MERCH_0082,421.49,USD,PAID,2026-02-07 11:57:01,2026-03-09 11:57:01
INV_001226,ORD_001226,CUST_002126,MERCH_0020,67.25,EUR,PAID,2026-01-24 03:03:23,2026-02-23 03:03:23
INV_001227,ORD_001227,CUST_001502,MERCH_0059,509.00,USD,OVERPAID,2026-02-08 13:42:53,2026-03-10 13:42:53
INV_001228,ORD_001228,CUST_000628,MERCH_0036,2325.80,EUR,PAID,2026-04-01 06:28:45,2026-05-01 06:28:45
INV_001230,ORD_001230,CUST_004101,MERCH_0039,1165.95,EUR,PAID,2026-02-25 05:35:08,2026-03-27 05:35:08
INV_001231,ORD_001231,CUST_003435,MERCH_0040,1268.50,EUR,PAID,2026-03-27 15:05:52,2026-04-26 15:05:52
INV_001232,ORD_001232,CUST_002924,MERCH_0021,66.50,USD,PAID,2026-01-26 05:31:09,2026-02-25 05:31:09
INV_001233,ORD_001233,CUST_004040,MERCH_0013,555.49,CAD,PAID,2026-03-17 11:43:25,2026-04-16 11:43:25
INV_001234,ORD_001234,CUST_004807,MERCH_0044,621.50,USD,PAID,2026-03-18 22:01:54,2026-04-17 22:01:54
INV_001235,ORD_001235,CUST_003320,MERCH_0052,184.99,USD,PAID,2026-01-26 12:48:32,2026-02-25 12:48:32
INV_001236,ORD_001236,CUST_002286,MERCH_0026,1136.75,GBP,PAID,2026-01-09 07:11:01,2026-02-08 07:11:01
INV_001237,ORD_001237,CUST_004069,MERCH_0031,22.25,EUR,PAID,2026-01-15 03:16:51,2026-02-14 03:16:51
INV_001238,ORD_001238,CUST_004852,MERCH_0071,50.00,EUR,PAID,2026-03-02 19:22:24,2026-04-01 19:22:24
INV_001239,ORD_001239,CUST_000877,MERCH_0031,558.49,EUR,PAID,2026-03-15 03:21:18,2026-04-14 03:21:18
INV_001240,ORD_001240,CUST_002907,MERCH_0098,345.00,EUR,PAID,2026-03-08 16:32:11,2026-04-07 16:32:11
INV_001241,ORD_001241,CUST_001688,MERCH_0010,36.75,USD,PAID,2026-02-12 19:21:51,2026-03-14 19:21:51
INV_001242,ORD_001242,CUST_003635,MERCH_0068,74.80,USD,PAID,2026-02-21 00:49:51,2026-03-23 00:49:51
INV_001243,ORD_001243,CUST_004527,MERCH_0004,562.49,CAD,PAID,2026-03-09 08:11:15,2026-04-08 08:11:15
INV_001244,ORD_001244,CUST_004018,MERCH_0062,313.75,EUR,PAID,2026-03-17 13:05:01,2026-04-16 13:05:01
INV_001245,ORD_001245,CUST_002350,MERCH_0024,557.99,USD,PAID,2026-02-23 10:33:19,2026-03-25 10:33:19
INV_001246,ORD_001246,CUST_001526,MERCH_0051,474.25,EUR,PAID,2026-01-17 01:19:53,2026-02-16 01:19:53
INV_001247,ORD_001247,CUST_002127,MERCH_0059,299.00,INR,PAID,2026-02-08 23:25:51,2026-03-10 23:25:51
INV_001248,ORD_001248,CUST_004736,MERCH_0032,22.50,EUR,PAID,2026-03-24 19:45:17,2026-04-23 19:45:17
INV_001249,ORD_001249,CUST_000596,MERCH_0050,61.00,EUR,OVERPAID,2026-01-01 17:19:49,2026-01-31 17:19:49
INV_001250,ORD_001250,CUST_000922,MERCH_0028,376.75,GBP,PAID,2026-03-02 11:43:40,2026-04-01 11:43:40
INV_001251,ORD_001251,CUST_002470,MERCH_0002,157.25,EUR,PAID,2026-03-30 23:04:08,2026-04-29 23:04:08
INV_001252,ORD_001252,CUST_000584,MERCH_0048,644.99,EUR,PAID,2026-02-06 21:47:23,2026-03-08 21:47:23
INV_001253,ORD_001253,CUST_002704,MERCH_0086,56.49,USD,PAID,2026-01-23 21:12:58,2026-02-22 21:12:58
INV_001254,ORD_001254,CUST_001274,MERCH_0034,1151.25,CAD,PAID,2026-02-17 22:33:36,2026-03-19 22:33:36
INV_001255,ORD_001255,CUST_000911,MERCH_0096,2669.49,GBP,PAID,2026-01-14 13:52:13,2026-02-13 13:52:13
INV_001256,ORD_001256,CUST_004611,MERCH_0098,48.49,CAD,PAID,2026-02-18 15:21:34,2026-03-20 15:21:34
INV_001257,ORD_001257,CUST_003141,MERCH_0030,526.95,EUR,PAID,2026-01-03 03:04:55,2026-02-02 03:04:55
INV_001258,ORD_001258,CUST_003790,MERCH_0099,71.00,EUR,PAID,2026-02-15 19:43:58,2026-03-17 19:43:58
INV_001259,ORD_001259,CUST_002963,MERCH_0016,4999.00,INR,PAID,2026-02-07 14:32:24,2026-03-09 14:32:24
INV_001260,ORD_001260,CUST_002606,MERCH_0063,799.00,INR,OVERPAID,2026-01-31 02:44:07,2026-03-02 02:44:07
INV_001261,ORD_001261,CUST_003761,MERCH_0091,37.25,GBP,PAID,2026-03-07 12:52:06,2026-04-06 12:52:06
INV_001262,ORD_001262,CUST_003694,MERCH_0019,2488.95,GBP,PAID,2026-01-19 08:43:48,2026-02-18 08:43:48
INV_001263,ORD_001263,CUST_003091,MERCH_0084,150.50,CAD,PAID,2026-03-08 15:07:15,2026-04-07 15:07:15
INV_001264,ORD_001264,CUST_003421,MERCH_0061,304.99,EUR,OVERPAID,2026-03-09 11:04:40,2026-04-08 11:04:40
INV_001265,ORD_001265,CUST_000248,MERCH_0053,9999.00,INR,PAID,2026-03-19 17:35:58,2026-04-18 17:35:58
INV_001266,ORD_001266,CUST_001928,MERCH_0100,618.99,USD,PAID,2026-01-26 12:26:50,2026-02-25 12:26:50
INV_001267,ORD_001267,CUST_000687,MERCH_0054,344.80,USD,PAID,2026-03-30 04:15:58,2026-04-29 04:15:58
INV_001268,ORD_001268,CUST_000474,MERCH_0058,428.80,EUR,PAID,2026-03-13 20:23:28,2026-04-12 20:23:28
INV_001269,ORD_001269,CUST_004317,MERCH_0031,493.50,EUR,PAID,2026-01-26 12:06:46,2026-02-25 12:06:46
INV_001270,ORD_001270,CUST_001443,MERCH_0008,189.50,GBP,PAID,2026-01-18 08:39:27,2026-02-17 08:39:27
INV_001271,ORD_001271,CUST_004971,MERCH_0055,139.49,EUR,PAID,2026-01-13 00:50:57,2026-02-12 00:50:57
INV_001272,ORD_001272,CUST_002198,MERCH_0037,319.25,GBP,OVERPAID,2026-03-23 14:14:00,2026-04-22 14:14:00
INV_001273,ORD_001273,CUST_004789,MERCH_0027,38.50,GBP,PAID,2026-03-25 11:13:17,2026-04-24 11:13:17
INV_001274,ORD_001274,CUST_001511,MERCH_0035,160.95,EUR,PAID,2026-03-08 04:44:18,2026-04-07 04:44:18
INV_001275,ORD_001275,CUST_000159,MERCH_0060,279.49,CAD,PAID,2026-03-31 18:33:46,2026-04-30 18:33:46
INV_001276,ORD_001276,CUST_004779,MERCH_0038,550.50,CAD,PAID,2026-01-20 13:41:11,2026-02-19 13:41:11
INV_001277,ORD_001277,CUST_001310,MERCH_0057,2499.00,INR,PAID,2026-02-24 23:41:15,2026-03-26 23:41:15
INV_001278,ORD_001278,CUST_003258,MERCH_0095,59.95,USD,PAID,2026-03-15 17:17:54,2026-04-14 17:17:54
INV_001279,ORD_001279,CUST_004945,MERCH_0090,35.75,EUR,PAID,2026-01-22 13:40:09,2026-02-21 13:40:09
INV_001280,ORD_001280,CUST_000966,MERCH_0074,21.75,EUR,PAID,2026-03-22 03:04:23,2026-04-21 03:04:23
INV_001282,ORD_001282,CUST_004008,MERCH_0076,15.99,EUR,PAID,2026-01-26 23:59:13,2026-02-25 23:59:13
INV_001283,ORD_001283,CUST_004057,MERCH_0054,16.00,GBP,PAID,2026-02-05 13:55:18,2026-03-07 13:55:18
INV_001284,ORD_001284,CUST_000381,MERCH_0077,1876.49,GBP,PAID,2026-01-17 10:15:03,2026-02-16 10:15:03
INV_001285,ORD_001285,CUST_001845,MERCH_0075,1663.99,GBP,PAID,2026-01-18 03:40:28,2026-02-17 03:40:28
INV_001286,ORD_001286,CUST_000334,MERCH_0009,22.99,EUR,PAID,2026-01-16 06:01:45,2026-02-15 06:01:45
INV_001287,ORD_001287,CUST_000274,MERCH_0043,294.95,EUR,PAID,2026-01-23 06:25:10,2026-02-22 06:25:10
INV_001288,ORD_001288,CUST_004851,MERCH_0021,108.00,EUR,PAID,2026-02-11 17:43:38,2026-03-13 17:43:38
INV_001289,ORD_001289,CUST_001035,MERCH_0016,499.00,INR,PAID,2026-03-23 01:11:33,2026-04-22 01:11:33
INV_001290,ORD_001290,CUST_004925,MERCH_0041,46.00,EUR,PAID,2026-03-02 00:03:36,2026-04-01 00:03:36
INV_001291,ORD_001291,CUST_004817,MERCH_0040,499.00,INR,PAID,2026-02-06 09:37:45,2026-03-08 09:37:45
INV_001292,ORD_001292,CUST_001665,MERCH_0073,181.99,USD,PAID,2026-03-29 20:51:59,2026-04-28 20:51:59
INV_001293,ORD_001293,CUST_001877,MERCH_0090,66.99,EUR,PAID,2026-01-11 00:11:28,2026-02-10 00:11:28
INV_001294,ORD_001294,CUST_004168,MERCH_0020,33.95,EUR,PAID,2026-03-03 10:52:12,2026-04-02 10:52:12
INV_001295,ORD_001295,CUST_000037,MERCH_0004,626.50,USD,PAID,2026-02-25 18:18:02,2026-03-27 18:18:02
INV_001296,ORD_001296,CUST_001362,MERCH_0025,44.49,EUR,PAID,2026-03-10 18:40:11,2026-04-09 18:40:11
INV_001297,ORD_001297,CUST_001144,MERCH_0027,21.49,USD,PAID,2026-01-11 00:53:23,2026-02-10 00:53:23
INV_001298,ORD_001298,CUST_002138,MERCH_0018,47.50,EUR,PAID,2026-02-15 13:56:46,2026-03-17 13:56:46
INV_001299,ORD_001299,CUST_002084,MERCH_0091,4999.00,INR,PAID,2026-03-03 07:48:16,2026-04-02 07:48:16
INV_001300,ORD_001300,CUST_000340,MERCH_0064,284.25,EUR,PAID,2026-02-12 04:57:10,2026-03-14 04:57:10
INV_001301,ORD_001301,CUST_000781,MERCH_0046,74.00,EUR,PAID,2026-02-05 01:28:36,2026-03-07 01:28:36
INV_001302,ORD_001302,CUST_002733,MERCH_0067,624.99,CAD,PAID,2026-03-04 02:16:42,2026-04-03 02:16:42
INV_001303,ORD_001303,CUST_003915,MERCH_0091,80.50,EUR,PAID,2026-01-14 10:00:58,2026-02-13 10:00:58
