processor_transaction_id,order_id,payment_id,processor_id,payment_method,gross_amount,fee_amount,net_amount,currency,fee_policy_id,status,auth_code,processed_at,settlement_id
PROC_001462,ORD_001462,PAY_001462,CHECKOUT_COM,CREDIT_CARD,644.75,11.76,632.99,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH636584,2026-03-22 14:31:44,SETTLE_001462
PROC_001463,ORD_001463,PAY_001463,CHECKOUT_COM,CREDIT_CARD,45.25,0.95,44.30,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH722516,2026-03-08 20:45:01,SETTLE_001463
PROC_001464,ORD_001464,PAY_001464,PAYPAL,CREDIT_CARD,641.99,18.92,623.07,GBP,POL_PYP_CC_GBP,CAPTURED,AUTH946494,2026-01-04 00:54:53,SETTLE_001464
PROC_001465,ORD_001465,PAY_001465,STRIPE,SEPA,581.00,3.11,577.89,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH107384,2026-02-19 22:07:32,SETTLE_001465
PROC_001466,ORD_001466,PAY_001466,STRIPE,SEPA,231.75,1.36,230.39,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH718114,2026-02-27 05:48:02,SETTLE_001466
PROC_001467,ORD_001467,PAY_001467,CHECKOUT_COM,CREDIT_CARD,546.25,20.83,525.42,CAD,POL_CKO_CC_CAD,CAPTURED,AUTH148465,2026-03-30 05:29:06,SETTLE_001467
PROC_001468,ORD_001468,PAY_001468,PAYPAL,CREDIT_CARD,1573.25,58.23,1515.02,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH300287,2026-02-19 22:47:53,SETTLE_001468
PROC_001469,ORD_001469,PAY_001469,STRIPE,CREDIT_CARD,57.75,1.30,56.45,GBP,POL_STP_CC_GBP,CAPTURED,AUTH456792,2026-03-16 16:46:38,SETTLE_001469
PROC_001470,ORD_001470,PAY_001470,STRIPE,ACH,308.80,2.72,306.08,EUR,POL_STP_ACH_USD,CAPTURED,AUTH641671,2026-03-04 19:57:19,SETTLE_001470
PROC_001471_DUP,ORD_001471,PAY_001471,STRIPE,CREDIT_CARD,1926.49,56.17,1870.32,CAD,POL_STP_CC_CAD,CAPTURED,AUTH889098,2026-02-22 12:14:19,SETTLE_001471
PROC_001471,ORD_001471,PAY_001471,STRIPE,CREDIT_CARD,1926.49,56.17,1870.32,CAD,POL_STP_CC_CAD,CAPTURED,AUTH166994,2026-02-22 12:13:34,SETTLE_001471
PROC_001472,ORD_001472,PAY_001472,STRIPE,DEBIT_CARD,535.75,8.29,527.46,USD,POL_STP_DC_USD,CAPTURED,AUTH219360,2026-03-24 22:35:24,SETTLE_001472
PROC_001473,ORD_001473,PAY_001473,PAYPAL,CREDIT_CARD,2495.80,72.68,2423.12,GBP,POL_PYP_CC_GBP,CAPTURED,AUTH747925,2026-02-26 21:58:48,SETTLE_001473
PROC_001474,ORD_001474,PAY_001474,PAYPAL,CREDIT_CARD,80.95,2.65,78.30,GBP,POL_PYP_CC_GBP,CAPTURED,AUTH406102,2026-03-20 10:09:12,SETTLE_001474
PROC_001476,ORD_001476,PAY_001476,CHECKOUT_COM,CREDIT_CARD,2105.75,35.98,2069.77,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH710577,2026-03-15 23:09:55,SETTLE_001476
PROC_001477,ORD_001477,PAY_001477,STRIPE,CREDIT_CARD,1504.25,28.83,1475.42,EUR,POL_STP_CC_EUR,CAPTURED,AUTH845191,2026-01-24 00:08:56,SETTLE_001477
PROC_001479,ORD_001479,PAY_001479,ADYEN,CREDIT_CARD,341.49,4.89,336.60,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH663655,2026-02-06 19:57:13,SETTLE_001479
PROC_001480,ORD_001480,PAY_001480,CHECKOUT_COM,CREDIT_CARD,30.95,0.71,30.24,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH462153,2026-03-24 12:38:04,SETTLE_001480
PROC_001481,ORD_001481,PAY_001481,PAYPAL,CREDIT_CARD,29.80,1.16,28.64,GBP,POL_PYP_CC_GBP,CAPTURED,AUTH545324,2026-03-31 19:26:15,SETTLE_001481
PROC_001482,ORD_001482,PAY_001482,CHECKOUT_COM,CREDIT_CARD,646.49,15.74,630.75,CAD,POL_CKO_CC_CAD,CAPTURED,AUTH175293,2026-01-08 19:15:07,SETTLE_001482
PROC_001483,ORD_001483,PAY_001483,STRIPE,UPI,2499.00,0.00,2499.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH833007,2026-03-23 16:10:18,SETTLE_001483
PROC_001484,ORD_001484,PAY_001484,CHECKOUT_COM,CREDIT_CARD,31.95,0.93,31.02,USD,POL_CKO_CC_USD,CAPTURED,AUTH720223,2026-03-21 01:27:06,SETTLE_001484
PROC_001485,ORD_001485,PAY_001485,STRIPE,CREDIT_CARD,437.50,12.99,424.51,USD,POL_STP_CC_USD,CAPTURED,AUTH885489,2026-03-17 03:45:16,SETTLE_001485
PROC_001486,ORD_001486,PAY_001486,STRIPE,CREDIT_CARD,73.25,2.42,70.83,CAD,POL_STP_CC_CAD,CAPTURED,AUTH229094,2026-02-24 11:50:52,SETTLE_001486
PROC_001487,ORD_001487,PAY_001487,STRIPE,SEPA,327.99,1.84,326.15,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH391383,2026-01-01 11:29:35,SETTLE_001487
PROC_001488,ORD_001488,PAY_001488,PAYPAL,CREDIT_CARD,41.00,1.70,39.30,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH860425,2026-01-27 10:02:29,SETTLE_001488
PROC_001489,ORD_001489,PAY_001489,STRIPE,CREDIT_CARD,544.49,16.09,528.40,USD,POL_STP_CC_USD,CAPTURED,AUTH744106,2026-03-02 06:10:39,SETTLE_001489
PROC_001490,ORD_001490,PAY_001490,ADYEN,CREDIT_CARD,297.00,6.36,290.64,USD,POL_ADY_CC_USD,CAPTURED,AUTH357229,2026-01-27 23:17:12,SETTLE_001490
PROC_001492,ORD_001492,PAY_001492,STRIPE,CREDIT_CARD,799.00,18.98,780.02,INR,POL_STP_CC_INR,CAPTURED,AUTH498049,2026-02-07 14:09:36,SETTLE_001492
PROC_001493_DUP,ORD_001493,PAY_001493,PAYPAL,CREDIT_CARD,578.50,20.68,557.82,USD,POL_PYP_CC_USD,CAPTURED,AUTH413136,2026-02-04 21:35:35,SETTLE_001493
PROC_001493,ORD_001493,PAY_001493,PAYPAL,CREDIT_CARD,578.50,20.68,557.82,USD,POL_PYP_CC_USD,CAPTURED,AUTH818598,2026-02-04 21:34:50,SETTLE_001493
PROC_001494,ORD_001494,PAY_001494,CHECKOUT_COM,CREDIT_CARD,37.99,0.83,37.16,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH879040,2026-01-22 08:05:42,SETTLE_001494
PROC_001495,ORD_001495,PAY_001495,PAYPAL,UPI,4999.00,61.99,4937.01,INR,POL_PYP_UPI_INR,CAPTURED,AUTH518728,2026-04-01 04:14:48,SETTLE_001495
PROC_001496,ORD_001496,PAY_001496,CHECKOUT_COM,CREDIT_CARD,921.75,15.85,905.90,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH364965,2026-01-30 12:39:49,SETTLE_001496
PROC_001497,ORD_001497,PAY_001497,PAYPAL,CREDIT_CARD,26.75,1.42,25.33,USD,POL_PYP_CC_USD,CAPTURED,AUTH220016,2026-01-29 17:22:33,SETTLE_001497
PROC_001498,ORD_001498,PAY_001498,ADYEN,DEBIT_CARD,16.75,0.30,16.45,USD,POL_ADY_DC_USD,CAPTURED,AUTH403576,2026-02-27 13:58:51,SETTLE_001498
PROC_001499,EXT_ORD_001499,EXT_PAY_001499,ADYEN,CREDIT_CARD,39.25,0.69,38.56,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH154282,2026-03-05 12:05:17,SETTLE_001499
PROC_001500,ORD_001500,PAY_001500,CHECKOUT_COM,CREDIT_CARD,1015.30,18.43,996.87,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH427176,2026-03-12 12:55:13,SETTLE_001500
PROC_001501,ORD_001501,PAY_001501,CHECKOUT_COM,CREDIT_CARD,28.25,0.66,27.59,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH939057,2026-02-12 09:16:59,SETTLE_001501
PROC_001502,ORD_001502,PAY_001502,CHECKOUT_COM,CREDIT_CARD,212.99,5.33,207.66,CAD,POL_CKO_CC_CAD,CAPTURED,AUTH446731,2026-03-03 14:01:10,SETTLE_001502
PROC_001503,ORD_001503,PAY_001503,PAYPAL,CREDIT_CARD,24.75,1.35,23.40,USD,POL_PYP_CC_USD,CAPTURED,AUTH490371,2026-03-22 03:19:40,SETTLE_001503
PROC_001504,ORD_001504,PAY_001504,STRIPE,CREDIT_CARD,79.00,2.59,76.41,CAD,POL_STP_CC_CAD,CAPTURED,AUTH552709,2026-01-19 06:21:19,SETTLE_001504
PROC_001505,ORD_001505,PAY_001505,STRIPE,CREDIT_CARD,34.49,0.91,33.58,EUR,POL_STP_CC_EUR,CAPTURED,AUTH128635,2026-01-29 07:48:35,SETTLE_001505
PROC_001506,ORD_001506,PAY_001506,STRIPE,SEPA,66.00,0.53,65.47,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH545031,2026-02-25 07:47:20,SETTLE_001506
PROC_001507,ORD_001507,PAY_001507,STRIPE,SEPA,55.95,0.48,55.47,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH343382,2026-03-25 03:21:44,SETTLE_001507
PROC_001508,ORD_001508,PAY_001508,STRIPE,SEPA,120.00,0.80,119.20,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH991642,2026-02-07 00:17:44,SETTLE_001508
PROC_001509,ORD_001509,PAY_001509,STRIPE,CREDIT_CARD,37.75,0.97,36.78,EUR,POL_STP_CC_EUR,CAPTURED,AUTH481280,2026-02-26 05:53:44,SETTLE_001509
PROC_001510,ORD_001510,PAY_001510,PAYPAL,CREDIT_CARD,67.95,2.56,65.39,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH812271,2026-03-13 11:52:20,SETTLE_001510
PROC_001512,ORD_001512,PAY_001512,STRIPE,UPI,299.00,0.00,299.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH865127,2026-01-20 02:29:28,SETTLE_001512
PROC_001513,ORD_001513,PAY_001513,PAYPAL,UPI,15000.00,182.00,14818.00,INR,POL_PYP_UPI_INR,CAPTURED,AUTH960822,2026-03-04 03:31:30,SETTLE_001513
PROC_001514,ORD_001514,PAY_001514,STRIPE,CREDIT_CARD,2499.00,52.98,2446.02,INR,POL_STP_CC_INR,CAPTURED,AUTH975392,2026-03-22 22:55:22,SETTLE_001514
PROC_001515,ORD_001515,PAY_001515,ADYEN,DEBIT_CARD,64.49,0.87,63.62,USD,POL_ADY_DC_USD,CAPTURED,AUTH265366,2026-03-21 08:56:20,SETTLE_001515
PROC_001516,ORD_001516,PAY_001516,CHECKOUT_COM,CREDIT_CARD,66.99,5.07,61.92,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH990236,2026-01-27 05:14:02,SETTLE_001516
PROC_001517,ORD_001517,PAY_001517,ADYEN,SEPA,319.25,1.27,317.98,EUR,POL_ADY_SEPA_EUR,CAPTURED,AUTH454485,2026-04-01 00:37:39,SETTLE_001517
PROC_001518,ORD_001518,PAY_001518,ADYEN,CREDIT_CARD,2241.75,47.20,2194.55,USD,POL_ADY_CC_USD,CAPTURED,AUTH617843,2026-01-16 07:04:22,SETTLE_001518
PROC_001519,ORD_001519,PAY_001519,PAYPAL,CREDIT_CARD,3212.25,93.46,3118.79,GBP,POL_PYP_CC_GBP,CAPTURED,AUTH673625,2026-03-26 03:53:56,SETTLE_001519
PROC_001520,ORD_001520,PAY_001520,CHECKOUT_COM,CREDIT_CARD,18.25,0.66,17.59,CAD,POL_UNKNOWN_250,CAPTURED,AUTH533018,2026-02-02 05:31:08,SETTLE_001520
PROC_001521,ORD_001521,PAY_001521,PAYPAL,CREDIT_CARD,640.75,18.88,621.87,GBP,POL_PYP_CC_GBP,CAPTURED,AUTH925573,2026-02-27 15:21:24,SETTLE_001521
PROC_001522,ORD_001522,PAY_001522,STRIPE,CREDIT_CARD,2761.25,52.71,2708.54,EUR,POL_STP_CC_EUR,CAPTURED,AUTH787633,2026-01-09 10:07:04,SETTLE_001522
PROC_001524,ORD_001524,PAY_001524,ADYEN,CREDIT_CARD,729.80,11.05,718.75,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH682936,2026-03-01 21:40:05,SETTLE_001524
PROC_001525,ORD_001525,PAY_001525,ADYEN,SEPA,385.75,1.50,384.25,EUR,POL_ADY_SEPA_EUR,CAPTURED,AUTH921032,2026-01-29 01:12:41,SETTLE_001525
PROC_001526,ORD_001526,PAY_001526,STRIPE,SEPA,52.50,0.46,52.04,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH461205,2026-03-23 17:27:09,SETTLE_001526
PROC_001527,ORD_001527,PAY_001527,PAYPAL,CREDIT_CARD,65.95,2.79,63.16,USD,POL_PYP_CC_USD,CAPTURED,AUTH960523,2026-03-14 23:05:28,SETTLE_001527
PROC_001528,ORD_001528,PAY_001528,ADYEN,CREDIT_CARD,552.25,15.88,536.37,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH192726,2026-03-04 16:02:51,SETTLE_001528
PROC_001530,ORD_001530,PAY_001530,STRIPE,CREDIT_CARD,9999.00,202.98,9796.02,INR,POL_STP_CC_INR,CAPTURED,AUTH135533,2026-03-17 16:23:01,SETTLE_001530
PROC_001531,ORD_001531,PAY_001531,STRIPE,CREDIT_CARD,2368.80,69.00,2299.80,USD,POL_STP_CC_CAD,CAPTURED,AUTH973705,2026-01-27 17:34:24,SETTLE_001531
PROC_001532,ORD_001532,PAY_001532,STRIPE,UPI,299.00,0.00,299.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH174615,2026-02-23 07:06:10,SETTLE_001532
PROC_001533,ORD_001533,PAY_001533,CHECKOUT_COM,CREDIT_CARD,16.49,0.45,16.04,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH396669,2026-03-30 13:27:22,SETTLE_001533
PROC_001534,ORD_001534,PAY_001534,STRIPE,CREDIT_CARD,68.00,1.49,66.51,GBP,POL_STP_CC_GBP,CAPTURED,AUTH994661,2026-03-06 00:57:38,SETTLE_001534
PROC_001535,ORD_001535,PAY_001535,PAYPAL,CREDIT_CARD,33.00,1.45,31.55,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH227919,2026-03-27 09:38:06,SETTLE_001535
PROC_001536_DUP,ORD_001536,PAY_001536,STRIPE,SEPA,40.00,0.40,39.60,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH609255,2026-03-28 13:34:02,SETTLE_001536
PROC_001536,ORD_001536,PAY_001536,STRIPE,SEPA,40.00,0.40,39.60,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH178315,2026-03-28 13:33:17,SETTLE_001536
PROC_001537,ORD_001537,PAY_001537,STRIPE,DEBIT_CARD,76.49,1.40,75.09,USD,POL_STP_DC_USD,CAPTURED,AUTH203685,2026-02-07 10:29:57,SETTLE_001537
PROC_001538,ORD_001538,PAY_001538,STRIPE,CREDIT_CARD,717.95,13.89,704.06,EUR,POL_STP_CC_EUR,CAPTURED,AUTH241933,2026-03-18 07:48:25,SETTLE_001538
PROC_001539,ORD_001539,PAY_001539,STRIPE,SEPA,1876.80,9.58,1867.22,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH432517,2026-01-12 21:50:02,SETTLE_001539
PROC_001540,ORD_001540,PAY_001540,CHECKOUT_COM,CREDIT_CARD,382.99,9.41,373.58,CAD,POL_CKO_CC_CAD,CAPTURED,AUTH549527,2026-03-24 18:37:49,SETTLE_001540
PROC_001541,ORD_001541,PAY_001541,PAYPAL,CREDIT_CARD,469.49,15.41,454.08,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH228046,2026-01-30 14:56:19,SETTLE_001541
PROC_001542,ORD_001542,PAY_001542,ADYEN,CREDIT_CARD,962.95,13.59,949.36,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH844474,2026-01-12 21:13:27,SETTLE_001542
PROC_001543,ORD_001543,PAY_001543,PAYPAL,UPI,15000.00,182.00,14818.00,INR,POL_PYP_UPI_INR,CAPTURED,AUTH294559,2026-02-28 06:40:33,SETTLE_001543
PROC_001544,ORD_001544,PAY_001544,ADYEN,DEBIT_CARD,589.50,7.17,582.33,USD,POL_ADY_DC_USD,CAPTURED,AUTH875520,2026-01-17 13:39:14,SETTLE_001544
PROC_001545,ORD_001545,PAY_001545,STRIPE,ACH,363.80,3.16,360.64,USD,POL_STP_ACH_USD,CAPTURED,AUTH645884,2026-02-17 13:46:12,SETTLE_001545
PROC_001546,ORD_001546,PAY_001546,PAYPAL,CREDIT_CARD,776.75,25.25,751.50,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH487180,2026-02-25 16:42:01,SETTLE_001546
PROC_001547,ORD_001547,PAY_001547,ADYEN,CREDIT_CARD,384.99,5.50,379.49,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH252719,2026-01-21 13:09:44,SETTLE_001547
PROC_001548,ORD_001548,PAY_001548,STRIPE,SEPA,107.99,0.74,107.25,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH371571,2026-02-09 13:52:47,SETTLE_001548
PROC_001549,ORD_001549,PAY_001549,ADYEN,CREDIT_CARD,43.95,1.04,42.91,USD,POL_ADY_CC_USD,CAPTURED,AUTH105341,2026-01-09 09:25:04,SETTLE_001549
PROC_001550,ORD_001550,PAY_001550,CHECKOUT_COM,CREDIT_CARD,186.80,4.70,182.10,CAD,POL_CKO_CC_CAD,CAPTURED,AUTH105398,2026-03-18 18:54:26,SETTLE_001550
PROC_001551,ORD_001551,PAY_001551,STRIPE,CREDIT_CARD,33.80,0.89,32.91,EUR,POL_STP_CC_EUR,CAPTURED,AUTH108082,2026-03-20 09:56:35,SETTLE_001551
PROC_001552,ORD_001552,PAY_001552,PAYPAL,UPI,824.00,11.89,812.11,INR,POL_PYP_UPI_INR,CAPTURED,AUTH340510,2026-03-26 19:40:35,SETTLE_001552
PROC_001553,ORD_001553,PAY_001553,STRIPE,UPI,1999.00,0.00,1999.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH263100,2026-02-22 09:05:28,SETTLE_001553
PROC_001554,ORD_001554,PAY_001554,STRIPE,DEBIT_CARD,199.95,3.25,196.70,USD,POL_STP_DC_USD,CAPTURED,AUTH339256,2026-01-10 07:00:42,SETTLE_001554
PROC_001555,ORD_001555,PAY_001555,ADYEN,DEBIT_CARD,71.75,0.96,70.79,USD,POL_ADY_DC_USD,CAPTURED,AUTH252692,2026-03-22 12:49:44,SETTLE_001555
PROC_001556,ORD_001556,PAY_001556,PAYPAL,CREDIT_CARD,2930.99,85.30,2845.69,GBP,POL_PYP_CC_GBP,CAPTURED,AUTH142923,2026-01-12 18:10:40,SETTLE_001556
PROC_001557,ORD_001557,PAY_001557,STRIPE,ACH,1120.00,9.21,1110.79,USD,POL_STP_ACH_USD,CAPTURED,AUTH752276,2026-03-25 00:07:09,SETTLE_001557
PROC_001558,ORD_001558,PAY_001558,STRIPE,SEPA,1726.49,8.83,1717.66,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH401896,2026-03-26 22:57:08,SETTLE_001558
PROC_001559,ORD_001559,PAY_001559,STRIPE,DEBIT_CARD,80.50,1.46,79.04,USD,POL_STP_DC_USD,CAPTURED,AUTH806881,2026-02-23 19:00:16,SETTLE_001559
PROC_001560,ORD_001560,PAY_001560,CHECKOUT_COM,CREDIT_CARD,313.00,5.78,307.22,USD,POL_CKO_CC_GBP,CAPTURED,AUTH587230,2026-02-18 15:46:56,SETTLE_001560
PROC_001561,ORD_001561,PAY_001561,STRIPE,CREDIT_CARD,9999.00,202.98,9796.02,INR,POL_STP_CC_INR,CAPTURED,AUTH703674,2026-01-25 15:54:04,SETTLE_001561
PROC_001562,ORD_001562,PAY_001562,ADYEN,CREDIT_CARD,102.95,1.55,101.40,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH671192,2026-03-18 11:26:01,SETTLE_001562
PROC_001563,ORD_001563,PAY_001563,STRIPE,SEPA,23.25,0.32,22.93,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH863245,2026-02-05 05:12:11,SETTLE_001563
PROC_001564,ORD_001564,PAY_001564,STRIPE,UPI,3999.00,0.00,3999.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH145331,2026-03-15 17:57:13,SETTLE_001564
PROC_001565,ORD_001565,PAY_001565,STRIPE,CREDIT_CARD,15000.00,303.00,14697.00,INR,POL_STP_CC_INR,CAPTURED,AUTH687348,2026-04-01 06:46:33,SETTLE_001565
PROC_001566,ORD_001566,PAY_001566,PAYPAL,CREDIT_CARD,280.00,8.42,271.58,GBP,POL_UNKNOWN_755,CAPTURED,AUTH602174,2026-01-22 16:31:56,SETTLE_001566
PROC_001567,ORD_001567,PAY_001567,CHECKOUT_COM,CREDIT_CARD,1389.80,32.17,1357.63,USD,POL_CKO_CC_USD,CAPTURED,AUTH438803,2026-01-30 14:04:26,SETTLE_001567
PROC_001568,ORD_001568,PAY_001568,STRIPE,SEPA,53.95,0.47,53.48,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH637168,2026-01-24 16:09:11,SETTLE_001568
PROC_001569,ORD_001569,PAY_001569,STRIPE,CREDIT_CARD,65.99,1.50,64.49,EUR,POL_STP_CC_EUR,CAPTURED,AUTH729515,2026-01-31 05:15:54,SETTLE_001569
PROC_001570,ORD_001570,PAY_001570,PAYPAL,CREDIT_CARD,78.00,3.21,74.79,USD,POL_PYP_CC_USD,CAPTURED,AUTH690452,2026-03-24 10:57:54,SETTLE_001570
PROC_001571,ORD_001571,PAY_001571,STRIPE,DEBIT_CARD,1523.75,23.11,1500.64,USD,POL_STP_DC_USD,CAPTURED,AUTH332388,2026-02-14 05:39:24,SETTLE_001571
PROC_001572,ORD_001572,PAY_001572,STRIPE,CREDIT_CARD,510.75,9.90,500.85,GBP,POL_STP_CC_GBP,CAPTURED,AUTH771126,2026-02-05 04:09:28,SETTLE_001572
PROC_001573,ORD_001573,PAY_001573,STRIPE,SEPA,26.25,0.33,25.92,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH564122,2026-01-03 07:12:11,SETTLE_001573
PROC_001574,ORD_001574,PAY_001574,STRIPE,SEPA,67.00,0.54,66.46,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH586550,2026-03-22 20:13:54,SETTLE_001574
PROC_001575,ORD_001575,PAY_001575,STRIPE,CREDIT_CARD,41.25,0.98,40.27,GBP,POL_STP_CC_GBP,CAPTURED,AUTH597904,2026-02-27 15:36:03,SETTLE_001575
PROC_001576,ORD_001576,PAY_001576,STRIPE,DEBIT_CARD,44.75,8.92,35.83,USD,POL_STP_DC_USD,CAPTURED,AUTH714852,2026-03-15 07:11:02,SETTLE_001576
PROC_001577,ORD_001577,PAY_001577,STRIPE,DEBIT_CARD,21.25,0.57,20.68,USD,POL_STP_DC_USD,CAPTURED,AUTH211403,2026-01-16 00:22:50,SETTLE_001577
PROC_001579,ORD_001579,PAY_001579,ADYEN,DEBIT_CARD,33.25,5.50,27.75,USD,POL_ADY_DC_USD,CAPTURED,AUTH293153,2026-03-05 06:01:38,SETTLE_001579
PROC_001580,ORD_001580,PAY_001580,PAYPAL,CREDIT_CARD,72.95,2.72,70.23,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH707510,2026-02-04 16:38:57,SETTLE_001580
PROC_001581,ORD_001581,PAY_001581,STRIPE,CREDIT_CARD,165.50,5.10,160.40,CAD,POL_STP_CC_CAD,CAPTURED,AUTH503775,2026-03-12 21:56:22,SETTLE_001581
PROC_001582,ORD_001582,PAY_001582,ADYEN,CREDIT_CARD,331.80,7.09,324.71,USD,POL_ADY_CC_USD,CAPTURED,AUTH565502,2026-02-06 22:07:10,SETTLE_001582
PROC_001583,ORD_001583,PAY_001583,STRIPE,ACH,2403.80,19.48,2384.32,USD,POL_STP_ACH_USD,CAPTURED,AUTH541157,2026-03-31 15:45:13,SETTLE_001583
PROC_001584,ORD_001584,PAY_001584,ADYEN,CREDIT_CARD,35.49,0.63,34.86,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH680674,2026-03-05 06:11:53,SETTLE_001584
PROC_001585,ORD_001585,PAY_001585,PAYPAL,CREDIT_CARD,46.00,1.86,44.14,INR,POL_PYP_CC_EUR,CAPTURED,AUTH172611,2026-03-19 17:30:21,SETTLE_001585
PROC_001586_DUP,ORD_001586,PAY_001586,ADYEN,CREDIT_CARD,32.75,0.59,32.16,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH665340,2026-03-03 18:06:43,SETTLE_001586
PROC_001586,ORD_001586,PAY_001586,ADYEN,CREDIT_CARD,32.75,0.59,32.16,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH258511,2026-03-03 18:05:58,SETTLE_001586
PROC_001587,ORD_001587,PAY_001587,STRIPE,SEPA,610.25,3.25,607.00,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH855458,2026-01-08 06:52:39,SETTLE_001587
PROC_001588,ORD_001588,PAY_001588,STRIPE,ACH,400.95,3.46,397.49,INR,POL_STP_ACH_USD,CAPTURED,AUTH301919,2026-01-09 11:14:30,SETTLE_001588
PROC_001589,ORD_001589,PAY_001589,CHECKOUT_COM,CREDIT_CARD,950.50,17.26,933.24,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH317243,2026-02-25 15:43:46,SETTLE_001589
PROC_001590,ORD_001590,PAY_001590,CHECKOUT_COM,CREDIT_CARD,40.95,0.88,40.07,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH940378,2026-01-13 15:29:43,SETTLE_001590
PROC_001591,ORD_001591,PAY_001591,CHECKOUT_COM,CREDIT_CARD,27.50,0.88,26.62,CAD,POL_CKO_CC_CAD,CAPTURED,AUTH916781,2026-03-31 14:14:50,SETTLE_001591
PROC_001592,ORD_001592,PAY_001592,ADYEN,CREDIT_CARD,306.50,6.56,299.94,USD,POL_ADY_CC_USD,CAPTURED,AUTH486715,2026-02-08 11:34:37,SETTLE_001592
PROC_001593,ORD_001593,PAY_001593,STRIPE,CREDIT_CARD,3999.00,82.98,3916.02,INR,POL_STP_CC_INR,CAPTURED,AUTH974955,2026-02-03 20:54:36,SETTLE_001593
PROC_001594,ORD_001594,PAY_001594,CHECKOUT_COM,CREDIT_CARD,244.95,9.58,235.37,USD,POL_CKO_CC_USD,CAPTURED,AUTH272686,2026-02-21 16:31:06,SETTLE_001594
PROC_001595,ORD_001595,PAY_001595,PAYPAL,CREDIT_CARD,67.50,2.26,65.24,GBP,POL_PYP_CC_GBP,CAPTURED,AUTH706700,2026-02-09 19:54:40,SETTLE_001595
PROC_001596,ORD_001596,PAY_001596,STRIPE,CREDIT_CARD,136.50,2.84,133.66,EUR,POL_STP_CC_EUR,CAPTURED,AUTH542185,2026-03-25 17:01:57,SETTLE_001596
PROC_001597,ORD_001597,PAY_001597,ADYEN,DEBIT_CARD,301.00,3.71,297.29,USD,POL_ADY_DC_USD,CAPTURED,AUTH369904,2026-01-23 19:14:24,SETTLE_001597
PROC_001598,ORD_001598,PAY_001598,ADYEN,CREDIT_CARD,1413.99,21.31,1392.68,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH254501,2026-01-30 13:45:42,SETTLE_001598
PROC_001599,ORD_001599,PAY_001599,ADYEN,CREDIT_CARD,555.80,7.89,547.91,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH999646,2026-01-29 04:28:13,SETTLE_001599
